Country/Region/World,ISO,Sex,Year,Mean BMI,Mean BMI lower 95% uncertainty interval,Mean BMI upper 95% uncertainty interval,Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=30 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=30 kg/m² upper 95% uncertainty interval,Prevalence of BMI>=35 kg/m² (severe obesity),Prevalence of BMI>=35 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=35 kg/m² upper 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² (underweight),Prevalence of BMI<18.5 kg/m² lower 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² upper 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m²,Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m²,Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m²,Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m²,Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m²,Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval,Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI >=40 kg/m² lower 95% uncertainty interval,Prevalence of BMI >=40 kg/m² upper 95% uncertainty interval
World,NA,Men,1975,21.6551402536435,21.2718003702559,22.0412643683194,0.0304883835281659,0.0234063615642583,0.0389157314771576,0.00244748698978307,0.00151316644623224,0.00376979954849992,0.134001199690318,0.105001896480351,0.164507562752339,0.160267072119197,0.127172287202276,0.195431237482259,0.497705324925094,0.454709564704788,0.541049438298235,0.177538019837225,0.152071829278486,0.205733903002281,0.0280408965383829,0.0211598623654276,0.0363839405168676,0.00217440719788567,0.00127188713593108,0.00347562819063819,0.000273079791897407,0.000115887634574002,0.000564631879406124
World,NA,Men,1976,21.7220375501457,21.3713200540188,22.0787410326781,0.0315273266959337,0.0245759967966587,0.0396743498064167,0.00260116331083923,0.00165180333707426,0.00390190370744565,0.132914045742332,0.105219612581753,0.161854267375517,0.158567127332771,0.126982952981604,0.192024053027573,0.497233620879131,0.456070521005764,0.538597941835056,0.179757879449832,0.155297698613503,0.207030992551725,0.0289261633850944,0.0221967352060816,0.0370381573354014,0.00230708221099161,0.00139289174389432,0.00358209652570307,0.000294081099847627,0.000132476000602938,0.000579503413582423
World,NA,Men,1977,21.7892077273341,21.4625690657588,22.1161412751956,0.0325961567260464,0.0257635054559703,0.0406284981447843,0.00276566915858208,0.00179664756929365,0.00407357536075212,0.131844205797452,0.105495089770179,0.159524086332028,0.156852658898762,0.126980051744535,0.188537433589384,0.496708787748405,0.457496063824671,0.536096991221291,0.181998190929334,0.158458064097539,0.208148031389531,0.0298304875674643,0.0232109927174825,0.0377070687645186,0.00244822207674218,0.00151801931046456,0.00371397773737103,0.000317447081839899,0.000149244302060833,0.000596618413717001
World,NA,Men,1978,21.8566686937439,21.5568209103767,22.1547822202993,0.0336945845674901,0.0270153625835646,0.0415221149510886,0.00294155788944095,0.00196539796805202,0.00421328562896667,0.130788389112065,0.105834780792353,0.157250599686049,0.155136931897806,0.126823683059923,0.185443721225398,0.496134340191475,0.458424294150386,0.533800172152791,0.184245754331164,0.161361827259332,0.209041736216918,0.0307530266780491,0.0242540837006287,0.0383809077603863,0.00259803986982494,0.00166172260453865,0.00385439077265757,0.000343518019616013,0.00017171962106906,0.000620551906850883
World,NA,Men,1979,21.9245547501491,21.6535233874256,22.1960142166827,0.0348294198691584,0.0282642050480357,0.0423059752925098,0.00313079110035906,0.00214113093760571,0.00442120948701115,0.129744430780632,0.106077885550751,0.154919446577782,0.153423250420309,0.12660912239556,0.181854442195086,0.495499377684861,0.459821209546681,0.531491056714764,0.186503521345039,0.164501349307733,0.210156014621053,0.0316986287687993,0.0253028578552798,0.039045094603544,0.00275811631207975,0.0018179030572958,0.00399050583462173,0.000372674788279312,0.000194348175540622,0.000649227984995057
World,NA,Men,1980,21.993276204929,21.7489950288909,22.2409052036442,0.0360125107006047,0.0296241105347885,0.0432722685057733,0.00333500279375268,0.0023408680967038,0.00461430406107631,0.128687509024692,0.106149224460995,0.152340249056946,0.151710956450767,0.12612883937751,0.178660216100029,0.494802407468485,0.461013017987112,0.529042261153884,0.188786616455452,0.167679870218243,0.211370223129119,0.032677507906852,0.0263735711112164,0.0397897826834111,0.00292969964125812,0.00197133686931953,0.00417019065404401,0.000405303152494564,0.000220884571511877,0.000682698804588682
World,NA,Men,1981,22.0631082057604,21.838002070361,22.2945692583633,0.0372466643520091,0.0310060221145868,0.0442025714544936,0.00355592852255778,0.00254443308350567,0.00482214480365315,0.12760895864283,0.106172972335206,0.150112658227513,0.149986922175495,0.125685089979886,0.175529067590342,0.494033932283824,0.461986627970953,0.526498491136465,0.191123522645841,0.170701380574281,0.21277320716192,0.0336907358294513,0.0275092173979206,0.040575103077014,0.0031139132636609,0.00213479415776526,0.00435015031914457,0.000442015258896882,0.000250171345019324,0.000725877082215745
World,NA,Men,1982,22.133649436396,21.9258077330821,22.3428388023258,0.0385322684748965,0.0324197441095032,0.0454030439865939,0.00379386477694591,0.00276197568146444,0.00507341086537167,0.126514909640642,0.106261707868042,0.147849332834364,0.148249431786479,0.12531089212302,0.172256993609678,0.493204524126406,0.462519079862899,0.523924164312598,0.193498866071577,0.173762401631834,0.214077273180478,0.0347384036979505,0.0286481088336014,0.0414326985070284,0.00331088387279481,0.0023174599213957,0.00455389924606524,0.000482980904151095,0.00028048516509458,0.000774650013402677
World,NA,Men,1983,22.2043570657601,22.0111589008888,22.3996977516068,0.0398641160414702,0.0338648001276929,0.0465526973564543,0.00404923319092206,0.00300481136387054,0.00533230915939939,0.125420488914116,0.106341188911674,0.145704111823455,0.146513923513949,0.124633871966393,0.168891826781941,0.492309339760242,0.463067944628804,0.521852870408636,0.195892131870222,0.176925815240533,0.215428999118796,0.0358148828505481,0.0298170147467851,0.0424150756959549,0.00352071620252312,0.00251834378280033,0.00477347311872963,0.000528516988398942,0.00031574118992162,0.000832087787145339
World,NA,Men,1984,22.2744898572112,22.0946363953761,22.4559311100575,0.0412390382567968,0.0353005347901401,0.0476888874776222,0.0043228724206388,0.00326355107680441,0.00562501692966245,0.124339574743604,0.106292431863824,0.143249080237811,0.144788274792826,0.124047810686867,0.166130327067923,0.491337380286152,0.463447056183077,0.519346631178456,0.198295732020622,0.180276506914016,0.217046251726481,0.036916165836158,0.0309794035074494,0.0433251261544857,0.00374401488537656,0.00271931143199812,0.00500192863607493,0.000578857535262239,0.000353259541259485,0.000893857333188407
World,NA,Men,1985,22.3435826561359,22.1779653784596,22.5155449550772,0.0426637578274461,0.0366910867177035,0.0489545471045754,0.00461551170270686,0.00353993650685042,0.00593409951034377,0.123259849919178,0.106307050691764,0.140992918134686,0.14307273621662,0.123652034728971,0.163593020130796,0.490296683595438,0.463524705311301,0.516920494541993,0.200706972541318,0.183451493153242,0.218381251481942,0.0380482461247392,0.0321684949764464,0.0442436946324586,0.00398129290261141,0.00293802758512088,0.00524727654131194,0.000634218800095454,0.00039370276217245,0.00096433402840218
World,NA,Men,1986,22.4112398760215,22.254805918311,22.5717069160198,0.0441347880115261,0.0382830310144961,0.0502888642231656,0.00492685190668903,0.00383155538528659,0.00626386101765114,0.12217968410404,0.105979738410732,0.138839526723169,0.141370206918821,0.122780732539538,0.160585892128212,0.489185773809024,0.46382250284009,0.514297931498915,0.203129547256589,0.186693261962368,0.220178133709977,0.0392079361048371,0.0334266330222475,0.0453077146461271,0.00423206866965715,0.00316463268998313,0.00551750770305927,0.000694783237031883,0.000442305467363335,0.00103705680398571
