"App name","Date","Time","Duration"
"Clock","17/01/2023","07:00:02","0:00:10"
"Screen on (locked)","17/01/2023","07:00:00","0:00:02"
"Screen off (locked)","16/01/2023","22:32:42","8:27:18"
"Screen on (locked)","16/01/2023","22:32:31","0:00:11"
"Screen off (locked)","16/01/2023","22:28:33","0:03:58"
"Screen on (locked)","16/01/2023","22:28:22","0:00:11"
"Screen off (locked)","16/01/2023","22:07:49","0:20:33"
"Screen on (unlocked)","16/01/2023","22:07:37","0:00:13"
"Ukrainian-English dictionary","16/01/2023","22:07:34","0:00:03"
"Screen on (locked)","16/01/2023","22:07:34","0:00:00"
"Screen off (locked)","16/01/2023","22:00:14","0:07:21"
"Clock","16/01/2023","22:00:02","0:00:12"
"Screen on (locked)","16/01/2023","22:00:01","0:00:01"
"Screen off (locked)","16/01/2023","21:59:37","0:00:24"
"Screen on (locked)","16/01/2023","21:59:35","0:00:02"
"Screen off (locked)","16/01/2023","21:57:46","0:01:49"
"Screen on (locked)","16/01/2023","21:57:44","0:00:02"
"Ukrainian-English dictionary","16/01/2023","21:57:24","0:00:20"
"System UI","16/01/2023","21:57:17","0:00:01"
"AFK Arena","16/01/2023","21:57:16","0:00:01"
"Screen on (unlocked)","16/01/2023","21:57:16","0:00:00"
"Screen on (locked)","16/01/2023","21:57:12","0:00:03"
"Screen off (locked)","16/01/2023","21:54:59","0:02:14"
"Screen on (locked)","16/01/2023","21:54:56","0:00:03"
"Screen off (locked)","16/01/2023","21:43:11","0:11:45"
"Screen on (locked)","16/01/2023","21:43:00","0:00:11"
"Screen off (locked)","16/01/2023","21:30:07","0:12:53"
"AFK Arena","16/01/2023","21:29:47","0:00:20"
"Screen on (unlocked)","16/01/2023","21:29:47","0:00:01"
"Screen on (locked)","16/01/2023","21:29:43","0:00:04"
"Screen off (locked)","16/01/2023","21:29:10","0:00:33"
"Screen on (locked)","16/01/2023","21:28:59","0:00:11"
"Screen off (locked)","16/01/2023","21:20:39","0:08:20"
"AFK Arena","16/01/2023","21:20:11","0:00:27"
"Screen on (unlocked)","16/01/2023","21:20:11","0:00:00"
"Screen on (locked)","16/01/2023","21:20:08","0:00:03"
"Screen off (locked)","16/01/2023","21:19:31","0:00:37"
"AFK Arena","16/01/2023","21:15:47","0:03:43"
"System UI","16/01/2023","21:15:45","0:00:02"
"BlackNote","16/01/2023","21:13:19","0:02:27"
"AFK Arena","16/01/2023","21:12:58","0:00:18"
"System UI","16/01/2023","21:12:56","0:00:01"
"Discord","16/01/2023","21:12:56","0:00:01"
"Telegram","16/01/2023","21:12:48","0:00:06"
"Telegram","16/01/2023","21:11:32","0:01:09"
"Telegram","16/01/2023","21:10:03","0:01:27"
"Screen on (unlocked)","16/01/2023","21:01:32","0:00:00"
"Screen on (locked)","16/01/2023","21:01:29","0:00:03"
"Screen off (locked)","16/01/2023","20:47:38","0:13:52"
"Phone","16/01/2023","20:42:17","0:05:18"
"Screen on (locked)","16/01/2023","20:42:16","0:00:01"
"Screen off (locked)","16/01/2023","18:47:45","1:54:32"
"System UI","16/01/2023","18:47:39","0:00:01"
"KOLEO","16/01/2023","18:47:19","0:00:19"
"Screen on (unlocked)","16/01/2023","18:47:16","0:00:00"
"Screen on (locked)","16/01/2023","18:47:12","0:00:04"
"Screen off (locked)","16/01/2023","18:40:15","0:06:57"
"System UI","16/01/2023","18:40:09","0:00:01"
"Facebook","16/01/2023","18:40:06","0:00:04"
"Messenger","16/01/2023","18:39:57","0:00:08"
"System UI","16/01/2023","18:39:55","0:00:01"
"Facebook","16/01/2023","18:39:54","0:00:01"
"Messenger","16/01/2023","18:38:24","0:01:29"
"GOmobile","16/01/2023","18:37:30","0:00:52"
"Screen on (unlocked)","16/01/2023","18:37:26","0:00:01"
"Screen on (locked)","16/01/2023","18:37:24","0:00:02"
"Screen off (locked)","16/01/2023","18:37:19","0:00:05"
"Screen on (locked)","16/01/2023","18:37:15","0:00:04"
"Screen off (locked)","16/01/2023","14:10:00","4:27:15"
"Screen on (locked)","16/01/2023","14:09:53","0:00:07"
"Screen off (locked)","16/01/2023","14:08:31","0:01:22"
"Phone","16/01/2023","14:07:39","0:00:27"
"System UI","16/01/2023","14:07:36","0:00:01"
"Opera","16/01/2023","14:06:04","0:01:32"
"Screen on (unlocked)","16/01/2023","14:05:58","0:00:00"
"Screen on (locked)","16/01/2023","14:05:55","0:00:03"
"Screen off (locked)","16/01/2023","13:43:57","0:21:58"
"System UI","16/01/2023","13:43:50","0:00:01"
"Opera","16/01/2023","13:41:08","0:02:41"
"Screen on (unlocked)","16/01/2023","13:41:01","0:00:00"
"Screen on (locked)","16/01/2023","13:40:57","0:00:04"
"Screen off (locked)","16/01/2023","13:26:52","0:14:05"
"Screen on (locked)","16/01/2023","13:26:41","0:00:11"
"Screen off (locked)","16/01/2023","13:09:35","0:17:06"
"System UI","16/01/2023","13:09:30","0:00:01"
"Opera","16/01/2023","13:06:29","0:03:02"
"Screen on (unlocked)","16/01/2023","13:06:20","0:00:02"
"Screen on (locked)","16/01/2023","13:06:12","0:00:07"
"Screen off (locked)","16/01/2023","12:55:47","0:10:25"
"Ukrainian-English dictionary","16/01/2023","12:55:36","0:00:11"
"System UI","16/01/2023","12:52:13","0:00:01"
"Facebook","16/01/2023","12:50:30","0:01:42"
"System UI","16/01/2023","12:50:27","0:00:01"
"AFK Arena","16/01/2023","12:48:13","0:02:13"
"Screen on (unlocked)","16/01/2023","12:48:13","0:00:00"
"Screen on (locked)","16/01/2023","12:48:04","0:00:09"
"Screen off (locked)","16/01/2023","12:43:18","0:04:46"
"AFK Arena","16/01/2023","12:27:15","0:16:03"
"System UI","16/01/2023","12:27:13","0:00:02"
"Opera","16/01/2023","12:26:32","0:00:41"
"AFK Arena","16/01/2023","12:21:18","0:05:03"
"System UI","16/01/2023","12:19:59","0:00:01"
"Messenger","16/01/2023","12:19:42","0:00:16"
"System UI","16/01/2023","12:19:40","0:00:01"
"Telegram","16/01/2023","12:16:28","0:03:12"
"Screen on (unlocked)","16/01/2023","12:16:27","0:00:01"
"Screen on (locked)","16/01/2023","12:16:19","0:00:08"
"Screen off (locked)","16/01/2023","12:16:12","0:00:07"
"Screen on (locked)","16/01/2023","12:15:57","0:00:15"
"Screen off (locked)","16/01/2023","11:33:16","0:42:41"
"Telegram","16/01/2023","11:32:31","0:00:45"
"Ukrainian-English dictionary","16/01/2023","11:32:04","0:00:22"
"Screen on (unlocked)","16/01/2023","11:32:01","0:00:00"
"Screen on (locked)","16/01/2023","11:31:58","0:00:03"
"Screen off (locked)","16/01/2023","11:30:13","0:01:46"
"System UI","16/01/2023","11:30:10","0:00:01"
"People","16/01/2023","11:30:07","0:00:01"
"Phone","16/01/2023","11:29:13","0:00:54"
"People","16/01/2023","11:29:11","0:00:02"
"Jakdojade","16/01/2023","11:29:02","0:00:01"
"Screen on (unlocked)","16/01/2023","11:29:01","0:00:00"
"Screen on (locked)","16/01/2023","11:28:58","0:00:03"
"Screen off (locked)","16/01/2023","10:06:07","1:22:52"
"Screen on (locked)","16/01/2023","10:06:00","0:00:06"
"Screen off (locked)","16/01/2023","09:51:24","0:14:37"
"Jakdojade","16/01/2023","09:51:01","0:00:23"
"Screen on (unlocked)","16/01/2023","09:50:59","0:00:00"
"Screen on (locked)","16/01/2023","09:50:56","0:00:03"
"Screen off (locked)","16/01/2023","09:45:23","0:05:33"
"Jakdojade","16/01/2023","09:44:11","0:01:09"
"Screen on (unlocked)","16/01/2023","09:43:54","0:00:00"
"Screen on (locked)","16/01/2023","09:43:36","0:00:18"
"Screen off (locked)","16/01/2023","09:37:08","0:06:28"
"Screen on (unlocked)","16/01/2023","09:37:02","0:00:02"
"Screen on (locked)","16/01/2023","09:36:56","0:00:06"
"Screen off (locked)","16/01/2023","09:00:24","0:36:32"
"Clock","16/01/2023","09:00:03","0:00:21"
"Screen on (locked)","16/01/2023","09:00:00","0:00:02"
"Screen off (locked)","16/01/2023","00:22:59","8:37:01"
"Screen on (locked)","16/01/2023","00:22:54","0:00:05"
"Screen off (locked)","16/01/2023","00:13:39","0:09:14"
"Screen on (locked)","16/01/2023","00:13:28","0:00:12"
"Screen off (locked)","16/01/2023","00:00:50","0:12:38"
"Screen on (locked)","16/01/2023","00:00:38","0:00:11"
"Screen off (locked)","15/01/2023","23:59:12","0:01:26"
"Screen on (locked)","15/01/2023","23:59:09","0:00:03"
"Screen off (locked)","15/01/2023","23:48:45","0:10:24"
"System UI","15/01/2023","23:48:38","0:00:01"
"Telegram","15/01/2023","23:48:27","0:00:09"
"Facebook","15/01/2023","23:48:16","0:00:10"
"AFK Arena","15/01/2023","22:53:04","0:55:06"
"Messenger","15/01/2023","22:50:19","0:02:42"
"Screen on (unlocked)","15/01/2023","22:50:18","0:00:00"
"Screen on (locked)","15/01/2023","22:50:15","0:00:03"
"Screen off (locked)","15/01/2023","22:35:41","0:14:34"
"Messenger","15/01/2023","22:25:40","0:10:01"
"System UI","15/01/2023","22:25:37","0:00:02"
"Opera","15/01/2023","22:21:05","0:04:32"
"Screen on (unlocked)","15/01/2023","22:20:56","0:00:01"
"People","15/01/2023","22:20:49","0:00:07"
"Screen on (locked)","15/01/2023","22:20:49","0:00:00"
"Screen off (locked)","15/01/2023","21:22:48","0:58:01"
"People","15/01/2023","21:22:36","0:00:12"
"Screen on (locked)","15/01/2023","21:22:36","0:00:00"
"Screen off (locked)","15/01/2023","21:19:59","0:02:37"
"People","15/01/2023","21:19:58","0:00:02"
"Phone","15/01/2023","21:19:34","0:00:23"
"People","15/01/2023","21:19:31","0:00:03"
"System UI","15/01/2023","21:19:29","0:00:01"
"Screen on (unlocked)","15/01/2023","21:19:25","0:00:02"
"Spotify","15/01/2023","21:19:25","0:00:00"
"Screen on (locked)","15/01/2023","21:19:20","0:00:05"
"Screen off (locked)","15/01/2023","21:13:44","0:05:36"
"Spotify","15/01/2023","21:13:02","0:00:42"
"System UI","15/01/2023","21:12:56","0:00:01"
"Spotify","15/01/2023","21:12:53","0:00:03"
"System UI","15/01/2023","21:12:50","0:00:01"
"Screen on (unlocked)","15/01/2023","21:06:42","0:06:08"
"Screen on (locked)","15/01/2023","21:06:38","0:00:03"
"YouTube","15/01/2023","20:59:02","0:07:36"
"System UI","15/01/2023","20:59:01","0:00:01"
"YouTube","15/01/2023","20:58:55","0:00:06"
"System UI","15/01/2023","20:58:47","0:00:03"
"Google Play Store","15/01/2023","20:57:37","0:01:09"
"Screen on (unlocked)","15/01/2023","20:57:31","0:00:01"
"Screen on (locked)","15/01/2023","20:57:26","0:00:05"
"Screen off (locked)","15/01/2023","20:56:27","0:00:59"
"Screen on (locked)","15/01/2023","20:55:35","0:00:52"
"Screen off (locked)","15/01/2023","20:52:18","0:03:16"
"Screen on (locked)","15/01/2023","20:52:08","0:00:10"
"Screen off (locked)","15/01/2023","20:47:56","0:04:12"
"People","15/01/2023","20:47:54","0:00:02"
"Phone","15/01/2023","20:47:28","0:00:26"
"People","15/01/2023","20:47:25","0:00:03"
"Screen on (unlocked)","15/01/2023","20:47:22","0:00:03"
"Screen on (locked)","15/01/2023","20:47:20","0:00:02"
"Screen off (locked)","15/01/2023","20:44:23","0:02:57"
"Screen on (locked)","15/01/2023","20:44:16","0:00:07"
"Screen off (locked)","15/01/2023","20:38:12","0:06:04"
"Screen on (locked)","15/01/2023","20:38:08","0:00:04"
"Screen off (locked)","15/01/2023","20:36:09","0:01:59"
"Screen on (locked)","15/01/2023","20:35:50","0:00:19"
"Screen off (locked)","15/01/2023","20:32:38","0:03:12"
"Screen on (locked)","15/01/2023","20:32:05","0:00:33"
"Screen off (locked)","15/01/2023","20:12:03","0:20:02"
"Spotify","15/01/2023","20:11:19","0:00:44"
"System UI","15/01/2023","20:11:17","0:00:01"
"Screen on (unlocked)","15/01/2023","20:11:15","0:00:01"
"ReadEra","15/01/2023","20:11:11","0:00:04"
"Screen on (locked)","15/01/2023","20:11:11","0:00:00"
"Screen off (locked)","15/01/2023","19:31:37","0:39:34"
"Screen on (locked)","15/01/2023","19:31:35","0:00:02"
"Screen off (locked)","15/01/2023","19:31:25","0:00:10"
"ReadEra","15/01/2023","19:31:17","0:00:07"
"System UI","15/01/2023","19:31:17","0:00:01"
"Screen on (unlocked)","15/01/2023","19:31:15","0:00:01"
"Translate","15/01/2023","19:31:13","0:00:02"
"Screen on (locked)","15/01/2023","19:31:13","0:00:00"
"Screen off (locked)","15/01/2023","19:25:12","0:06:02"
"Translate","15/01/2023","19:25:01","0:00:11"
"Screen on (locked)","15/01/2023","19:25:00","0:00:01"
"Screen off (locked)","15/01/2023","19:18:05","0:06:55"
"Translate","15/01/2023","19:17:25","0:00:40"
"ReadEra","15/01/2023","19:17:22","0:00:01"
"Screen on (unlocked)","15/01/2023","19:17:21","0:00:01"
"Screen on (locked)","15/01/2023","19:17:18","0:00:03"
"Screen off (locked)","15/01/2023","19:10:21","0:06:57"
"ReadEra","15/01/2023","19:10:11","0:00:11"
"Total Commander","15/01/2023","19:10:03","0:00:08"
"Screen on (unlocked)","15/01/2023","19:10:02","0:00:00"
"Screen on (locked)","15/01/2023","19:10:00","0:00:02"
"Screen off (locked)","15/01/2023","19:09:58","0:00:02"
"System UI","15/01/2023","19:09:55","0:00:01"
"People","15/01/2023","19:09:51","0:00:01"
"Phone","15/01/2023","19:09:08","0:00:43"
"People","15/01/2023","19:09:07","0:00:01"
"Screen on (unlocked)","15/01/2023","19:09:07","0:00:00"
"Screen on (locked)","15/01/2023","19:09:04","0:00:02"
"Screen off (locked)","15/01/2023","18:50:06","0:18:59"
"People","15/01/2023","18:50:03","0:00:02"
"Phone","15/01/2023","18:49:14","0:00:49"
"People","15/01/2023","18:49:12","0:00:02"
"Screen on (unlocked)","15/01/2023","18:49:11","0:00:01"
"Screen on (locked)","15/01/2023","18:49:08","0:00:03"
"Screen off (locked)","15/01/2023","18:30:10","0:18:58"
"Clock","15/01/2023","18:30:02","0:00:08"
"Screen on (locked)","15/01/2023","18:30:01","0:00:01"
"Screen off (locked)","15/01/2023","18:20:01","0:10:00"
"System UI","15/01/2023","18:19:54","0:00:01"
"Opera","15/01/2023","18:16:35","0:03:18"
"Camera","15/01/2023","18:16:27","0:00:06"
"Opera","15/01/2023","18:16:23","0:00:04"
"Screen on (unlocked)","15/01/2023","18:16:17","0:00:00"
"Screen on (locked)","15/01/2023","18:16:15","0:00:02"
"Screen off (locked)","15/01/2023","18:14:57","0:01:18"
"System UI","15/01/2023","18:14:50","0:00:01"
"BlackNote","15/01/2023","18:08:43","0:06:07"
"System UI","15/01/2023","18:08:37","0:00:03"
"AFK Arena","15/01/2023","18:08:36","0:00:01"
"Screen on (unlocked)","15/01/2023","18:08:36","0:00:00"
"Screen on (locked)","15/01/2023","18:08:34","0:00:02"
"Screen off (locked)","15/01/2023","18:07:47","0:00:47"
"Screen on (locked)","15/01/2023","18:07:36","0:00:11"
"Screen off (locked)","15/01/2023","18:05:31","0:02:04"
"Screen on (locked)","15/01/2023","18:05:20","0:00:11"
"Screen off (locked)","15/01/2023","17:55:23","0:09:58"
"Screen on (locked)","15/01/2023","17:55:12","0:00:11"
"Screen off (locked)","15/01/2023","17:54:51","0:00:20"
"Screen on (locked)","15/01/2023","17:54:40","0:00:12"
"Screen off (locked)","15/01/2023","17:34:32","0:20:07"
"AFK Arena","15/01/2023","17:23:13","0:11:19"
"Screen on (unlocked)","15/01/2023","17:23:13","0:00:00"
"Screen on (locked)","15/01/2023","17:23:10","0:00:03"
"Screen off (locked)","15/01/2023","17:22:57","0:00:14"
"AFK Arena","15/01/2023","17:18:20","0:04:37"
"Facebook","15/01/2023","17:18:03","0:00:11"
"Messenger","15/01/2023","17:16:33","0:01:29"
"Telegram","15/01/2023","17:11:38","0:04:52"
"Screen on (unlocked)","15/01/2023","17:11:26","0:00:02"
"Screen on (locked)","15/01/2023","17:11:21","0:00:05"
"Screen off (locked)","15/01/2023","16:16:18","0:55:03"
"System UI","15/01/2023","16:15:57","0:00:01"
"System UI","15/01/2023","16:15:54","0:00:01"
"Clock","15/01/2023","16:15:52","0:00:02"
"Clock","15/01/2023","16:15:50","0:00:01"
"Screen on (unlocked)","15/01/2023","16:15:50","0:00:00"
"Screen on (locked)","15/01/2023","16:15:45","0:00:05"
"Screen off (locked)","15/01/2023","16:14:46","0:00:59"
"Clock","15/01/2023","16:14:30","0:00:16"
"System UI","15/01/2023","16:14:21","0:00:02"
"AFK Arena","15/01/2023","16:14:20","0:00:01"
"Screen on (unlocked)","15/01/2023","16:14:18","0:00:02"
"Screen on (locked)","15/01/2023","16:14:12","0:00:06"
"Screen off (locked)","15/01/2023","15:58:49","0:15:24"
"Screen on (locked)","15/01/2023","15:58:38","0:00:11"
"Screen off (locked)","15/01/2023","14:51:20","1:07:17"
"Screen on (locked)","15/01/2023","14:51:09","0:00:11"
"Screen off (locked)","15/01/2023","12:57:47","1:53:23"
"Screen on (locked)","15/01/2023","12:57:35","0:00:11"
"Screen off (locked)","15/01/2023","12:31:58","0:25:37"
"Screen on (locked)","15/01/2023","12:31:47","0:00:11"
"Screen off (locked)","15/01/2023","10:36:51","1:54:56"
"Screen on (locked)","15/01/2023","10:36:49","0:00:02"
"Screen off (locked)","15/01/2023","10:27:28","0:09:21"
"Screen on (locked)","15/01/2023","10:27:17","0:00:11"
"Screen off (locked)","15/01/2023","10:07:26","0:19:51"
"Screen on (locked)","15/01/2023","10:07:15","0:00:11"
"Screen off (locked)","15/01/2023","09:00:23","1:06:52"
"AFK Arena","15/01/2023","09:00:10","0:00:13"
"Clock","15/01/2023","09:00:05","0:00:06"
"Screen on (locked)","15/01/2023","09:00:02","0:00:03"
"Screen off (locked)","15/01/2023","04:01:30","4:58:32"
"AFK Arena","15/01/2023","04:01:23","0:00:07"
"Screen on (locked)","15/01/2023","04:01:23","0:00:01"
"Screen off (locked)","15/01/2023","02:09:59","1:51:23"
"AFK Arena","15/01/2023","02:09:56","0:00:03"
"Screen on (locked)","15/01/2023","02:09:56","0:00:00"
"Screen off (locked)","15/01/2023","02:09:54","0:00:02"
"AFK Arena","15/01/2023","02:09:46","0:00:08"
"Screen on (locked)","15/01/2023","02:09:45","0:00:01"
"Screen off (locked)","15/01/2023","00:00:08","2:09:37"
"AFK Arena","15/01/2023","00:00:07","0:00:00"
"Clock","15/01/2023","00:00:02","0:00:05"
"Screen on (locked)","15/01/2023","00:00:02","0:00:00"
"Screen off (locked)","14/01/2023","23:53:36","0:06:26"
"AFK Arena","14/01/2023","23:43:37","0:10:00"
"Screen on (unlocked)","14/01/2023","23:43:36","0:00:01"
"Screen on (locked)","14/01/2023","23:43:33","0:00:03"
"Screen off (locked)","14/01/2023","23:39:06","0:04:27"
"AFK Arena","14/01/2023","23:36:14","0:02:52"
"System UI","14/01/2023","23:36:10","0:00:01"
"Opera","14/01/2023","23:31:59","0:04:11"
"System UI","14/01/2023","23:31:55","0:00:01"
"Photos","14/01/2023","23:31:38","0:00:15"
"System UI","14/01/2023","23:31:35","0:00:01"
"Photos","14/01/2023","23:31:20","0:00:14"
"Screen on (unlocked)","14/01/2023","23:31:18","0:00:02"
"Screen on (locked)","14/01/2023","23:31:15","0:00:02"
"Screen off (locked)","14/01/2023","20:43:58","2:47:17"
"Photos","14/01/2023","20:43:48","0:00:09"
"System UI","14/01/2023","20:43:46","0:00:01"
"Telegram","14/01/2023","20:43:32","0:00:13"
"Photos","14/01/2023","20:43:20","0:00:10"
"Screen on (unlocked)","14/01/2023","20:43:19","0:00:01"
"Screen on (locked)","14/01/2023","20:43:16","0:00:03"
"Screen off (locked)","14/01/2023","20:37:20","0:05:56"
"System UI","14/01/2023","20:37:14","0:00:01"
"Photos","14/01/2023","20:37:06","0:00:03"
"com.android.wallpapercropper","14/01/2023","20:37:04","0:00:02"
"Photos","14/01/2023","20:36:55","0:00:08"
"System UI","14/01/2023","20:36:51","0:00:02"
"Photos","14/01/2023","20:36:44","0:00:07"
"com.android.wallpapercropper","14/01/2023","20:36:41","0:00:03"
"Photos","14/01/2023","20:36:39","0:00:01"
"Photos","14/01/2023","20:36:32","0:00:01"
"com.android.wallpapercropper","14/01/2023","20:36:28","0:00:04"
"Photos","14/01/2023","20:35:43","0:00:44"
"System UI","14/01/2023","20:35:40","0:00:01"
"Screen on (unlocked)","14/01/2023","20:35:38","0:00:00"
"Screen on (locked)","14/01/2023","20:35:34","0:00:03"
"Screen off (locked)","14/01/2023","20:00:24","0:35:10"
"Screen on (locked)","14/01/2023","20:00:22","0:00:02"
"Screen off (locked)","14/01/2023","20:00:08","0:00:14"
"Screen on (unlocked)","14/01/2023","19:59:59","0:00:00"
"Screen on (locked)","14/01/2023","19:59:56","0:00:03"
"Screen off (locked)","14/01/2023","19:46:23","0:13:32"
"System UI","14/01/2023","19:46:20","0:00:01"
"Photos","14/01/2023","19:42:43","0:03:36"
"System UI","14/01/2023","19:42:40","0:00:01"
"Total Commander","14/01/2023","19:42:00","0:00:40"
"AFK Arena","14/01/2023","19:39:26","0:02:32"
"Photos","14/01/2023","19:37:08","0:02:16"
"System UI","14/01/2023","19:37:06","0:00:01"
"Photos","14/01/2023","19:36:32","0:00:33"
"Total Commander","14/01/2023","19:36:22","0:00:09"
"Photos","14/01/2023","19:35:17","0:01:04"
