"App name","Time","Duration","day","hour","type","dev","student"
"firefox",00:06:49,8.026,1,0,"Internet","Komputer","Student 3"
"firefox",00:00:09,7.025,1,0,"Internet","Komputer","Student 3"
"firefox",00:01:33,0,1,0,"Internet","Komputer","Student 3"
"firefox",00:08:52,0,1,0,"Internet","Komputer","Student 3"
"firefox",00:03:48,7.58798108502048,1,0,"Internet","Komputer","Student 3"
"firefox",00:12:09,7.027,1,0,"Internet","Komputer","Student 3"
"firefox",00:05:29,3.59762778680335,1,0,"Internet","Komputer","Student 3"
"firefox",00:08:29,1.9107040795533,1,0,"Internet","Komputer","Student 3"
"firefox",09:51:40,25.472584298051,1,9,"Internet","Komputer","Student 3"
"firefox",09:52:08,0.93477073192969,1,9,"Internet","Komputer","Student 3"
"firefox",10:57:50,0,1,10,"Internet","Komputer","Student 3"
"firefox",10:10:10,377.967815177838,1,10,"Internet","Komputer","Student 3"
"firefox",10:58:16,0.916644371527527,1,10,"Internet","Komputer","Student 3"
"firefox",10:48:00,5.022,1,10,"Internet","Komputer","Student 3"
"firefox",10:07:14,12.4778355404315,1,10,"Internet","Komputer","Student 3"
"firefox",10:49:45,6.022,1,10,"Internet","Komputer","Student 3"
"firefox",10:20:59,27.3200953771374,1,10,"Internet","Komputer","Student 3"
"firefox",10:49:45,5.53985422115481,1,10,"Internet","Komputer","Student 3"
"IntelliJ IDEA",10:57:52,13.9799918674625,1,10,"Praca","Komputer","Student 3"
"firefox",11:22:03,4.95713015902415,1,11,"Internet","Komputer","Student 3"
"org.gnome.Nautilus",11:20:58,0.950095670699235,1,11,"Inne","Komputer","Student 3"
"firefox",11:35:01,3.016,1,11,"Internet","Komputer","Student 3"
"IntelliJ IDEA",11:16:41,0,1,11,"Praca","Komputer","Student 3"
"firefox",11:21:29,15.064,1,11,"Internet","Komputer","Student 3"
"firefox",11:19:56,7.45425372805821,1,11,"Internet","Komputer","Student 3"
"firefox",11:17:04,0,1,11,"Internet","Komputer","Student 3"
"firefox",11:20:35,0,1,11,"Internet","Komputer","Student 3"
"firefox",11:30:39,13.0466764197582,1,11,"Internet","Komputer","Student 3"
"firefox",11:14:34,1.00836748556008,1,11,"Internet","Komputer","Student 3"
"firefox",11:23:59,6.16988245016993,1,11,"Internet","Komputer","Student 3"
"firefox",11:03:57,0.969790981382481,1,11,"Internet","Komputer","Student 3"
"Eog",11:21:01,0.976367001057393,1,11,"Inne","Komputer","Student 3"
"firefox",11:30:25,0.920677737605399,1,11,"Internet","Komputer","Student 3"
"firefox",11:33:14,13.3027222334898,1,11,"Internet","Komputer","Student 3"
"IntelliJ IDEA",12:21:53,0.860946753175345,1,12,"Praca","Komputer","Student 3"
"org.gnome.Nautilus",12:07:09,1.87817842408195,1,12,"Inne","Komputer","Student 3"
"firefox",12:15:50,22.6008137903385,1,12,"Internet","Komputer","Student 3"
"firefox",12:30:02,0,1,12,"Internet","Komputer","Student 3"
"teams-for-linux",12:16:29,2.97145495173186,1,12,"Praca","Komputer","Student 3"
