"","endTime","artistName","trackName","duration","startTime","date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre","energy_level"
"431",2022-12-06 20:34:00,"Samuel Scheidt","Puer Natus in Bethlehem",73.597,2022-12-06 20:32:46,2022-12-06,0.27,0.0391,7,-31.662,0,0.0433,0.99,0.000148,0.113,0.276,104.753,"baroque","slow"
"432",2022-12-07 17:57:00,"753","God Is Dead - O.B.I. 2001 Edit",1.81,2022-12-07 17:56:58,2022-12-07,0.48,0.988,9,-4.272,1,0.084,2.74e-05,0.863,0.175,0.28,150.007,"hard techno","fast"
"433",2022-12-07 17:57:00,"Sebastian Groth","Stigma",2.67,2022-12-07 17:56:57,2022-12-07,0.706,0.992,0,-6.184,0,0.138,0.0344,0.846,0.0934,0.223,145.998,"dark techno","fast"
"438",2022-12-07 18:51:00,"Protokseed",".45 Corporation",327,2022-12-07 18:45:33,2022-12-07,0.628,0.901,9,-5.15,1,0.0523,0.00749,0.901,0.391,0.329,160.017,"acidcore","fast"
"439",2022-12-07 18:59:00,"X-Alox","Pai´s en Construccio´n",222.807,2022-12-07 18:55:17,2022-12-07,0.659,1,1,-6.719,0,0.0618,0.000132,0.793,0.111,0.292,143.984,"cuban electronic","fast"
"440",2022-12-07 19:05:00,"Champas","Raw Matters - Original Mix",328.951,2022-12-07 18:59:31,2022-12-07,0.565,0.989,11,-8.366,1,0.0754,0.103,0.754,0.0923,0.0626,142.986,"dark techno","fast"
"444",2022-12-07 19:28:00,"MORSURE","Heathen",420,2022-12-07 19:21:00,2022-12-07,0.56,1,0,-6.692,0,0.0598,0.000404,0.788,0.12,0.112,147.01,"dark techno","fast"
"447",2022-12-07 19:44:00,"Kobosil","Full of Fire",324.465,2022-12-07 19:38:35,2022-12-07,0.63,0.973,0,-5.251,1,0.0565,0.000645,0.899,0.109,0.474,146.007,"industrial techno","fast"
"448",2022-12-07 20:30:00,"SWART","Power Lust Greed Fame",307.624,2022-12-07 20:24:52,2022-12-07,0.529,0.973,8,-6.828,1,0.062,0.0015,0.795,0.117,0.25,141.978,"belgian techno","fast"
"460",2022-12-07 23:33:00,"Malik Montana","1-WSZY NOS",151.533,2022-12-07 23:30:28,2022-12-07,0.677,0.555,11,-6.509,0,0.306,0.229,0,0.145,0.504,143.772,"polish hip hop","medium"
"461",2022-12-07 23:36:00,"Miszel","dres",175,2022-12-07 23:33:05,2022-12-07,0.664,0.617,8,-8.804,1,0.115,0.352,0,0.235,0.637,146.098,"polish hip hop","medium"
"462",2022-12-07 23:38:00,"Malik Montana","Jetlag (feat. The Plug)",126.084,2022-12-07 23:35:53,2022-12-07,0.823,0.514,7,-7.109,1,0.333,0.117,0,0.506,0.521,124.952,"polish hip hop","medium"
"463",2022-12-07 23:42:00,"Mata","Schodki",235.773,2022-12-07 23:38:04,2022-12-07,0.571,0.667,11,-8.365,0,0.0509,0.0389,0.0136,0.166,0.439,78.031,"polish hip hop","fast"
"464",2022-12-07 23:43:00,"Baba Hassan","Baba Hassan",113.598,2022-12-07 23:41:06,2022-12-07,0.671,0.582,8,-10.322,1,0.681,0.665,0,0.144,0.545,164.976,"polish hip hop","medium"
"465",2022-12-07 23:45:00,"TEDE","Drin za Drinem",100.78,2022-12-07 23:43:19,2022-12-07,0.603,0.717,0,-6.104,1,0.181,0.0761,0,0.236,0.865,94.695,"polish hip hop","fast"
"466",2022-12-07 23:55:00,"I Hate Models","Werewolf Disco Club",563.84,2022-12-07 23:45:36,2022-12-07,0.622,0.923,9,-5.224,1,0.0385,0.00218,0.821,0.12,0.214,146.004,"dark techno","fast"
"468",2022-12-08 00:05:00,"OTTA","The Drama Queen",348.768,2022-12-07 23:59:11,2022-12-07,0.563,0.998,6,-6.813,0,0.0515,5.89e-05,0.744,0.675,0.519,154.971,"portuguese techno","fast"
"473",2022-12-08 00:35:00,"Vendex","Scarlet king",400.004,2022-12-08 00:28:19,2022-12-07,0.391,0.999,11,-7.302,0,0.0565,0.000432,0.77,0.176,0.446,156.034,"spanish techno","fast"
"477",2022-12-08 01:02:00,"Charlie Sparks (UK)","Underground Sushi",412.8,2022-12-08 00:55:07,2022-12-07,0.554,0.999,1,-7.037,0,0.0654,0.000675,0.837,0.206,0.0418,150.001,"techno rave","fast"
"478",2022-12-08 01:07:00,"Brecc","Vox",329.264,2022-12-08 01:01:30,2022-12-08,0.551,0.979,1,-6.264,1,0.0453,6.41e-05,0.738,0.699,0.489,140.007,"hard techno","fast"
"480",2022-12-08 01:19:00,"Viol Du Son","High Speed Fucking Society",315.5,2022-12-08 01:13:44,2022-12-08,0.51,0.966,0,-6.903,1,0.0977,0.000255,0.852,0.899,0.127,154.974,"techno rave","fast"
"482",2022-12-08 01:31:00,"753","God Is Dead - O.B.I. 2001 Edit",380.12,2022-12-08 01:24:39,2022-12-08,0.48,0.988,9,-4.272,1,0.084,2.74e-05,0.863,0.175,0.28,150.007,"hard techno","fast"
"486",2022-12-08 01:37:00,"YA","Back To The Oldschool",3.78,2022-12-08 01:36:56,2022-12-08,0.564,0.999,7,-5.97,1,0.0845,0.000868,0.881,0.118,0.136,147.988,"techno rave","fast"
"488",2022-12-08 01:37:00,"Sara Landry","Frenzy",3.24,2022-12-08 01:36:56,2022-12-08,0.649,0.952,2,-7.063,1,0.08,9.01e-05,0.871,0.0996,0.0761,145.99,"dark techno","fast"
"490",2022-12-08 01:37:00,"SWART","Power Lust Greed Fame",11.556,2022-12-08 01:36:48,2022-12-08,0.529,0.973,8,-6.828,1,0.062,0.0015,0.795,0.117,0.25,141.978,"belgian techno","fast"
"491",2022-12-08 01:37:00,"Kobosil","Heat",10.7,2022-12-08 01:36:49,2022-12-08,0.605,0.985,7,-6.41,1,0.0791,0.00408,0.704,0.106,0.109,145.002,"industrial techno","fast"
"493",2022-12-08 01:38:00,"Charlie Sparks (UK)","Lullaby",3.51,2022-12-08 01:37:56,2022-12-08,0.599,0.937,6,-5.402,0,0.101,0.000109,0.826,0.0935,0.136,144.97,"techno rave","fast"
"495",2022-12-08 01:38:00,"Antigone","The Devil's Playground",5.49,2022-12-08 01:37:54,2022-12-08,0.589,0.967,11,-8.294,0,0.16,0.00186,0.62,0.292,0.0944,147.019,"french techno","fast"
"497",2022-12-08 01:46:00,"AnD","Screaming",341.818,2022-12-08 01:40:18,2022-12-08,0.175,0.95,5,-22.376,1,0.06,0.149,0.982,0.369,1e-05,114.511,"sleep","fast"
"498",2022-12-08 01:51:00,"Sara Landry","About Last Night (feat. Shmeep) - 999999999 Remix",289.453,2022-12-08 01:46:10,2022-12-08,0.396,0.992,1,-5.69,1,0.0639,6.24e-06,0.795,0.113,0.155,148.013,"dark techno","fast"
"499",2022-12-08 01:55:00,"Jacidorex","Dark Drone - VCL Remix",276.474,2022-12-08 01:50:23,2022-12-08,0.617,0.939,8,-6.733,1,0.077,0.000139,0.712,0.327,0.109,152.067,"acidcore","fast"
"501",2022-12-08 01:56:00,"Gabros","Hyperactive - Original Mix",1.17,2022-12-08 01:55:58,2022-12-08,0.532,0.894,7,-7.354,1,0.0361,0.00154,0.982,0.111,0.318,75.004,"hungarian techno","fast"
"502",2022-12-08 01:56:00,"Gabros","Hyperactive - Original Mix",4.11,2022-12-08 01:55:55,2022-12-08,0.532,0.894,7,-7.354,1,0.0361,0.00154,0.982,0.111,0.318,75.004,"hungarian techno","fast"
"504",2022-12-08 01:56:00,"Petduo","Freak",1.76,2022-12-08 01:55:58,2022-12-08,0.484,0.992,11,-6.37,0,0.155,4.75e-06,0.799,0.114,0.0928,145.005,"schranz","fast"
"506",2022-12-08 01:56:00,"AnD","Screaming",4.92,2022-12-08 01:55:55,2022-12-08,0.175,0.95,5,-22.376,1,0.06,0.149,0.982,0.369,1e-05,114.511,"sleep","fast"
"507",2022-12-08 01:56:00,"DYEN","Keep Me Sane",0.9,2022-12-08 01:55:59,2022-12-08,0.489,0.949,9,-6.874,1,0.0311,1.05e-05,0.86,0.102,0.0885,144.99,"industrial techno","fast"
"509",2022-12-08 10:45:00,"Cascada","Everytime We Touch - Nightcore & KYANU Edit",3.42,2022-12-08 10:44:56,2022-12-08,0.517,0.962,0,-6.391,1,0.102,0.0126,0.00125,0.436,0.546,177.641,"bubblegum dance","fast"
"510",2022-12-08 10:45:00,"qifi","Pretty Rave Girl (Nightcore)",1.64,2022-12-08 10:44:58,2022-12-08,0.371,0.955,9,-6.688,0,0.51,0.000492,0.000123,0.375,0.169,214.198,"scenecore","fast"
"511",2022-12-08 10:45:00,"DYEN","Keep Me Sane",6.76,2022-12-08 10:44:53,2022-12-08,0.489,0.949,9,-6.874,1,0.0311,1.05e-05,0.86,0.102,0.0885,144.99,"industrial techno","fast"
"512",2022-12-08 10:46:00,"Nightcore Reloaded","I Touch Myself",3.3,2022-12-08 10:45:56,2022-12-08,0.373,0.944,11,-8.218,1,0.185,0.0381,0.674,0.377,0.483,193.459,"nightcore","fast"
"513",2022-12-08 10:46:00,"Nightcore Fanatics","I Dream",7.94,2022-12-08 10:45:52,2022-12-08,0.562,0.985,0,-2.276,1,0.0689,0.00682,0.00936,0.401,0.63,165.837,"nightcore","fast"
"514",2022-12-08 10:46:00,"Nightcore Reloaded","Come With Me",4.4,2022-12-08 10:45:55,2022-12-08,0.686,0.998,9,-4.978,1,0.104,0.256,0.0319,0.286,0.657,163.218,"nightcore","fast"
"515",2022-12-08 10:48:00,"Oliver Tree","Miss You - Sped Up Version",132.455,2022-12-08 10:45:47,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"516",2022-12-08 10:51:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 10:48:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"517",2022-12-08 10:54:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 10:51:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"518",2022-12-08 10:57:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 10:54:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"519",2022-12-08 10:59:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 10:56:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"520",2022-12-08 11:02:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 10:59:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"521",2022-12-08 11:05:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:02:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"522",2022-12-08 11:28:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:25:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"523",2022-12-08 11:31:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:28:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"524",2022-12-08 11:34:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:31:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"525",2022-12-08 11:37:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:34:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"526",2022-12-08 11:39:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:36:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"527",2022-12-08 11:42:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:39:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"528",2022-12-08 11:45:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:42:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"529",2022-12-08 11:48:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:45:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"530",2022-12-08 11:51:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:48:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"531",2022-12-08 11:54:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:51:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"532",2022-12-08 11:57:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:54:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"533",2022-12-08 11:59:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:56:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"534",2022-12-08 12:02:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 11:59:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"535",2022-12-08 12:05:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:02:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"536",2022-12-08 12:08:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:05:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"537",2022-12-08 12:11:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:08:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"538",2022-12-08 12:14:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:11:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"539",2022-12-08 12:17:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:14:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"540",2022-12-08 12:20:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:17:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"541",2022-12-08 12:22:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:19:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"542",2022-12-08 12:25:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:22:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"543",2022-12-08 12:28:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:25:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"544",2022-12-08 12:31:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 12:28:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"545",2022-12-08 20:57:00,"Oliver Tree","Miss You - Sped Up Version",327.911,2022-12-08 20:51:32,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"546",2022-12-08 21:00:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 20:57:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"547",2022-12-08 21:03:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:00:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"548",2022-12-08 21:06:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:03:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"549",2022-12-08 21:09:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:06:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"550",2022-12-08 21:11:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:08:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"551",2022-12-08 21:14:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:11:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"552",2022-12-08 21:17:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:14:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"553",2022-12-08 21:20:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:17:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"554",2022-12-08 21:23:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:20:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"555",2022-12-08 21:26:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:23:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"556",2022-12-08 21:29:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:26:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"557",2022-12-08 21:31:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:28:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"558",2022-12-08 21:34:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:31:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"559",2022-12-08 21:37:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:34:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"560",2022-12-08 21:40:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:37:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"561",2022-12-08 21:43:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:40:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"562",2022-12-08 21:46:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:43:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"563",2022-12-08 21:49:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:46:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"564",2022-12-08 21:52:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:49:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"565",2022-12-08 21:54:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:51:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"566",2022-12-08 21:57:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:54:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"567",2022-12-08 22:00:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 21:57:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"568",2022-12-08 22:03:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 22:00:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"569",2022-12-08 22:06:00,"Oliver Tree","Miss You - Sped Up Version",171.701,2022-12-08 22:03:08,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"571",2022-12-08 22:08:00,"Oliver Tree","Miss You - Sped Up Version",99.822,2022-12-08 22:06:20,2022-12-08,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,"alternative hip hop","medium"
"572",2022-12-09 00:09:00,"Clair","Edge Of Emotion",475.764,2022-12-09 00:01:04,2022-12-08,0.548,0.934,1,-8.169,1,0.0622,0.00333,0.826,0.199,0.305,169.989,"acid techno","fast"
"575",2022-12-09 01:04:00,"AIROD","Jugal Bone",157.607,2022-12-09 01:01:22,2022-12-09,0.627,0.989,10,-6.925,0,0.0577,2.71e-05,0.747,0.126,0.551,139.99,"french techno","fast"
"576",2022-12-09 01:04:00,"Harry Gregson-Williams","Making Water",7.05,2022-12-09 01:03:52,2022-12-09,0.495,0.335,10,-18.848,1,0.0494,0.826,0.873,0.104,0.0384,115.952,"british soundtrack","medium"
"577",2022-12-09 01:05:00,"Harry Gregson-Williams","Mars",62.926,2022-12-09 01:03:57,2022-12-09,0.0635,0.0733,0,-18.667,0,0.0429,0.837,0.971,0.109,0.0371,70.163,"british soundtrack","slow"
"578",2022-12-09 01:10:00,"Harry Gregson-Williams","Fly Like Iron Man",285.493,2022-12-09 01:05:14,2022-12-09,0.21,0.203,3,-17.668,1,0.0364,0.776,0.884,0.43,0.0292,128.918,"british soundtrack","slow"
"579",2022-12-09 01:12:00,"Harry Gregson-Williams","Sprouting Potatoes",99.253,2022-12-09 01:10:20,2022-12-09,0.138,0.0297,2,-28.713,1,0.0382,0.959,0.962,0.0941,0.0744,177.585,"british soundtrack","slow"
"580",2022-12-09 01:15:00,"Harry Gregson-Williams","Emergency Launch",189.933,2022-12-09 01:11:50,2022-12-09,0.237,0.295,1,-18.432,1,0.0385,0.417,0.752,0.0773,0.0337,95.955,"british soundtrack","slow"
"581",2022-12-09 01:20:00,"Harry Gregson-Williams","Build a Bomb",306.413,2022-12-09 01:14:53,2022-12-09,0.198,0.155,1,-23.179,1,0.0411,0.584,0.906,0.104,0.0337,159.951,"british soundtrack","slow"
"582",2022-12-09 01:22:00,"Harry Gregson-Williams","Work The Problem",117.973,2022-12-09 01:20:02,2022-12-09,0.407,0.145,1,-20.515,1,0.034,0.623,0.845,0.124,0.0647,131.794,"british soundtrack","slow"
"583",2022-12-09 01:24:00,"Harry Gregson-Williams","Hexadecimals",153.666,2022-12-09 01:21:26,2022-12-09,0.659,0.233,4,-20.831,0,0.041,0.958,0.941,0.153,0.327,120.034,"british soundtrack","slow"
"584",2022-12-09 01:30:00,"Harry Gregson-Williams","See You In A Few",311.613,2022-12-09 01:24:48,2022-12-09,0.0787,0.0873,10,-20.529,1,0.0313,0.844,0.912,0.107,0.0347,78.521,"british soundtrack","slow"
"585",2022-12-09 01:32:00,"Harry Gregson-Williams","Science the S*** Out of This",136.866,2022-12-09 01:29:43,2022-12-09,0.437,0.228,6,-23.422,0,0.0333,0.943,0.921,0.113,0.0631,180.027,"british soundtrack","slow"
"586",2022-12-09 01:34:00,"Harry Gregson-Williams","Reap & Sow",141.253,2022-12-09 01:31:38,2022-12-09,0.371,0.0635,0,-24.8,0,0.0385,0.6,0.87,0.11,0.0314,159.928,"british soundtrack","slow"
"587",2022-12-09 01:36:00,"Harry Gregson-Williams","Spotting Movement",109.84,2022-12-09 01:34:10,2022-12-09,0.22,0.0499,1,-28.957,1,0.0393,0.788,0.95,0.0801,0.0361,129.566,"british soundtrack","slow"
"588",2022-12-09 01:39:00,"Harry Gregson-Williams","Pathfinder",153.413,2022-12-09 01:36:26,2022-12-09,0.223,0.233,9,-20.546,1,0.04,0.54,0.884,0.118,0.0391,118.064,"british soundtrack","slow"
"589",2022-12-09 01:42:00,"Harry Gregson-Williams","Messages from Hermes",211.253,2022-12-09 01:38:28,2022-12-09,0.29,0.0542,5,-24.443,1,0.0344,0.931,0.951,0.168,0.0361,94.881,"british soundtrack","slow"
"590",2022-12-09 01:45:00,"Harry Gregson-Williams","Watney's Alive!",166.146,2022-12-09 01:42:13,2022-12-09,0.291,0.14,2,-23.815,0,0.0353,0.734,0.908,0.0973,0.0382,106.897,"british soundtrack","slow"
"591",2022-12-09 01:55:00,"Harry Gregson-Williams","Making Water",108.273,2022-12-09 01:53:11,2022-12-09,0.495,0.335,10,-18.848,1,0.0494,0.826,0.873,0.104,0.0384,115.952,"british soundtrack","medium"
"592",2022-12-09 16:12:00,"753","God Is Dead - O.B.I. 2001 Edit",1.75,2022-12-09 16:11:58,2022-12-09,0.48,0.988,9,-4.272,1,0.084,2.74e-05,0.863,0.175,0.28,150.007,"hard techno","fast"
"593",2022-12-09 16:18:00,"AnGy KoRe","Autovelox - Original Mix",336.29,2022-12-09 16:12:23,2022-12-09,0.612,0.977,1,-7.348,0,0.0461,0.00686,0.842,0.11,0.655,154.95,"dark techno","fast"
"596",2022-12-09 16:36:00,"VII Circle","Mayhem - Fractions Remix",375.118,2022-12-09 16:29:44,2022-12-09,0.455,0.994,11,-5.719,1,0.0752,1.09e-05,0.881,0.35,0.0767,144.996,"minimal dub","fast"
"598",2022-12-09 16:42:00,"SWART","Enigma - Wanton Remix",3.96,2022-12-09 16:41:56,2022-12-09,0.609,0.962,11,-7.169,1,0.0517,0.00207,0.895,0.237,0.449,150.01,"belgian techno","fast"
