"","endTime","artistName","trackName","duration","startTime","date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre","energy_level"
"89",2022-12-01 18:45:00,"Testament","For the Glory of...",16.554,2022-12-01 18:44:43,2022-12-01,0.45,0.892,8,-5.099,1,0.0466,2.8e-06,0.883,0.0878,0.49,120.048,"alternative metal","fast"
"90",2022-12-01 18:46:00,"JACKBOYS","GATTI",17.994,2022-12-01 18:45:42,2022-12-01,0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477,"rap","fast"
"91",2022-12-01 18:46:00,"Pop Smoke","PTSD",23.722,2022-12-01 18:45:36,2022-12-01,0.599,0.622,10,-4.313,0,0.264,0.124,0.00278,0.158,0.199,91.615,"brooklyn drill","medium"
"97",2022-12-01 19:13:00,"Pink Floyd","Song 1 - Capitol Studio Session, 22 August 1968, 2016 Mix",198.933,2022-12-01 19:09:41,2022-12-01,0.397,0.384,2,-13.725,1,0.0284,0.179,0.619,0.151,0.331,80.28,"album rock","medium"
"99",2022-12-01 19:16:00,"Pink Floyd","The Great Gig In The Sky - Live at Knebworth 1990",168.53,2022-12-01 19:13:11,2022-12-01,0.313,0.317,5,-12.537,1,0.0281,0.408,0.00135,0.9,0.171,60.896,"album rock","slow"
"100",2022-12-01 19:16:00,"Pink Floyd","One Of These Days - BBC Radio Session, 30 September 1971",3.295,2022-12-01 19:15:56,2022-12-01,0.29,0.626,9,-7.322,1,0.0554,0.0191,0.587,0.154,0.0951,133.736,"album rock","medium"
"102",2022-12-01 19:45:00,"Pink Floyd","Sorrow - Live at Knebworth 1990",3.328,2022-12-01 19:44:56,2022-12-01,0.206,0.674,9,-11.281,1,0.0536,0.134,0.43,0.96,0.126,94.84,"album rock","fast"
"105",2022-12-01 19:46:00,"R.E.M.","Losing My Religion",31.882,2022-12-01 19:45:28,2022-12-01,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,"alternative rock","fast"
"106",2022-12-01 19:50:00,"R.E.M.","Radio Free Europe - Live From Rock City, Nottingham / 1984",20.193,2022-12-01 19:49:39,2022-12-01,0.172,0.848,4,-11.007,1,0.0454,0.244,0.28,0.949,0.713,166.995,"alternative rock","fast"
"107",2022-12-01 19:50:00,"R.E.M.","Losing My Religion",234.357,2022-12-01 19:46:05,2022-12-01,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,"alternative rock","fast"
"108",2022-12-01 19:56:00,"R.E.M.","Everybody Hurts",320.266,2022-12-01 19:50:39,2022-12-01,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,"alternative rock","slow"
"109",2022-12-01 20:00:00,"R.E.M.","Shiny Happy People",225.786,2022-12-01 19:56:14,2022-12-01,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,"alternative rock","fast"
"110",2022-12-01 20:04:00,"R.E.M.","It's The End Of The World As We Know It (And I Feel Fine)",246.933,2022-12-01 19:59:53,2022-12-01,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,"alternative rock","fast"
"111",2022-12-01 20:09:00,"R.E.M.","Man On The Moon",314.173,2022-12-01 20:03:45,2022-12-01,0.667,0.699,7,-7.574,1,0.026,0.42,0.000442,0.201,0.655,118.567,"alternative rock","fast"
"112",2022-12-01 20:12:00,"R.E.M.","The One I Love - Remastered 2012",197.8,2022-12-01 20:08:42,2022-12-01,0.488,0.84,2,-4.626,1,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,"alternative rock","fast"
"113",2022-12-01 20:17:00,"R.E.M.","Drive",271.333,2022-12-01 20:12:28,2022-12-01,0.467,0.432,7,-11.753,1,0.0283,0.175,0.001,0.226,0.238,142.642,"alternative rock","medium"
"114",2022-12-01 20:21:00,"R.E.M.","Nightswimming",258.066,2022-12-01 20:16:41,2022-12-01,0.566,0.385,7,-11.272,1,0.0304,0.796,7.63e-06,0.103,0.571,114.227,"alternative rock","medium"
"115",2022-12-01 21:56:00,"R.E.M.","Orange Crush - Remastered 2013",231.64,2022-12-01 21:52:08,2022-12-01,0.568,0.701,9,-10.453,1,0.04,0.000613,0.00258,0.17,0.638,120.678,"alternative rock","fast"
"116",2022-12-01 22:00:00,"R.E.M.","Imitation Of Life",237.12,2022-12-01 21:56:02,2022-12-01,0.461,0.755,7,-3.71,1,0.0318,0.0178,1.13e-06,0.18,0.439,124.256,"alternative rock","fast"
"117",2022-12-01 22:05:00,"R.E.M.","How The West Was Won And Where It Got Us - Remastered",270.96,2022-12-01 22:00:29,2022-12-01,0.413,0.443,2,-10.92,1,0.031,0.0218,0.35,0.143,0.458,166.942,"alternative rock","medium"
"118",2022-12-01 22:10:00,"R.E.M.","The Wake-Up Bomb - Remastered",308.026,2022-12-01 22:04:51,2022-12-01,0.363,0.891,7,-5.011,1,0.101,0.0026,1.72e-05,0.407,0.515,124.809,"alternative rock","fast"
"119",2022-12-01 22:15:00,"R.E.M.","New Test Leper - Remastered",325.64,2022-12-01 22:09:34,2022-12-01,0.376,0.718,2,-6.25,1,0.0289,0.0102,0.0473,0.35,0.416,98.477,"alternative rock","fast"
"120",2022-12-01 22:20:00,"R.E.M.","Undertow - Remastered",309.52,2022-12-01 22:14:50,2022-12-01,0.169,0.727,9,-5.555,1,0.044,0.00169,0.872,0.11,0.357,175.961,"alternative rock","fast"
"121",2022-12-01 22:26:00,"R.E.M.","E-Bow The Letter - Remastered",324.44,2022-12-01 22:20:35,2022-12-01,0.379,0.629,2,-7.749,1,0.0314,0.235,0.00147,0.0761,0.369,155.202,"alternative rock","medium"
"122",2022-12-01 22:33:00,"R.E.M.","Leave - Remastered",437.373,2022-12-01 22:25:42,2022-12-01,0.399,0.854,10,-5.05,0,0.0424,0.132,0.00062,0.118,0.204,94.08,"alternative rock","fast"
"123",2022-12-01 22:36:00,"R.E.M.","Departure - Remastered",209.133,2022-12-01 22:32:30,2022-12-01,0.268,0.848,2,-3.726,1,0.0551,0.0279,0.0095,0.136,0.465,131.06,"alternative rock","fast"
"124",2022-12-02 08:35:00,"Wallows","Remember When",155.146,2022-12-02 08:32:24,2022-12-02,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,"indie pop","fast"
"125",2022-12-02 08:35:00,"Curly Heads","Ruby Dress Skinny Dog",0.94,2022-12-02 08:34:59,2022-12-02,0.643,0.488,11,-10.147,0,0.0247,0.00485,0.00342,0.055,0.505,105.998,"polish alternative rock","medium"
"126",2022-12-02 08:35:00,"Taco Hemingway","Następna stacja",1.32,2022-12-02 08:34:58,2022-12-02,0.665,0.617,11,-7.068,0,0.233,0.422,0,0.0701,0.868,90.992,"polish hip hop","medium"
"127",2022-12-02 08:35:00,"John Frusciante","Murderers",0.84,2022-12-02 08:34:59,2022-12-02,0.827,0.753,6,-6.69,0,0.0429,0.473,0.911,0.131,0.747,109.01,"acoustic rock","fast"
"128",2022-12-02 08:35:00,"Bitamina","Pornosy",5.513,2022-12-02 08:34:54,2022-12-02,0.839,0.526,10,-8.352,0,0.259,0.0682,7.23e-05,0.394,0.859,112.009,"polish alternative","medium"
"129",2022-12-02 08:35:00,"Dawid Podsiadło","Trójkąty i Kwadraty",0.79,2022-12-02 08:34:59,2022-12-02,0.712,0.716,4,-9.767,0,0.0328,0.0153,0.0533,0.126,0.768,124.961,"polish pop","fast"
"130",2022-12-02 08:40:00,"Arctic Monkeys","Do I Wanna Know?",272.394,2022-12-02 08:35:27,2022-12-02,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,"garage rock","medium"
"131",2022-12-02 08:40:00,"Lana Del Rey","Radio",0.9,2022-12-02 08:39:59,2022-12-02,0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,"art pop","fast"
"132",2022-12-02 08:40:00,"Stanisław Soyka","Tolerancja / Na Miły Bóg",4.485,2022-12-02 08:39:55,2022-12-02,0.728,0.487,2,-9.321,1,0.0308,0.621,0.000283,0.105,0.636,100.161,"classic polish pop","medium"
