"","endTime","artistName","trackName","duration","startTime","date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre","energy_level"
"19",2022-12-01 12:08:00,"Red Hot Chili Peppers","Peace and Love",66.834,2022-12-01 12:06:53,2022-12-01,0.68,0.679,10,-6.076,1,0.0423,0.00495,0.00861,0.0953,0.867,83.821,"alternative rock","fast"
"20",2022-12-01 12:11:00,"Red Hot Chili Peppers","Soul to Squeeze",56.585,2022-12-01 12:10:03,2022-12-01,0.663,0.546,5,-5.234,1,0.0269,0.0322,0.000572,0.107,0.656,88.171,"alternative rock","medium"
"21",2022-12-01 12:14:00,"Red Hot Chili Peppers","Road Trippin'",204.96,2022-12-01 12:10:35,2022-12-01,0.378,0.474,4,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,"alternative rock","medium"
"22",2022-12-01 12:18:00,"Red Hot Chili Peppers","Around the World",238.733,2022-12-01 12:14:01,2022-12-01,0.504,0.96,0,-1.464,1,0.183,0.00417,0.569,0.0613,0.774,96.682,"alternative rock","fast"
"23",2022-12-01 12:20:00,"Red Hot Chili Peppers","The Drummer",98.478,2022-12-01 12:18:21,2022-12-01,0.536,0.894,9,-5.687,1,0.0479,0.00596,0.0168,0.118,0.784,174.899,"alternative rock","fast"
"24",2022-12-01 12:24:00,"Red Hot Chili Peppers","Sick Love",221.44,2022-12-01 12:20:18,2022-12-01,0.591,0.794,4,-5.935,0,0.069,0.183,0,0.292,0.875,147.974,"alternative rock","fast"
"25",2022-12-01 12:28:00,"Red Hot Chili Peppers","Tell Me Baby",247.666,2022-12-01 12:23:52,2022-12-01,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951,"alternative rock","fast"
"26",2022-12-01 12:31:00,"Red Hot Chili Peppers","Higher Ground - Remastered 2003",202.053,2022-12-01 12:27:37,2022-12-01,0.476,0.979,4,-3.506,0,0.132,0.0014,0.00729,0.0944,0.416,140.404,"alternative rock","fast"
"27",2022-12-01 12:46:00,"Red Hot Chili Peppers","Eddie",272.166,2022-12-01 12:41:27,2022-12-01,0.515,0.809,9,-5.817,0,0.0512,0.00455,0.0723,0.0905,0.525,142.011,"alternative rock","fast"
"28",2022-12-01 13:34:00,"Red Hot Chili Peppers","The Shape I'm Takin'",5.826,2022-12-01 13:33:54,2022-12-01,0.472,0.783,7,-7.508,0,0.0523,0.0111,0.000808,0.134,0.784,141.07,"alternative rock","fast"
"29",2022-12-01 13:34:00,"Red Hot Chili Peppers","Eddie",3.606,2022-12-01 13:33:56,2022-12-01,0.515,0.809,9,-5.817,0,0.0512,0.00455,0.0723,0.0905,0.525,142.011,"alternative rock","fast"
"30",2022-12-01 13:37:00,"Red Hot Chili Peppers","Dosed",0.175,2022-12-01 13:36:59,2022-12-01,0.571,0.8,7,-4.131,1,0.0292,0.0101,7.29e-05,0.111,0.335,104.377,"alternative rock","fast"
"31",2022-12-01 13:37:00,"Red Hot Chili Peppers","Tippa My Tongue",0.543,2022-12-01 13:36:59,2022-12-01,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,"alternative rock","fast"
"32",2022-12-01 13:37:00,"Red Hot Chili Peppers","Parallel Universe",0,2022-12-01 13:37:00,2022-12-01,0.343,0.983,0,-2.359,0,0.212,0.00107,0.296,0.0708,0.186,124.536,"alternative rock","fast"
"33",2022-12-01 13:37:00,"Red Hot Chili Peppers","Here Ever After",0.083,2022-12-01 13:36:59,2022-12-01,0.738,0.974,7,-4.185,0,0.0961,0.0117,0.819,0.131,0.554,120.037,"alternative rock","fast"
"34",2022-12-01 13:37:00,"Red Hot Chili Peppers","Bella",0,2022-12-01 13:37:00,2022-12-01,0.492,0.815,7,-5.499,0,0.0487,0.00643,2e-05,0.0875,0.812,171.379,"alternative rock","fast"
"35",2022-12-01 13:37:00,"Red Hot Chili Peppers","The Adventures of Rain Dance Maggie",195.62,2022-12-01 13:33:44,2022-12-01,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,"alternative rock","fast"
"36",2022-12-01 13:37:00,"Red Hot Chili Peppers","Wet Sand",2.584,2022-12-01 13:36:57,2022-12-01,0.313,0.753,4,-3.921,0,0.0285,0.0313,2.25e-06,0.142,0.514,176.748,"alternative rock","fast"
"37",2022-12-01 13:42:00,"Red Hot Chili Peppers","Parallel Universe",269.36,2022-12-01 13:37:30,2022-12-01,0.343,0.983,0,-2.359,0,0.212,0.00107,0.296,0.0708,0.186,124.536,"alternative rock","fast"
"38",2022-12-01 13:44:00,"Red Hot Chili Peppers","White Braids & Pillow Chair",0,2022-12-01 13:44:00,2022-12-01,0.579,0.61,1,-7.39,0,0.0315,0.0486,0.107,0.134,0.9,107.657,"alternative rock","medium"
"39",2022-12-01 13:44:00,"Red Hot Chili Peppers","Tippa My Tongue",114.956,2022-12-01 13:42:05,2022-12-01,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,"alternative rock","fast"
"40",2022-12-01 13:44:00,"Red Hot Chili Peppers","Aeroplane",0,2022-12-01 13:44:00,2022-12-01,0.639,0.839,5,-4.703,1,0.0634,0.0446,3.74e-06,0.468,0.603,101.447,"alternative rock","fast"
"41",2022-12-01 13:44:00,"Red Hot Chili Peppers","Fortune Faded",0.117,2022-12-01 13:43:59,2022-12-01,0.524,0.946,11,-3.081,0,0.0395,0.00163,0,0.242,0.613,119.156,"alternative rock","fast"
"42",2022-12-01 13:44:00,"Red Hot Chili Peppers","Fake as Fu@k",0,2022-12-01 13:44:00,2022-12-01,0.599,0.777,8,-6.037,0,0.0922,0.0355,0.00301,0.0936,0.401,132.252,"alternative rock","fast"
"43",2022-12-01 13:44:00,"Red Hot Chili Peppers","Goodbye Angels",0,2022-12-01 13:44:00,2022-12-01,0.365,0.804,9,-5.922,0,0.105,0.104,6.58e-05,0.15,0.577,171.597,"alternative rock","fast"
"44",2022-12-01 13:44:00,"Red Hot Chili Peppers","She's a Lover",1.111,2022-12-01 13:43:58,2022-12-01,0.726,0.606,5,-4.727,0,0.0348,0.00239,0.0065,0.111,0.419,104.724,"alternative rock","medium"
"45",2022-12-01 13:44:00,"Red Hot Chili Peppers","My Friends",0.83,2022-12-01 13:43:59,2022-12-01,0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,"alternative rock","fast"
"46",2022-12-01 13:44:00,"Red Hot Chili Peppers","Suck My Kiss",0.775,2022-12-01 13:43:59,2022-12-01,0.623,0.936,0,-9.955,1,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,"alternative rock","fast"
"47",2022-12-01 13:46:00,"Red Hot Chili Peppers","Aeroplane",134.385,2022-12-01 13:43:45,2022-12-01,0.639,0.839,5,-4.703,1,0.0634,0.0446,3.74e-06,0.468,0.603,101.447,"alternative rock","fast"
"48",2022-12-01 13:46:00,"Red Hot Chili Peppers","Suck My Kiss",1.134,2022-12-01 13:45:58,2022-12-01,0.623,0.936,0,-9.955,1,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,"alternative rock","fast"
"49",2022-12-01 13:47:00,"Red Hot Chili Peppers","Aquatic Mouth Dance",1.478,2022-12-01 13:46:58,2022-12-01,0.671,0.884,5,-4.987,0,0.07,0.00413,0.0186,0.147,0.811,99.631,"alternative rock","fast"
"50",2022-12-01 13:51:00,"Red Hot Chili Peppers","Especially in Michigan",240.333,2022-12-01 13:46:59,2022-12-01,0.468,0.826,6,-3.701,0,0.0295,0.000858,5.01e-06,0.104,0.359,102.817,"alternative rock","fast"
"51",2022-12-01 14:00:00,"Red Hot Chili Peppers","Go Robot",263.8,2022-12-01 13:55:36,2022-12-01,0.852,0.651,8,-6.254,1,0.0411,0.0432,0.0192,0.158,0.96,131.01,"alternative rock","medium"
"53",2022-12-01 14:09:00,"Red Hot Chili Peppers","Breaking the Girl",295.373,2022-12-01 14:04:04,2022-12-01,0.348,0.686,8,-12.748,0,0.0319,0.0233,0.00256,0.145,0.635,178.466,"alternative rock","fast"
"54",2022-12-01 14:15:00,"Red Hot Chili Peppers","It's Only Natural",333.547,2022-12-01 14:09:26,2022-12-01,0.556,0.64,5,-6.965,0,0.0412,0.075,0.027,0.321,0.708,185.607,"alternative rock","medium"
"55",2022-12-01 14:18:00,"Red Hot Chili Peppers","The Longest Wave",211.52,2022-12-01 14:14:28,2022-12-01,0.476,0.511,8,-6.25,1,0.0324,0.319,0.000129,0.119,0.339,148.158,"alternative rock","medium"
"56",2022-12-01 14:31:00,"Red Hot Chili Peppers","Universally Speaking",147.223,2022-12-01 14:28:32,2022-12-01,0.558,0.924,2,-2.312,1,0.0367,0.0887,0.00326,0.263,0.344,117.111,"alternative rock","fast"
"57",2022-12-01 15:20:00,"Red Hot Chili Peppers","Universally Speaking",46.446,2022-12-01 15:19:13,2022-12-01,0.558,0.924,2,-2.312,1,0.0367,0.0887,0.00326,0.263,0.344,117.111,"alternative rock","fast"
"58",2022-12-01 15:21:00,"Red Hot Chili Peppers","I Could Have Lied",17.402,2022-12-01 15:20:42,2022-12-01,0.56,0.209,7,-13.591,1,0.039,0.0132,0.551,0.342,0.407,140.744,"alternative rock","slow"
"59",2022-12-01 15:24:00,"Red Hot Chili Peppers","These Are the Ways",186.344,2022-12-01 15:20:53,2022-12-01,0.42,0.905,9,-5.419,1,0.0804,0.00016,0.0212,0.253,0.306,127.62,"alternative rock","fast"
"60",2022-12-01 15:28:00,"Red Hot Chili Peppers","The Getaway",250.386,2022-12-01 15:23:49,2022-12-01,0.797,0.642,0,-8.082,1,0.0725,0.0799,1.19e-05,0.371,0.667,113.999,"alternative rock","medium"
"61",2022-12-01 15:28:00,"Red Hot Chili Peppers","Charlie",1.73,2022-12-01 15:27:58,2022-12-01,0.6,0.912,7,-3.449,0,0.0724,0.0198,6.52e-05,0.0883,0.506,110.339,"alternative rock","fast"
"62",2022-12-01 15:31:00,"Red Hot Chili Peppers","Look Around",208,2022-12-01 15:27:32,2022-12-01,0.56,0.953,7,-2.372,0,0.0851,0.005,1.6e-05,0.226,0.519,111.911,"alternative rock","fast"
"63",2022-12-01 15:45:00,"Red Hot Chili Peppers","Desecration Smile",193.582,2022-12-01 15:41:46,2022-12-01,0.575,0.788,2,-3.66,1,0.0228,0.178,4.72e-05,0.11,0.436,91.853,"alternative rock","fast"
"64",2022-12-01 17:32:00,"Red Hot Chili Peppers","Desecration Smile",2.99,2022-12-01 17:31:57,2022-12-01,0.575,0.788,2,-3.66,1,0.0228,0.178,4.72e-05,0.11,0.436,91.853,"alternative rock","fast"
"65",2022-12-01 17:36:00,"Red Hot Chili Peppers","Especially in Michigan",240.333,2022-12-01 17:31:59,2022-12-01,0.468,0.826,6,-3.701,0,0.0295,0.000858,5.01e-06,0.104,0.359,102.817,"alternative rock","fast"
"66",2022-12-01 17:51:00,"Red Hot Chili Peppers","Scar Tissue",104.34,2022-12-01 17:49:15,2022-12-01,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,"alternative rock","fast"
"67",2022-12-01 20:58:00,"Szczyl","Banda",87.76,2022-12-01 20:56:32,2022-12-01,0.765,0.519,10,-10.809,0,0.484,0.355,0,0.0696,0.836,174.035,"polish alternative","medium"
"68",2022-12-01 21:03:00,"Kid Cudi","The Adventures of Moon Man & Slim Shady (with Eminem)",264.833,2022-12-01 20:58:35,2022-12-01,0.88,0.787,8,-5.189,1,0.118,0.226,0,0.12,0.588,113.018,"hip hop","fast"
"69",2022-12-01 21:06:00,"Dawid Podsiadło","To co masz Ty!",215.453,2022-12-01 21:02:24,2022-12-01,0.663,0.811,0,-6.614,1,0.0301,0.0103,5.35e-06,0.21,0.937,119.03,"polish pop","fast"
"70",2022-12-01 21:06:00,"Eminem","From The D 2 The LBC (with Snoop Dogg)",4.372,2022-12-01 21:05:55,2022-12-01,0.73,0.785,9,-7.986,0,0.243,0.105,0,0.0445,0.596,82.037,"detroit hip hop","fast"
"71",2022-12-01 21:07:00,"Eminem","The Monster",1.95,2022-12-01 21:06:58,2022-12-01,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,"detroit hip hop","fast"
"72",2022-12-01 21:07:00,"Eminem","The Ringer",1.3,2022-12-01 21:06:58,2022-12-01,0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,"detroit hip hop","medium"
"74",2022-12-01 21:08:00,"Dr. Dre","Forgot About Dre",96,2022-12-01 21:06:24,2022-12-01,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,"g funk","fast"
"75",2022-12-01 21:13:00,"Eminem","The Real Slim Shady",284.2,2022-12-01 21:08:15,2022-12-01,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,"detroit hip hop","medium"
"76",2022-12-01 21:17:00,"Eminem","Not Afraid",248.133,2022-12-01 21:12:51,2022-12-01,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,"detroit hip hop","fast"
"77",2022-12-01 21:18:00,"Kaz Bałagane","Bracia Golec",5.91,2022-12-01 21:17:54,2022-12-01,0.8,0.795,0,-8.136,1,0.299,0.167,0,0.0685,0.645,137.969,"polish alternative rap","fast"
"78",2022-12-01 21:18:00,"Pezet","Seniorita (Gorąca Krew)",8.46,2022-12-01 21:17:51,2022-12-01,0.871,0.728,9,-5.568,1,0.231,0.38,0.00682,0.234,0.891,100.469,"polish hip hop","fast"
"79",2022-12-01 21:18:00,"Eminem","Crack A Bottle",51.736,2022-12-01 21:17:08,2022-12-01,0.516,0.874,9,-2.571,1,0.186,0.0864,0,0.173,0.391,169.561,"detroit hip hop","fast"
"80",2022-12-01 21:22:00,"Pezet","Gangi w LA",0.52,2022-12-01 21:21:59,2022-12-01,0.741,0.637,9,-7.741,0,0.231,0.0697,0,0.0624,0.265,88.007,"polish hip hop","medium"
"81",2022-12-01 21:22:00,"TACONAFIDE","Ekodiesel",210.34,2022-12-01 21:18:29,2022-12-01,0.812,0.639,2,-6.129,1,0.176,0.159,0.000277,0.114,0.663,142.044,"polish hip hop","medium"
"82",2022-12-01 21:22:00,"schafter","pager",0.9,2022-12-01 21:21:59,2022-12-01,0.73,0.705,0,-7.154,1,0.287,0.2,0,0.331,0.632,84.959,"polish hip hop","fast"
"83",2022-12-01 21:24:00,"Young Multi","Plecak",145.08,2022-12-01 21:21:34,2022-12-01,0.763,0.632,3,-6.098,0,0.152,0.0314,0.0111,0.139,0.399,142.031,"polish hip hop","medium"
"84",2022-12-01 21:24:00,"Otsochodzi","Yessirski",1.07,2022-12-01 21:23:58,2022-12-01,0.9,0.623,6,-7.64,0,0.0987,0.208,0,0.0804,0.696,120.02,"polish hip hop","medium"
"85",2022-12-01 21:27:00,"Trill Pem","41922",181.363,2022-12-01 21:23:58,2022-12-01,0.654,0.687,8,-4.763,1,0.298,0.199,0,0.115,0.717,175.87,"polish hip hop","fast"
"86",2022-12-01 21:28:00,"Mlodyskiny","Dvd",0.99,2022-12-01 21:27:59,2022-12-01,0.821,0.49,6,-11.47,0,0.202,0.145,0,0.0964,0.665,85.013,"polish trap","medium"
"87",2022-12-01 21:28:00,"Miły ATZ","Money Move",0.53,2022-12-01 21:27:59,2022-12-01,0.86,0.596,8,-4.802,1,0.279,0.191,0,0.162,0.72,93.896,"polish alternative rap","medium"
"88",2022-12-01 21:28:00,"Avi","Módl się za nami",0,2022-12-01 21:28:00,2022-12-01,0.642,0.701,11,-8.149,0,0.801,0.753,1.42e-06,0.0946,0.22,85.185,"polish hip hop","fast"
"89",2022-12-01 21:28:00,"TUZZA Globale","CHIELLINI",0.98,2022-12-01 21:27:59,2022-12-01,0.835,0.504,5,-9.668,0,0.172,0.43,0.0455,0.151,0.486,132.034,"polish alternative rap","medium"
"90",2022-12-01 21:28:00,"Young Multi","POLAND REMIX",0,2022-12-01 21:28:00,2022-12-01,0.551,0.73,0,-5.112,0,0.0329,0.00332,4.92e-06,0.317,0.238,149.922,"polish hip hop","fast"
"91",2022-12-01 21:28:00,"Bedoes 2115","Delfin",7.94,2022-12-01 21:27:52,2022-12-01,0.787,0.792,1,-7.187,1,0.327,0.309,0,0.138,0.507,160.03,"polish hip hop","fast"
"92",2022-12-01 21:28:00,"Bedoes 2115","Delfin",0.62,2022-12-01 21:27:59,2022-12-01,0.787,0.792,1,-7.187,1,0.327,0.309,0,0.138,0.507,160.03,"polish hip hop","fast"
"93",2022-12-01 21:28:00,"Kizo","Disney",19.176,2022-12-01 21:27:40,2022-12-01,0.802,0.725,11,-6.162,0,0.287,0.257,0,0.116,0.723,123.005,"polish hip hop","fast"
"94",2022-12-01 21:28:00,"TUZZA Globale","Curumim",1.1,2022-12-01 21:27:58,2022-12-01,0.679,0.628,3,-6.91,0,0.0883,0.488,0,0.1,0.254,120.046,"polish alternative rap","medium"
"95",2022-12-01 21:28:00,"schafter","tom & jerry",0.59,2022-12-01 21:27:59,2022-12-01,0.676,0.484,2,-10.227,1,0.158,0.323,0,0.386,0.391,80.045,"polish hip hop","medium"
"96",2022-12-01 21:28:00,"Avi","Manifest",1.24,2022-12-01 21:27:58,2022-12-01,0.745,0.809,11,-7.679,0,0.311,0.135,0,0.147,0.538,90.163,"polish hip hop","fast"
"97",2022-12-01 21:28:00,"Pezet","Business Class",0,2022-12-01 21:28:00,2022-12-01,0.658,0.71,0,-7.241,1,0.183,0.296,0,0.689,0.562,143.047,"polish hip hop","fast"
"98",2022-12-01 21:28:00,"Avi","Evviva l`arte",0,2022-12-01 21:28:00,2022-12-01,0.53,0.731,2,-7.639,1,0.441,0.07,0,0.28,0.382,92.441,"polish hip hop","fast"
"99",2022-12-01 21:28:00,"Avi","Jak mam żyć?",0,2022-12-01 21:28:00,2022-12-01,0.771,0.505,6,-10.224,1,0.475,0.598,0,0.098,0.688,177.959,"polish hip hop","medium"
"100",2022-12-01 21:31:00,"Bedoes 2115","Chłopaki nie płaczą",211.8,2022-12-01 21:27:28,2022-12-01,0.68,0.519,9,-11.125,0,0.113,0.285,1.42e-06,0.0973,0.238,95.004,"polish hip hop","medium"
"101",2022-12-01 21:34:00,"Avi","Módl się za nami",150.516,2022-12-01 21:31:29,2022-12-01,0.642,0.701,11,-8.149,0,0.801,0.753,1.42e-06,0.0946,0.22,85.185,"polish hip hop","fast"
"102",2022-12-01 21:36:00,"Mlodyskiny","Towar",115.862,2022-12-01 21:34:04,2022-12-01,0.697,0.804,1,-7.382,1,0.138,0.353,0.694,0.312,0.0515,158.006,"polish trap","fast"
"103",2022-12-01 23:14:00,"Mlodyskiny","Zioło i Perfumy",0.538,2022-12-01 23:13:59,2022-12-01,0.644,0.636,7,-6.912,1,0.0761,0.117,0.0141,0.518,0.239,147.073,"polish trap","medium"
"104",2022-12-01 23:16:00,"Mlodyskiny","Towar",115.862,2022-12-01 23:14:04,2022-12-01,0.697,0.804,1,-7.382,1,0.138,0.353,0.694,0.312,0.0515,158.006,"polish trap","fast"
"105",2022-12-01 23:18:00,"Blur","Song 2 - 2012 Remaster",121.16,2022-12-01 23:15:58,2022-12-01,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,"alternative rock","fast"
"106",2022-12-01 23:20:00,"Arctic Monkeys","Fluorescent Adolescent",5.026,2022-12-01 23:19:54,2022-12-01,0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,"garage rock","fast"
"107",2022-12-01 23:20:00,"Lenny Kravitz","Fly Away",127.956,2022-12-01 23:17:52,2022-12-01,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,"permanent wave","fast"
"108",2022-12-01 23:22:00,"Mlodyskiny","Towar",115.862,2022-12-01 23:20:04,2022-12-01,0.697,0.804,1,-7.382,1,0.138,0.353,0.694,0.312,0.0515,158.006,"polish trap","fast"
"109",2022-12-01 23:23:00,"The Pilgrim","Mexico '84",67.931,2022-12-01 23:21:52,2022-12-01,0.383,0.699,6,-8.161,1,0.0289,0.00523,0.482,0.0945,0.406,124.443,"modern psychedelic folk","fast"
"110",2022-12-01 23:26:00,"Nirvana","About A Girl",166.64,2022-12-01 23:23:13,2022-12-01,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,"grunge","fast"
"111",2022-12-01 23:30:00,"Red Hot Chili Peppers","Sick Love",221.44,2022-12-01 23:26:18,2022-12-01,0.591,0.794,4,-5.935,0,0.069,0.183,0,0.292,0.875,147.974,"alternative rock","fast"
"112",2022-12-01 23:40:00,"The Hives","Hate To Say I Told You So",9.984,2022-12-01 23:39:50,2022-12-01,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,"alternative rock","fast"
"114",2022-12-02 10:25:00,"TACONAFIDE","TLC",198.506,2022-12-02 10:21:41,2022-12-02,0.729,0.542,1,-8.132,1,0.123,0.229,1.03e-06,0.324,0.34,78.529,"polish hip hop","medium"
"115",2022-12-02 10:27:00,"Rasmentalism","Tryb Samolot",134.97,2022-12-02 10:24:45,2022-12-02,0.508,0.508,0,-8.477,0,0.275,0.36,0,0.118,0.372,129.947,"polish alternative","medium"
"117",2022-12-02 10:34:00,"Vito Bambino","Chyba Wiem",206.511,2022-12-02 10:30:33,2022-12-02,0.63,0.542,6,-7.137,0,0.0569,0.205,1.37e-05,0.176,0.829,64.347,"polish alternative","medium"
"118",2022-12-02 10:37:00,"PRO8L3M","Ritz Carlton - Remix",171.72,2022-12-02 10:34:08,2022-12-02,0.576,0.787,11,-5.186,1,0.391,0.434,0,0.102,0.405,125.135,"polish alternative rap","fast"
"119",2022-12-02 10:40:00,"Dawid Podsiadło","To co masz Ty!",215.453,2022-12-02 10:36:24,2022-12-02,0.663,0.811,0,-6.614,1,0.0301,0.0103,5.35e-06,0.21,0.937,119.03,"polish pop","fast"
"120",2022-12-02 10:44:00,"sanah","ostatnia nadzieja",225.767,2022-12-02 10:40:14,2022-12-02,0.688,0.721,4,-7.931,0,0.0326,0.126,0.000247,0.583,0.493,104.973,"polish pop","fast"
"121",2022-12-02 10:47:00,"Dawid Podsiadło","O czym śnisz?",205.6,2022-12-02 10:43:34,2022-12-02,0.551,0.837,1,-8.54,1,0.0406,0.0171,0.105,0.113,0.765,165.028,"polish pop","fast"
"122",2022-12-02 10:48:00,"Pezet","Ukryty w Mieście Krzyk",0.023,2022-12-02 10:47:59,2022-12-02,0.695,0.665,1,-8.3,1,0.35,0.401,0.000557,0.11,0.6,176.136,"polish hip hop","medium"
"123",2022-12-02 10:48:00,"TACONAFIDE","Outro",0.604,2022-12-02 10:47:59,2022-12-02,0.768,0.62,11,-7.341,0,0.222,0.365,3.2e-06,0.0777,0.34,88.055,"polish hip hop","medium"
"124",2022-12-02 10:48:00,"TACONAFIDE","Soma",5.81,2022-12-02 10:47:54,2022-12-02,0.702,0.657,3,-10.038,0,0.257,0.533,0,0.114,0.468,123.97,"polish hip hop","medium"
"125",2022-12-02 10:48:00,"Taco Hemingway","Krwawa jesień",0.83,2022-12-02 10:47:59,2022-12-02,0.77,0.619,1,-8.884,1,0.146,0.712,0,0.203,0.656,90.981,"polish hip hop","medium"
"126",2022-12-02 10:51:00,"Taco Hemingway","Modigliani",0.781,2022-12-02 10:50:59,2022-12-02,0.726,0.534,5,-8.568,0,0.114,0.466,0,0.476,0.21,142.975,"polish hip hop","medium"
"127",2022-12-02 10:51:00,"Pezet","Ukryty w Mieście Krzyk",201.612,2022-12-02 10:47:38,2022-12-02,0.695,0.665,1,-8.3,1,0.35,0.401,0.000557,0.11,0.6,176.136,"polish hip hop","medium"
