"","artistName","category","trackName","energy","startTime","energy_level","genre","duration"
"23","Arctic Monkeys","free time","Knee Socks",0.542,2022-12-29 13:34:42,"medium","garage rock",3
"24","Arctic Monkeys","free time","Perhaps Vampires Is A Bit Strong But…",0.914,2022-12-29 13:05:31,"fast","garage rock",20
"25","Arctic Monkeys","free time","R U Mine?",0.758,2022-12-19 10:13:38,"fast","garage rock",104
"26","Arctic Monkeys","free time","There’d Better Be A Mirrorball",0.365,2022-12-29 14:09:34,"medium","garage rock",4
"27","Arctic Monkeys","free time","When The Sun Goes Down",0.875,2022-12-29 19:04:37,"fast","garage rock",1
"28","Arctic Monkeys","other","Anyways",0.576,2022-12-29 13:28:18,"medium","garage rock",2
"29","Arctic Monkeys","other","Brianstorm - Live",0.934,2022-12-29 13:18:30,"fast","garage rock",50
"30","Arctic Monkeys","other","Cornerstone",0.721,2022-12-29 14:04:42,"fast","garage rock",31
"31","Arctic Monkeys","other","Do I Wanna Know?",0.532,2022-12-29 13:10:26,"medium","garage rock",11
"32","Arctic Monkeys","other","Perhaps Vampires Is A Bit Strong But…",0.914,2022-12-29 13:05:31,"fast","garage rock",10
"33","Arctic Monkeys","other","Pretty Visitors",0.896,2022-12-29 13:15:19,"fast","garage rock",59
"34","Arctic Monkeys","other","R U Mine?",0.758,2022-12-19 10:13:38,"fast","garage rock",59
"35","Arctic Monkeys","other","When The Sun Goes Down",0.875,2022-12-29 12:20:37,"fast","garage rock",11
"36","Arctic Monkeys","studies","505 - Live",0.724,2022-12-29 14:08:15,"fast","garage rock",15
"37","Arctic Monkeys","studies","Anyways",0.576,2022-12-29 13:28:18,"medium","garage rock",178
"38","Arctic Monkeys","studies","Brianstorm - Live",0.934,2022-12-29 13:18:30,"fast","garage rock",179
"39","Arctic Monkeys","studies","Cornerstone",0.721,2022-12-29 14:04:42,"fast","garage rock",199
"40","Arctic Monkeys","studies","Do I Wanna Know?",0.532,2022-12-29 13:10:26,"medium","garage rock",308
"41","Arctic Monkeys","studies","Do I Wanna Know? - Live",0.77,2022-12-29 13:31:46,"fast","garage rock",133
"42","Arctic Monkeys","studies","Fluorescent Adolescent",0.813,2022-12-29 20:06:56,"fast","garage rock",164
"43","Arctic Monkeys","studies","I Wanna Be Yours",0.417,2022-12-29 13:05:56,"medium","garage rock",3
"44","Arctic Monkeys","studies","Knee Socks",0.542,2022-12-29 13:34:42,"medium","garage rock",195
"45","Arctic Monkeys","studies","Mardy Bum",0.599,2022-12-28 22:45:04,"medium","garage rock",175
"46","Arctic Monkeys","studies","Perhaps Vampires Is A Bit Strong But…",0.914,2022-12-29 13:05:31,"fast","garage rock",199
"47","Arctic Monkeys","studies","Pretty Visitors",0.896,2022-12-29 13:15:19,"fast","garage rock",137
"48","Arctic Monkeys","studies","She Looks Like Fun - Live",0.635,2022-12-29 13:05:52,"medium","garage rock",7
"49","Arctic Monkeys","studies","Snap Out Of It",0.638,2022-12-29 13:38:46,"medium","garage rock",193
"50","Arctic Monkeys","studies","The World's First Ever Monster Truck Front Flip",0.601,2022-12-29 13:21:59,"medium","garage rock",180
"51","Arctic Monkeys","studies","There’d Better Be A Mirrorball",0.365,2022-12-29 14:09:34,"medium","garage rock",248
"52","Arctic Monkeys","studies","When The Sun Goes Down",0.875,2022-12-29 12:20:37,"fast","garage rock",157
"53","Arctic Monkeys","studies","When The Sun Goes Down",0.875,2022-12-29 19:04:37,"fast","garage rock",168
"54","Baby Lulu","free time","Children Go Where I Send Thee",0.124,2022-12-16 15:51:25,"slow","christmas instrumental",45
"55","Baby Lulu","other","Children Go Where I Send Thee",0.124,2022-12-16 15:51:25,"slow","christmas instrumental",11
"56","Baby Lulu","other","O Come All Ye Faithful",0.0232,2022-12-16 16:17:52,"slow","christmas instrumental",90
"57","Baby Lulu","other","Rudolph the Red-Nosed Reindeer",0.12,2022-12-16 16:04:47,"slow","christmas instrumental",87
"58","Barclay James Harvest","other","Mocking Bird",0.335,2022-12-28 12:07:20,"medium","album rock",72
"59","Barclay James Harvest","studies","Child Of The Universe",0.588,2022-12-28 15:15:58,"medium","album rock",1
"60","Barclay James Harvest","studies","For No One",0.578,2022-12-28 15:00:52,"medium","album rock",307
"61","Barclay James Harvest","studies","Mocking Bird",0.335,2022-12-28 12:07:20,"medium","album rock",277
"62","Beach House","free time","Space Song",0.792,2022-12-15 22:21:57,"fast","baltimore indie",28
"63","Beach House","other","Space Song",0.792,2022-12-15 22:21:57,"fast","baltimore indie",71
"64","Beach House","studies","Space Song",0.792,2022-12-15 22:21:57,"fast","baltimore indie",39
"65","Bill Withers","free time","Ain't No Sunshine",0.789,2022-12-27 14:20:54,"fast","funk",3
"66","Bill Withers","other","Ain't No Sunshine",0.789,2022-12-27 14:20:54,"fast","funk",2
"67","Bill Withers","studies","Ain't No Sunshine",0.789,2022-12-27 14:20:54,"fast","funk",143
"68","Black Sabbath","free time","Solitude",0.0213,2022-12-28 12:19:58,"slow","album rock",242
"69","Black Sabbath","other","Paranoid",0.658,2022-12-27 16:09:11,"medium","album rock",22
"70","Black Sabbath","other","Planet Caravan",0.0595,2022-12-27 16:38:30,"slow","album rock",9
"71","Black Sabbath","other","Solitude",0.0213,2022-12-28 12:19:58,"slow","album rock",59
"72","Black Sabbath","studies","Paranoid",0.658,2022-12-27 16:09:11,"medium","album rock",141
"73","Black Sabbath","studies","Planet Caravan",0.0595,2022-12-27 16:38:30,"slow","album rock",250
"74","Bob Dylan","studies","Knockin' On Heaven's Door",0.396,2022-12-27 15:48:30,"medium","classic rock",158
"75","Bobby Helms","free time","Jingle Bell Rock",0.424,2022-12-23 20:52:22,"medium","adult standards",37
"76","Bobby Helms","free time","Jingle Bell Rock",0.424,2022-12-27 12:56:49,"medium","adult standards",30
"77","Bobby Helms","other","Jingle Bell Rock",0.424,2022-12-18 12:31:49,"medium","adult standards",130
"78","Bobby Helms","studies","Jingle Bell Rock",0.424,2022-12-27 12:56:49,"medium","adult standards",58
"79","Boston","studies","More Than a Feeling",0.681,2022-12-27 16:30:14,"fast","album rock",263
"80","Burl Ives","free time","A Holly Jolly Christmas",0.375,2022-12-27 12:58:44,"medium","adult standards",96
"81","Burl Ives","studies","A Holly Jolly Christmas",0.375,2022-12-27 12:58:44,"medium","adult standards",49
"82","Cage The Elephant","free time","Come A Little Closer",0.778,2022-12-27 12:44:45,"fast","modern rock",3
"83","Cage The Elephant","other","Come A Little Closer",0.778,2022-12-27 12:44:45,"fast","modern rock",33
"84","Cage The Elephant","studies","Come A Little Closer",0.778,2022-12-27 12:44:45,"fast","modern rock",85
"85","Camel","other","Spirit Of The Water",0.101,2022-12-27 15:51:53,"slow","album rock",6
"86","Camel","studies","Spirit Of The Water",0.101,2022-12-27 15:51:53,"slow","album rock",147
"87","Celeste","free time","Strange",0.0847,2022-12-26 21:15:44,"slow","british soul",255
"88","Chris Isaak","other","Wicked Game",0.296,2022-12-27 16:11:10,"slow","mellow gold",12
"89","Chris Isaak","studies","Wicked Game",0.296,2022-12-27 16:11:10,"slow","mellow gold",182
"90","Chuck Berry","free time","Run Rudolph Run",0.715,2022-12-27 13:01:14,"fast","classic rock",3
"91","Chuck Berry","studies","Run Rudolph Run",0.715,2022-12-27 13:01:14,"fast","classic rock",111
"92","Claus Egan","other","God rest you Merry Gentlemen",0.254,2022-12-16 15:26:58,"slow","christmas instrumental",61
"93","Claus Egan","other","Silent Night",0.00295,2022-12-16 15:37:42,"slow","christmas instrumental",62
"94","Claus Egan","studies","Joy to the World",0.0142,2022-12-18 12:28:43,"slow","christmas instrumental",15
"95","Coldplay","free time","The Scientist",0.442,2022-12-29 12:43:50,"medium","permanent wave",42
"96","Coldplay","free time","Yellow",0.661,2022-12-29 10:18:33,"medium","permanent wave",70
"97","Coldplay","other","Fix You",0.417,2022-12-29 20:10:04,"medium","permanent wave",1
"98","Coldplay","other","The Scientist",0.442,2022-12-29 12:43:50,"medium","permanent wave",4
"99","Coldplay","studies","Fix You",0.417,2022-12-29 11:48:04,"medium","permanent wave",295
"100","Coldplay","studies","Fix You",0.417,2022-12-29 20:10:04,"medium","permanent wave",282
"101","Coldplay","studies","The Scientist",0.442,2022-12-29 12:43:50,"medium","permanent wave",251
"102","Coldplay","studies","The Scientist",0.442,2022-12-29 18:59:50,"medium","permanent wave",318
"103","Coldplay","studies","Viva La Vida",0.617,2022-12-29 18:37:57,"medium","permanent wave",229
"104","Coldplay","studies","Viva La Vida",0.617,2022-12-29 21:30:58,"medium","permanent wave",1
"105","Coldplay","studies","Yellow",0.661,2022-12-29 10:18:33,"medium","permanent wave",169
"106","Coldplay","studies","Yellow",0.661,2022-12-29 21:08:33,"medium","permanent wave",233
"107","Creedence Clearwater Revival","free time","Have You Ever Seen The Rain",0.697,2022-12-29 21:52:19,"fast","classic rock",160
"108","Creedence Clearwater Revival","studies","Have You Ever Seen The Rain",0.697,2022-12-28 11:57:19,"fast","classic rock",135
"109","Cuby & The Blizzards","studies","Window Of My Eyes - From ""The American"" Soundtrack",0.526,2022-12-28 16:22:33,"medium","dutch blues",206
"110","David Bowie","free time","Starman - 2012 Remaster",0.449,2022-12-29 12:15:45,"medium","art rock",11
"111","David Bowie","other","Starman - 2012 Remaster",0.449,2022-12-29 12:15:45,"medium","art rock",35
"112","David Bowie","other","Starman - 2012 Remaster",0.449,2022-12-29 19:46:45,"medium","art rock",58
"113","David Bowie","studies","Space Oddity - 2015 Remaster",0.403,2022-12-28 11:22:41,"medium","art rock",280
"114","David Bowie","studies","Space Oddity - 2015 Remaster",0.403,2022-12-29 19:28:41,"medium","art rock",313
"115","David Bowie","studies","Starman - 2012 Remaster",0.449,2022-12-29 12:15:45,"medium","art rock",208
"116","David Bowie","studies","Starman - 2012 Remaster",0.449,2022-12-29 19:46:45,"medium","art rock",179
"117","David Schultz","free time","Feliz Navidad",0.368,2022-12-16 15:46:47,"medium","classify",65
"118","David Schultz","other","Driving Home for Christmas",0.133,2022-12-16 15:36:35,"slow","classify",84
"119","David Schultz","other","Feliz Navidad",0.368,2022-12-16 15:46:47,"medium","classify",5
"120","David Schultz","other","Oh Come All Ye Faithful",0.0784,2022-12-16 15:57:55,"slow","classify",61
"121","David Schultz","other","Winter Wonderland",0.0611,2022-12-16 16:16:37,"slow","classify",97
"122","Dawid Podsiadło","free time","And I",0.72,2022-12-15 22:24:43,"fast","polish pop",303
"123","Dawid Podsiadło","free time","mori",0.497,2022-12-26 21:01:45,"medium","polish pop",194
"124","Dawid Podsiadło","free time","Tapety",0.642,2022-12-26 21:12:28,"medium","polish pop",211
"125","Dawid Podsiadło","free time","Trofea",0.673,2022-12-26 21:08:15,"fast","polish pop",224
"126","Dawid Podsiadło","free time","WiRUS",0.575,2022-12-27 12:43:35,"medium","polish pop",4
"127","Dawid Podsiadło","other","And I",0.72,2022-12-15 22:24:43,"fast","polish pop",12
"128","Dawid Podsiadło","studies","And I",0.72,2022-12-15 22:24:43,"fast","polish pop",3
"129","Dawid Podsiadło","studies","And I",0.72,2022-12-26 21:58:43,"fast","polish pop",66
"130","Dawid Podsiadło","studies","WiRUS",0.575,2022-12-27 12:43:35,"medium","polish pop",51
"131","Dawid Tyszkowski","free time","Tlen",0.431,2022-12-26 21:31:47,"medium","polish alternative",192
"132","Dire Straits","studies","Six Blade Knife",0.434,2022-12-27 17:22:48,"medium","album rock",219
"133","Dire Straits","studies","Sultans Of Swing",0.868,2022-12-28 15:54:11,"fast","album rock",299
"134","Dire Straits","studies","Where Do You Think You're Going?",0.497,2022-12-28 13:04:10,"medium","album rock",246
"135","Eagles","free time","Hotel California - 2013 Remaster",0.508,2022-12-28 12:32:28,"medium","album rock",21
"136","Eagles","other","Hotel California - 2013 Remaster",0.508,2022-12-28 12:32:28,"medium","album rock",8
"137","Eagles","other","Hotel California - 2013 Remaster",0.508,2022-12-29 18:31:28,"medium","album rock",108
"138","Eagles","studies","Hotel California - 2013 Remaster",0.508,2022-12-28 12:32:28,"medium","album rock",179
"139","Eagles","studies","Hotel California - 2013 Remaster",0.508,2022-12-29 18:31:28,"medium","album rock",307
"140","Eagles","studies","Hotel California - 2013 Remaster",0.508,2022-12-29 21:30:58,"medium","album rock",1
"141","Eddie Vedder","studies","Guaranteed",0.4,2022-12-28 14:57:15,"medium","acoustic rock",157
"142","Eddie Vedder","studies","No Ceiling",0.652,2022-12-28 11:27:25,"medium","acoustic rock",60
"143","Eddie Vedder","studies","Society",0.327,2022-12-28 12:55:03,"slow","acoustic rock",184
"144","Eels","studies","That Look You Give That Guy",0.517,2022-12-28 11:53:44,"medium","alternative rock",238
"145","Elton John","studies","Rocket Man (I Think It's Going To Be A Long, Long Time)",0.532,2022-12-28 11:49:18,"medium","glam rock",272
"146","George Harrison","studies","Ballad Of Sir Frankie Crisp (Let It Roll) - Remastered 2014",0.591,2022-12-28 11:16:11,"medium","album rock",253
"147","GOLEC UORKIESTRA","free time","Bóg Się Rodzi",0.648,2022-12-22 14:10:59,"medium","polish pop",136
"148","GOLEC UORKIESTRA","free time","Przybieżeli do Betlejem",0.822,2022-12-22 13:58:33,"fast","polish pop",143
"149","GOLEC UORKIESTRA","studies","Bóg Się Rodzi",0.648,2022-12-22 14:10:59,"medium","polish pop",11
"150","Gotye","studies","Somebody That I Used To Know",0.495,2022-12-26 21:45:55,"medium","australian pop",244
"151","Grant Lee Buffalo","other","Fuzzy",0.416,2022-12-27 17:40:07,"medium","alternative country",187
"152","Grant Lee Buffalo","studies","Fuzzy",0.416,2022-12-27 17:40:07,"medium","alternative country",92
"153","Gregory Oberle","other","White Christmas",0.0223,2022-12-16 15:33:21,"slow","instrumental lullaby",98
"154","Grover Washington, Jr.","free time","Just the Two of Us",0.497,2022-12-26 21:23:36,"medium","smooth jazz",443
"155","Henry Smith","free time","A Holly Jolly Christmas - Piano Version",0.0129,2022-12-18 11:06:14,"slow","neo-classical",147
"156","Henry Smith","free time","It's Beginning to Look a Lot Like Christmas - Piano Version",0.0258,2022-12-18 11:04:39,"slow","neo-classical",102
"157","Henry Smith","free time","Jingle Bell Rock - Piano Version",0.0149,2022-12-18 11:09:44,"slow","neo-classical",136
"158","Henry Smith","free time","O Holy Night - Piano Version",0.00193,2022-12-18 11:16:28,"slow","neo-classical",140
"159","Henry Smith","free time","Rockin' Around the Christmas Tree - Piano Version",0.0192,2022-12-18 11:01:20,"slow","neo-classical",6
"160","Henry Smith","free time","Rudolph the Red-Nosed Reindeer - Piano Version",0.0255,2022-12-18 11:26:24,"slow","neo-classical",11
"161","Henry Smith","free time","Santa Baby - Piano Version",0.00449,2022-12-18 11:11:58,"slow","neo-classical",182
"162","Henry Smith","free time","The Night Before Christmas Song - Piano Version",0.0386,2022-12-16 14:37:29,"slow","neo-classical",9
"163","Henry Smith","free time","White Christmas - Piano Version",0.00903,2022-12-18 11:14:39,"slow","neo-classical",112
"164","Henry Smith","other","A Holly Jolly Christmas - Piano Version",0.0129,2022-12-16 14:49:14,"slow","neo-classical",166
"165","Henry Smith","other","A Holly Jolly Christmas - Piano Version",0.0129,2022-12-18 11:06:14,"slow","neo-classical",7
"166","Henry Smith","other","I Saw Mommy Kissing Santa Claus - Piano Version",0.037,2022-12-16 14:52:30,"slow","neo-classical",150
"167","Henry Smith","other","I Saw Mommy Kissing Santa Claus - Piano Version",0.037,2022-12-18 11:28:30,"slow","neo-classical",20
"168","Henry Smith","other","It's Beginning to Look a Lot Like Christmas - Piano Version",0.0258,2022-12-16 14:54:39,"slow","neo-classical",66
"169","Henry Smith","other","Jingle Bell Rock - Piano Version",0.0149,2022-12-16 14:42:44,"slow","neo-classical",136
"170","Henry Smith","other","Little Drummer Boy - Piano Version",0.058,2022-12-18 11:46:53,"slow","neo-classical",23
"171","Henry Smith","other","Rockin' Around the Christmas Tree - Piano Version",0.0192,2022-12-16 14:47:20,"slow","neo-classical",129
"172","Henry Smith","other","Rockin' Around the Christmas Tree - Piano Version",0.0192,2022-12-18 11:01:20,"slow","neo-classical",21
"173","Henry Smith","other","Rudolph the Red-Nosed Reindeer - Piano Version",0.0255,2022-12-18 11:26:24,"slow","neo-classical",146
"174","Henry Smith","other","Sleigh Ride - Piano Version",0.0619,2022-12-16 14:44:31,"slow","neo-classical",138
"175","Henry Smith","other","Sleigh Ride - Piano Version",0.0619,2022-12-18 11:23:31,"slow","neo-classical",76
"176","Henry Smith","other","The Christmas Song (Merry Christmas to You) - Piano Version",0.0123,2022-12-18 11:19:39,"slow","neo-classical",23
"177","Henry Smith","other","The Night Before Christmas Song - Piano Version",0.0386,2022-12-16 14:37:29,"slow","neo-classical",120
"178","Henry Smith","other","We Wish You a Merry Christmas - Piano Version",0.0138,2022-12-16 14:39:53,"slow","neo-classical",156
"179","Henry Smith","other","We Wish You a Merry Christmas - Piano Version",0.0138,2022-12-18 11:21:53,"slow","neo-classical",121
"180","Henry Smith","studies","A Holly Jolly Christmas - Piano Version",0.0129,2022-12-18 11:06:14,"slow","neo-classical",14
"181","Henry Smith","studies","Angels We Have Heard on High - Piano Version",0.0314,2022-12-18 11:44:23,"slow","neo-classical",156
"182","Henry Smith","studies","I Saw Mommy Kissing Santa Claus - Piano Version",0.037,2022-12-18 11:28:30,"slow","neo-classical",120
"183","Henry Smith","studies","Little Drummer Boy - Piano Version",0.058,2022-12-18 11:46:53,"slow","neo-classical",125
"184","Henry Smith","studies","Rockin' Around the Christmas Tree - Piano Version",0.0192,2022-12-18 11:01:20,"slow","neo-classical",112
"185","Henry Smith","studies","Rudolph the Red-Nosed Reindeer - Piano Version",0.0255,2022-12-18 11:26:24,"slow","neo-classical",2
"186","Henry Smith","studies","Sleigh Ride - Piano Version",0.0619,2022-12-18 11:23:31,"slow","neo-classical",25
"187","Henry Smith","studies","The Christmas Song (Merry Christmas to You) - Piano Version",0.0123,2022-12-18 11:19:39,"slow","neo-classical",116
"188","Henry Smith","studies","The Night Before Christmas Song - Piano Version",0.0386,2022-12-18 11:49:29,"slow","neo-classical",129
"189","Henry Smith","studies","We Wish You a Merry Christmas - Piano Version",0.0138,2022-12-16 14:39:53,"slow","neo-classical",2
"190","Henry Smith","studies","We Wish You a Merry Christmas - Piano Version",0.0138,2022-12-18 11:21:53,"slow","neo-classical",4
"191","Henry Smith","studies","White Christmas - Piano Version",0.00903,2022-12-18 11:14:39,"slow","neo-classical",15
"192","Ian Wong","free time","I Saw Three Ships",0.0924,2022-12-16 15:54:14,"slow","christmas instrumental",24
"193","Ian Wong","other","I Saw Three Ships",0.0924,2022-12-16 15:54:14,"slow","christmas instrumental",59
"194","Idina Menzel","free time","Into the Unknown",0.405,2022-12-26 16:25:56,"medium","hollywood",3
"195","Idina Menzel","free time","Into the Unknown",0.405,2022-12-26 20:07:45,"medium","hollywood",143
"196","Idina Menzel","free time","Let It Go - From ""Frozen""/Soundtrack Version",0.485,2022-12-26 16:28:55,"medium","hollywood",4
"197","Iggy Pop","studies","The Passenger",0.889,2022-12-28 12:59:16,"fast","classic rock",283
"198","Igor Kwiatkowski","free time","Drobnostka",0.703,2022-12-26 16:13:16,"fast","disney polska",134
"199","Igor Kwiatkowski","free time","Drobnostka",0.703,2022-12-26 16:15:55,"fast","disney polska",4
"200","Igor Kwiatkowski","studies","Drobnostka",0.703,2022-12-26 20:26:16,"fast","disney polska",163
"201","Imagine Dragons","free time","Second Chances",0.567,2022-12-26 20:44:22,"medium","modern rock",30
"202","Imagine Dragons","studies","Second Chances",0.567,2022-12-26 20:44:22,"medium","modern rock",187
"203","J.J. Cale","free time","Magnolia",0.175,2022-12-27 16:21:36,"slow","blues",102
"204","J.J. Cale","other","Magnolia",0.175,2022-12-27 16:21:36,"slow","blues",3
"205","J.J. Cale","studies","Magnolia",0.175,2022-12-27 16:21:36,"slow","blues",69
"206","Janis Joplin","other","Summertime",0.394,2022-12-28 16:00:21,"medium","blues rock",205
"207","Janis Joplin","studies","Summertime",0.394,2022-12-28 16:00:21,"medium","blues rock",60
"208","Jason Mraz","studies","Winter Wonderland - Bonus Track",0.305,2022-12-22 18:54:39,"slow","acoustic pop",80
"209","Jeff Buckley","free time","Lilac Wine",0.0847,2022-12-28 13:46:27,"slow","art rock",169
"210","Jeff Buckley","other","Lilac Wine",0.0847,2022-12-28 13:46:27,"slow","art rock",6
"211","Jeff Buckley","studies","Lilac Wine",0.0847,2022-12-28 13:46:27,"slow","art rock",71
"212","Jefferson Airplane","studies","Somebody to Love",0.578,2022-12-27 16:47:05,"medium","acid rock",205
"213","Jethro Tull","free time","Bourée",0.275,2022-12-28 13:40:13,"slow","album rock",12
"214","Jethro Tull","other","Bourée",0.275,2022-12-28 13:40:13,"slow","album rock",144
"215","Jethro Tull","studies","Bourée",0.275,2022-12-28 13:40:13,"slow","album rock",55
"216","Jim Morrison","free time","A Feast of Friends - 2022 Remastered Version",0.415,2022-12-28 13:17:50,"medium","classic rock",110
"217","Jim Morrison","studies","A Feast of Friends - 2022 Remastered Version",0.415,2022-12-28 13:17:50,"medium","classic rock",25
"218","Jim Morrison","studies","A Feast of Friends - 2022 Remastered Version",0.415,2022-12-29 21:49:50,"medium","classic rock",130
"219","Jimi Hendrix","studies","Little Wing",0.534,2022-12-27 16:35:34,"medium","acid rock",142
"220","Jimi Hendrix","studies","The Wind Cries Mary",0.495,2022-12-28 13:28:39,"medium","acid rock",195
"221","Joanna Wlodarska","studies","Taki to kot",0.147,2022-12-26 20:41:12,"slow","zespol dzieciecy",47
"222","John Lennon","free time","Imagine - Remastered 2010",0.257,2022-12-28 22:05:52,"slow","album rock",96
"223","John Lennon","free time","Imagine - Remastered 2010",0.257,2022-12-29 18:15:52,"slow","album rock",17
"224","John Lennon","free time","Imagine - Remastered 2010",0.257,2022-12-29 21:29:13,"slow","album rock",5
"225","John Lennon","other","Imagine - Remastered 2010",0.257,2022-12-29 18:15:52,"slow","album rock",3
"226","John Lennon","studies","Imagine - Remastered 2010",0.257,2022-12-28 22:05:52,"slow","album rock",70
"227","John Lennon","studies","Imagine - Remastered 2010",0.257,2022-12-29 18:15:52,"slow","album rock",119
"228","John Lennon","studies","Imagine - Remastered 2010",0.257,2022-12-29 21:29:13,"slow","album rock",82
"229","José Feliciano","free time","Feliz Navidad",0.831,2022-12-18 12:28:57,"fast","latin pop",13
"230","José Feliciano","free time","Feliz Navidad",0.831,2022-12-23 19:56:57,"fast","latin pop",223
"231","José Feliciano","free time","Feliz Navidad",0.831,2022-12-23 20:33:57,"fast","latin pop",153
"232","José Feliciano","free time","Feliz Navidad",0.831,2022-12-27 12:46:57,"fast","latin pop",21
"233","José Feliciano","free time","The Star Spangled Banner - Live",0.472,2022-12-27 12:50:10,"medium","latin pop",2
"234","José Feliciano","other","Feliz Navidad",0.831,2022-12-18 12:28:57,"fast","latin pop",149
"235","José Feliciano","other","Feliz Navidad",0.831,2022-12-22 13:51:57,"fast","latin pop",167
"236","José Feliciano","other","Feliz Navidad",0.831,2022-12-22 18:55:57,"fast","latin pop",59
"237","José Feliciano","other","Feliz Navidad",0.831,2022-12-27 12:46:57,"fast","latin pop",126
"238","José Feliciano","other","The Star Spangled Banner - Live",0.472,2022-12-27 12:50:10,"medium","latin pop",14
"239","José Feliciano","studies","Feliz Navidad",0.831,2022-12-18 12:28:57,"fast","latin pop",3
"240","José Feliciano","studies","Feliz Navidad",0.831,2022-12-22 18:55:57,"fast","latin pop",78
"241","José Feliciano","studies","Feliz Navidad",0.831,2022-12-23 19:56:57,"fast","latin pop",1
"242","José Feliciano","studies","Feliz Navidad",0.831,2022-12-27 12:46:57,"fast","latin pop",32
"243","José Feliciano","studies","The Star Spangled Banner - Live",0.472,2022-12-27 12:50:10,"medium","latin pop",102
"244","Joseph Sullinger","free time","O Come, All Ye FaithFul (Adeste Fideles)",0.221,2022-12-16 15:52:26,"slow","acoustic guitar cover",74
"245","Joseph Sullinger","other","O Come, All Ye FaithFul (Adeste Fideles)",0.221,2022-12-16 15:52:26,"slow","acoustic guitar cover",23
"246","Justin Bieber","other","Mistletoe",0.56,2022-12-18 12:42:57,"medium","canadian pop",182
"247","KALEO","free time","Way down We Go",0.505,2022-12-19 10:02:26,"medium","icelandic indie",231
"248","Keane","free time","Everybody's Changing",0.835,2022-12-29 20:18:24,"fast","neo mellow",80
"249","Keane","free time","Somewhere Only We Know",0.655,2022-12-29 10:45:30,"medium","neo mellow",76
"250","Keane","studies","Everybody's Changing",0.835,2022-12-29 20:18:24,"fast","neo mellow",128
"251","Keane","studies","Somewhere Only We Know",0.655,2022-12-29 10:45:30,"medium","neo mellow",62
"252","King Crimson","studies","Book Of Saturday",0.0818,2022-12-28 13:37:04,"slow","album rock",157
"253","Kings of Leon","studies","Sex on Fire",0.905,2022-12-29 21:16:36,"fast","modern rock",238
"254","Kings of Leon","studies","Use Somebody",0.715,2022-12-29 19:08:09,"fast","modern rock",241
"255","Koza","studies","Duchy",0.793,2022-12-26 21:53:49,"fast","polish alternative rap",10
"256","Kristen Bell","free time","Love Is an Open Door - From ""Frozen""/Soundtrack Version",0.637,2022-12-26 19:50:55,"medium","disney",21
"257","Kuban","free time","na okrągło",0.525,2022-12-26 20:53:51,"medium","polish alternative rap",37
"258","Kuban","studies","na okrągło",0.525,2022-12-26 20:53:51,"medium","polish alternative rap",162
"259","Lake Isabel","other","Jolly Old Saint Nicholas",0.0466,2022-12-16 15:56:04,"slow","christmas instrumental",79
"260","Led Zeppelin","other","Black Dog - Remaster",0.864,2022-12-28 15:12:16,"fast","album rock",101
