endTime,artistName,trackName,msPlayed
2022-01-09 16:35,sanah,kolońska i szlugi,159754
2022-01-09 16:38,sanah,Melodia,183339
2022-01-09 16:41,sanah,Szampan,159674
2022-01-09 19:45,sanah,Szampan,3135
2022-01-10 12:00,sanah,Sama,191271
2022-01-10 12:02,sanah,Piękno tej niechcianej,125849
2022-01-10 12:06,sanah,Cząstka,250000
2022-01-10 12:10,sanah,Koronki,231302
2022-01-10 12:14,sanah,Idź,225425
2022-01-10 12:16,sanah,Solo,154920
2022-01-10 12:17,sanah,Aniołom szepnij to,55842
2022-01-10 12:20,sanah,To ja a nie inna,191838
2022-01-10 12:24,sanah,Siebie zapytasz,228824
2022-01-10 12:27,sanah,Melodia,183339
2022-01-10 12:43,sanah,Szampan,60036
2022-01-10 13:27,Muse,Supremacy,295373
2022-01-10 13:32,Muse,Madness,281040
2022-01-10 13:35,Muse,Panic Station,184200
2022-01-10 13:42,Muse,Prelude,17442
2022-01-10 13:46,Muse,Dead Inside,262947
2022-01-10 13:47,Muse,(Drill Sergeant),21148
2022-01-10 14:01,Muse,Psycho,232344
2022-01-11 08:05,Muse,Psycho,84587
2022-01-11 08:09,Muse,Mercy,231973
2022-01-11 08:23,Muse,Reapers,161279
2022-01-13 17:02,Muse,Reapers,5451
2022-01-13 17:05,2WEI,Hurt,213840
2022-01-13 17:09,2WEI,Toxic,237426
2022-01-13 17:10,2WEI,Pandora,0
2022-01-13 17:10,ZAND,Luci,44703
2022-01-13 17:11,2WEI,Survivor,14887
2022-01-13 17:14,2WEI,Pandora,221757
2022-01-13 17:16,2WEI,Survivor,115703
2022-01-13 17:37,2WEI,Survivor,79522
2022-01-13 17:41,Lana Del Rey,Dark Paradise,243187
2022-01-13 17:43,Brand X Music,Viper,137012
2022-01-13 17:47,grandson,Blood // Water,216720
2022-01-13 18:38,Night Club,Survive,198539
2022-01-13 23:18,Evanescence,Bring Me To Life,235893
2022-01-13 23:21,Korn,The Darkness is Revealing,220054
2022-01-13 23:27,A Perfect Circle,Counting Bodies Like Sheep To The Rhythm Of The War Drums,336440
2022-01-13 23:31,Kasabian,Man of Simple Pleasures,231093
2022-01-13 23:35,Kasabian,bumblebeee,240706
2022-01-13 23:38,Nine Inch Nails,The Hand That Feeds,211680
2022-01-13 23:43,The Cranberries,Zombie,296041
2022-01-13 23:43,Nine Inch Nails,Closer,1150
2022-01-14 08:08,Night Club,Survive,1478
2022-01-14 08:11,grandson,Blood // Water,216720
2022-01-14 08:28,Night Club,Survive,200599
2022-01-14 10:43,Night Club,Survive,72226
2022-01-14 11:01,Badflower,Family,220353
2022-01-14 20:01,grandson,Blood // Water,254
2022-01-14 20:01,grandson,Blood // Water,482
2022-01-14 20:01,Katie Garfield,Warfare,23
2022-01-14 20:01,Tribe Society,Bullet With Butterfly Wings,1132
2022-01-14 20:01,Night Club,Survive,23
2022-01-14 20:01,flora cash,You're Somebody Else,23
2022-01-14 20:05,Badflower,Family,247092
2022-01-14 20:33,Katie Garfield,Warfare,63431
2022-01-15 07:37,2WEI,Hurt,213840
2022-01-15 07:41,ZAND,Luci,18710
2022-01-15 07:41,2WEI,Toxic,237426
2022-01-15 07:45,2WEI,Pandora,221757
2022-01-15 07:48,2WEI,Survivor,195232
2022-01-15 07:52,Lana Del Rey,Dark Paradise,243187
2022-01-15 08:13,Brand X Music,Viper,67982
2022-01-15 22:43,Seven Dead Stars,Keep Running,308
