"","artistName","trackName","month","day_or_night","times","total_played"
"54","ABBA","Honey, Honey",12,"day",1,2.91666666666667
"55","Abelardo Barroso","En Guantanamo",8,"day",1,2.90016666666667
"56","AC/DC","Highway to Hell",1,"day",1,3.47333333333333
"57","AC/DC","Highway to Hell",4,"day",3,7.91656666666667
"58","AC/DC","Highway to Hell",7,"day",1,3.47333333333333
"59","AC/DC","Highway to Hell",8,"day",1,3.47333333333333
"60","AC/DC","Shot In The Dark",6,"day",1,2.94838333333333
"61","Acapella 4 Reason","Africa",1,"day",1,2.9873
"62","Acapella 4 Reason","Africa",4,"day",1,3.52173333333333
"63","Acapella 4 Reason","Africa",10,"day",1,3.28655
"64","Achtabahn","To The King",10,"day",1,2.208
"65","ACRAZE","Do It To It",1,"day",3,7.95993333333333
"66","ACRAZE","Do It To It",2,"day",1,2.5613
"67","ACRAZE","Do It To It",3,"day",3,7.8945
"68","Adam Krylik","Fineasz i Ferb - Piosenka Czolówkowa",5,"day",1,1.59106666666667
"69","Adam Krylik","Wiewióry W Gaciach - z serialu TV ""Fineasz i Ferb""",8,"day",2,2.94471666666666
"70","Adam Krylik","Wiewióry W Gaciach - z serialu TV ""Fineasz i Ferb""",9,"day",1,1.392
"71","Adam Krylik","Wiewióry W Gaciach - z serialu TV ""Fineasz i Ferb""",12,"day",2,2.71666666666666
"72","Adele","Easy On Me",6,"day",1,3.7449
"73","Adele","Easy On Me",6,"night",8,29.9592
"74","Adele","Easy On Me",7,"day",1,3.7449
"75","Adele","Easy On Me",7,"night",1,3.7449
"76","Adele","Easy On Me",9,"night",2,7.4898
"77","Adele","Easy On Me",11,"day",1,3.7449
"78","Adele","Easy On Me",12,"day",1,3.7449
"79","Adele","Set Fire to the Rain",5,"day",1,4.04955
"80","Adele","Skyfall",4,"day",1,4.77466666666667
"81","Adele","Skyfall",11,"day",1,0.556133333333333
"82","Adele","Someone Like You",9,"night",1,4.754
"83","Adelina Palm","Migla",4,"night",1,2
"84","Advaitas","Quiet Stars",4,"night",1,1.91135
"85","Afroman","Because I Got High",1,"day",2,5.81578333333333
"86","Afroman","Because I Got High",4,"day",1,3.296
"87","Afroman","Because I Got High",4,"night",1,3.296
"88","After Party","Bananowa Agnieszka",7,"day",1,2.92356666666667
"89","After Party","Nie Daj Życiu Się",7,"day",1,3.5271
"90","AJR","100 Bad Days",6,"day",5,17.5825833333333
"91","AJR","100 Bad Days",9,"day",1,3.51651666666667
"92","AJR","3 O'Clock Things",6,"day",10,38.0621666666667
"93","AJR","3 O'Clock Things",9,"day",1,3.80621666666667
"94","AJR","3 O'Clock Things",11,"day",1,3.73315
"95","AJR","3 O'Clock Things",12,"day",1,3.80621666666667
"96","AJR","Adventure Is Out There",6,"day",10,35.1843333333333
"97","AJR","Adventure Is Out There",11,"day",1,3.51843333333333
"98","AJR","Bang!",6,"day",20,53.78845
"99","AJR","Bang!",7,"day",2,4.95855
"100","AJR","Bang!",9,"day",1,2.848
"101","AJR","Bang!",11,"day",1,2.848
"102","AJR","Bang!",12,"day",2,2.84801666666667
"103","AJR","Bang!",12,"night",1,0.519466666666667
"104","AJR","Big White Bed",6,"day",1,1.49886666666667
"105","AJR","Break My Face",9,"day",1,2.6471
"106","AJR","Bummerland",6,"day",11,33.5696666666666
"107","AJR","Bummerland",9,"day",1,3.15288333333333
"108","AJR","Bummerland",11,"day",1,3.15288333333333
"109","AJR","Bummerland",12,"day",1,3.15288333333333
"110","AJR","Burn the House Down",6,"day",9,31.0274166666667
"111","AJR","Burn the House Down",7,"day",1,3.54481666666667
"112","AJR","Christmas in June",6,"day",3,6.6168
"113","AJR","Come Hang Out",9,"day",1,4.43776666666667
"114","AJR","Don't Throw Out My Legos",9,"day",1,4.18065
"115","AJR","Humpty Dumpty",6,"day",6,16.6956333333334
"116","AJR","Humpty Dumpty",6,"night",1,3.62821666666667
"117","AJR","Humpty Dumpty",11,"day",1,3.62821666666667
"118","AJR","I'm Ready",6,"day",11,39.7756666666667
"119","AJR","I'm Ready",6,"night",1,1.5375
"120","AJR","I'm Ready",7,"day",3,10.5806833333333
"121","AJR","I'm Ready",7,"night",1,3.78851666666667
"122","AJR","I'm Ready",9,"day",2,6.37518333333334
"123","AJR","I'm Ready",12,"day",3,11.2079
"124","AJR","Infinity",6,"day",1,3.99488333333333
"125","AJR","Joe",6,"day",10,35.3762333333333
"126","AJR","Joe",11,"day",1,3.54043333333333
"127","AJR","Karma",6,"day",1,1.20676666666667
"128","AJR","Karma",9,"day",1,4.08781666666667
"129","AJR","Let the Games Begin",6,"day",1,3.35006666666667
"130","AJR","Let the Games Begin",9,"day",1,3.35006666666667
"131","AJR","Livin' on Love",6,"day",1,3.69021666666667
"132","AJR","My Calling",6,"day",2,7.88
"133","AJR","My Calling",7,"day",1,3.94
"134","AJR","My Play",6,"day",8,25.3724
"135","AJR","My Play",11,"day",1,3.17155
"136","AJR","Next Up Forever",6,"day",1,3.88333333333333
"137","AJR","OK Overture",6,"day",12,50.7356
"138","AJR","OK Overture",7,"day",1,4.53133333333333
"139","AJR","OK Overture",11,"day",1,4.53133333333333
"140","AJR","OK Overture",12,"day",1,4.53133333333333
"141","AJR","Ordinaryish People (feat. Blue Man Group)",6,"day",7,25.2613833333333
"142","AJR","Ordinaryish People (feat. Blue Man Group)",6,"night",1,3.66666666666667
"143","AJR","Ordinaryish People (feat. Blue Man Group)",9,"day",1,0.829666666666667
"144","AJR","Ordinaryish People (feat. Blue Man Group)",11,"day",1,3.66666666666667
"145","AJR","Overture",6,"day",1,2.1953
"146","AJR","Pitchfork Kids",6,"day",2,7.092
"147","AJR","Pitchfork Kids",9,"day",1,3.546
"148","AJR","Sober Up (feat. Rivers Cuomo)",6,"day",6,21.876
"149","AJR","Sober Up (feat. Rivers Cuomo)",9,"day",1,3.646
"150","AJR","The Good Part",6,"day",7,21.8493
"151","AJR","The Good Part",7,"day",1,1.45111666666667
"152","AJR","The Good Part",9,"day",1,3.78776666666667
"153","AJR","The Good Part",12,"day",1,3.78776666666667
"154","AJR","The Trick",6,"day",10,28.3488333333333
"155","AJR","The Trick",11,"day",1,2.83488333333333
"156","AJR","Thirsty",6,"day",2,5.75405
"157","AJR","Thirsty",7,"day",1,1.23146666666667
"158","AJR","Way Less Sad",6,"day",11,36.20555
"159","AJR","Way Less Sad",6,"night",1,3.46
"160","AJR","Way Less Sad",7,"day",1,3.46
"161","AJR","Way Less Sad",9,"day",1,3.46
"162","AJR","Way Less Sad",12,"day",1,3.46
"163","AJR","Weak",6,"day",5,16.7633333333333
"164","AJR","Weak",9,"day",1,3.35266666666667
"165","AJR","Woody Allen",6,"day",1,3.74743333333333
"166","AJR","World's Smallest Violin",6,"day",17,50.2986666666666
"167","AJR","World's Smallest Violin",6,"night",2,4.77253333333333
"168","AJR","World's Smallest Violin",7,"day",4,12.0497333333333
"169","AJR","World's Smallest Violin",7,"night",1,3.01243333333333
"170","AJR","World's Smallest Violin",9,"day",1,2.45005
"171","AJR","World's Smallest Violin",12,"day",2,6.02486666666666
"172","AK47","Idę doliną",7,"night",1,3.86666666666667
"173","AK47","Idę doliną",8,"day",1,3.86666666666667
"174","Akcent","Kylie",4,"day",1,3.98905
"175","Akcent","Przekorny Los",5,"day",1,0.659566666666667
"176","Akcent","Przez Twe Oczy Zielone",5,"day",1,3.66143333333333
"177","Akcent","Życie To Są Chwile",5,"day",1,4.17653333333333
"178","Akon","Lonely",5,"day",1,3.92488333333333
"179","Akon","Lonely",5,"night",1,3.92488333333333
"180","Aksel Møller","Glemt Perle",4,"night",1,4.225
"181","Al Bano And Romina Power","Ci sarà",6,"day",2,6.92443333333334
"182","Al Bano And Romina Power","Felicità",6,"day",2,6.43866666666666
"183","Al Bano And Romina Power","Felicità",8,"night",1,3.21933333333333
"184","Al Bano And Romina Power","Tu soltanto tu (Mi hai fatto innamorare)",6,"day",2,7.38353333333334
"185","Al Fowler Trio","Prelude To A Kiss",12,"day",1,3.15298333333333
"186","Alan Silvestri","Suite from Forrest Gump",1,"day",1,3.65933333333333
"187","Alan Silvestri","Suite from Forrest Gump",3,"day",2,13.1413333333333
"188","Alan Silvestri","Suite from Forrest Gump",3,"night",1,6.08955
"189","Alan Silvestri","Suite from Forrest Gump",4,"day",1,6.57066666666667
"190","Alan Silvestri","Suite from Forrest Gump",5,"day",1,6.57066666666667
"191","Alaskan Tapes","Notes",4,"night",1,2.11666666666667
"192","Albert Bauer","Ethereal Mind",4,"night",1,3.45848333333333
"193","Alberto","Dwutakt",7,"day",1,2.4
"194","Alberto","Dwutakt",8,"day",1,2.4
"195","Alberto","La Manga",8,"day",1,3.01343333333333
"196","Alberto","Z BRATEM ZARABIAM PAPIER",1,"day",1,2.41783333333333
"197","Alberto","Z BRATEM ZARABIAM PAPIER",1,"night",1,2.41783333333333
"198","Alberto","Z BRATEM ZARABIAM PAPIER",8,"day",1,2.41783333333333
"199","Alcine Sala","Sotto La Superficie",4,"night",1,2.45
"200","Alec Wynter","Liquid Dream - Piano Version",4,"night",1,3.36666666666667
"201","Alegro Moya","Confianza",11,"night",1,3.31308333333333
"202","Alesso","When I’m Gone (with Katy Perry)",4,"day",1,2.68776666666667
"203","Alex C.","Du hast den schönsten Arsch der Welt",5,"day",1,3.58466666666667
"204","Alex Gaudino","Destination Calabria - Radio Edit",4,"night",1,3.71851666666667
"205","Alex Gaudino","Destination Calabria - Radio Edit",7,"day",1,3.71851666666667
"206","Alex Gaudino","Destination Calabria - Radio Edit",10,"day",1,1.71016666666667
"207","Alice Merton","No Roots",4,"day",2,7.90176666666666
"208","Alice Merton","No Roots",6,"day",2,7.71048333333333
"209","Alle Farben","Bad Ideas",7,"day",1,2.77021666666667
"210","Alma Grøtte","Diem Vesper Commendat",4,"night",1,3.06666666666667
"211","Alojz Pavic","Mirno",4,"night",1,2.95
"212","Alphaville","Big in Japan - 2019 Remaster",7,"day",1,4.74375
"213","alt-J","Breezeblocks",1,"day",1,3.78466666666667
"214","alt-J","Left Hand Free",1,"day",2,4.24816666666666
"215","Aluna","Forget About Me",3,"day",2,4.08806666666667
"216","Alva Adler","Choices",4,"night",1,2.69808333333333
"217","Amber Glow","Calm",4,"night",1,2.99583333333333
"218","Amel Scott","Interstellar",4,"night",1,2.5
"219","Amel Scott","Wanderstar",4,"night",1,2.67518333333333
"220","American Authors","Best Day Of My Life",6,"day",2,6.10046666666666
"221","American Authors","Hit It",5,"day",1,3.45755
"222","Amy Macdonald","This Is The Life",6,"day",2,6.1471
"223","Anders Nilsen","Salsa Tequila",5,"day",1,3.33006666666667
"224","André Rieu","Sirtaki (from ""Zorba the Greek"")",1,"day",1,2.07083333333333
"225","André Rieu","Sirtaki (from ""Zorba the Greek"")",1,"night",1,2.87185
"226","Andrea Bocelli","Amazing Grace (arr. Mercurio)",1,"day",1,2.1654
"227","Andrea Bocelli","Bésame Mucho",6,"day",2,8.04106666666666
"228","Andrea Bocelli","Bésame Mucho",9,"day",1,4.02053333333333
"229","Andrea Bocelli","Con te partirò",1,"day",2,5.32751666666667
"230","Andrea Bocelli","Con te partirò",4,"day",1,4.18305
"231","Andrea Bocelli","Con te partirò",4,"night",1,4.18305
"232","Andrea Bocelli","Con te partirò",6,"day",4,12.5533166666667
"233","Andrea Bocelli","Con te partirò",6,"night",2,8.3661
"234","Andrea Bocelli","Con te partirò",7,"day",1,4.18305
"235","Andrea Bocelli","Con te partirò",9,"day",1,2.93551666666667
"236","Andrea Bocelli","Con te partirò",12,"day",1,4.18305
"237","Andrew Lloyd Webber","Overture - From 'The Phantom Of The Opera' Motion Picture",3,"day",1,2.78443333333333
"238","Andrew Lloyd Webber","Overture - From 'The Phantom Of The Opera' Motion Picture",4,"day",1,2.45523333333333
"239","Andrew Lloyd Webber","Overture - From 'The Phantom Of The Opera' Motion Picture",5,"day",1,0.641833333333333
"240","Andrzej Dabrowski","Do zakochania jeden krok",3,"day",1,3.98771666666667
"241","Andrzej Grabowski","Polacy nic się nie stało",8,"day",10,38.6652166666667
"242","Andrzej Grabowski","Polacy nic się nie stało",8,"night",1,2.00466666666667
"243","Andrzej Piaseczny","Chodz, przytul, przebacz",4,"night",2,9.53553333333334
"244","Andrzej Piaseczny","Śniadanie do łóżka",10,"day",4,11.9297333333333
"245","Andrzej Piaseczny","Śniadanie do łóżka",10,"night",3,8.97740000000001
"246","Andrzej Piaseczny","Śniadanie do łóżka (Live)",10,"night",2,1.84341666666667
"247","Andrzej Rybinski","Nie liczę godzin i lat",3,"day",1,3.30466666666667
"248","Andrzej Rybinski","Nie liczę godzin i lat",5,"day",1,3.30466666666667
"249","Andrzej Rybinski","Nie liczę godzin i lat",7,"night",1,3.35221666666667
"250","Andrzej Sikorowski","Bardzo smutna piosenka retro",3,"day",1,2.77955
"251","Andrzej Sikorowski","Bardzo smutna piosenka retro",6,"day",3,8.33865
"252","Andrzej Zaucha","Byłaś serca biciem",4,"day",1,3.52813333333333
"253","Andrzej Zaucha","Byłaś serca biciem",7,"day",1,4.54621666666667
"254","Andrzej Zaucha","Byłaś serca biciem",10,"day",1,4.54621666666667
"255","Andrzej Zaucha","Byłaś serca biciem",12,"day",3,13.5328666666667
"256","Andy Williams","It's the Most Wonderful Time of the Year",12,"day",2,5.06443333333334
"257","Angelo Garnier","Rearview Mirror",4,"night",1,3.23333333333333
"258","Ania Iwanek","Miasto (feat. Piotr Cugowski)",8,"night",1,3.9
"259","Animal Kingdom","Get Away With It",5,"day",1,3.25443333333333
"260","Anna Jantar","Tyle słońca w całym mieście",3,"day",1,3.168
"261","Anna Jurksztowicz","I Tylko Sny",8,"day",1,1.63576666666667
"262","Anna Wyszkoni","Czy ten pan i pani",3,"night",1,2.92576666666667
"263","Annmarie Celine","Lucid",4,"night",1,2.56666666666667
"264","Anson Seabra","Walked Through Hell",9,"night",1,3.6144
"265","Anthem Lights","A Thousand Years",1,"day",1,2.43711666666667
"266","Anton Webern","Elf kurze Stücke: No. 4 in A Minor",6,"day",1,0.548883333333333
"267","Anton Webern","Elf kurze Stücke: No. 4 in A Minor",6,"night",1,0.548883333333333
"268","Antonio Vivaldi","Vivaldi: The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro",1,"day",1,1.49428333333333
"269","Antonio Vivaldi","Vivaldi: The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro",9,"day",1,3.12866666666667
"270","Antony Esca","Diss Na Budziki",8,"night",1,1.53028333333333
"271","Apollo 440","Stop the Rock - Apollo 440 Mix",6,"day",1,2.16276666666667
"272","Apollo 440","Stop the Rock - Apollo 440 Mix",8,"day",1,3.54
"273","Apollo Clone","I Don't Sleep",9,"night",1,3.3189
"274","Aqua","Barbie Girl",5,"day",1,2.87183333333333
"275","Arctic Monkeys","Do I Wanna Know?",5,"day",1,4.5399
"276","Ardah","A Night In Spring",4,"night",1,2.52856666666667
"277","Ardah","Mångata",4,"night",1,2.96551666666667
"278","Ariana Grande","Santa Tell Me",12,"day",2,6.8031
"279","Ariqu","Parabole Japie...le",1,"day",1,0.819466666666667
"280","AronChupa","Hole in the Roof",4,"day",2,5.37283333333333
"281","Artur Andrus","Nazywali Go Marynarz – Szanta Narciarska",5,"day",1,2.666
"282","Artur Rojek","Syreny",8,"day",1,3.60733333333333
"283","Arush Mandal","Compassion",4,"night",1,3.53333333333333
"284","As De Trêfle","À L'oreille De Ta Femme",10,"day",1,3.07733333333333
"285","Asabea Wheeler","Eternalistic",11,"night",1,2.43333333333333
"286","Ascetoholix","Suczki",5,"day",1,4.9831
"287","Ascetoholix","Suczki",10,"day",1,4.9831
"288","Asster","MUSZĘ ZARABIAĆ",9,"day",1,3.3
"289","Asster","MUSZĘ ZARABIAĆ",10,"day",1,3.3
"290","Asster","TEREN",10,"day",1,2.86695
"291","Astro","Panda",5,"day",1,2.81821666666667
"292","Astro.Not","Aurora Borealis",4,"night",1,2.43013333333333
"293","Atlas Genius","If So",5,"day",1,3.00088333333333
"294","Atomic","Cztery osiemnastki",5,"day",1,3.18221666666667
"295","AURORA","Apple Tree",11,"day",1,2.15155
"296","AURORA","Cure For Me",11,"day",17,55.0045333333334
"297","AURORA","Cure For Me",11,"night",4,8.82605000000001
"298","AURORA","Cure For Me",12,"day",3,9.45736666666667
"299","AURORA","Cure For Me",12,"night",1,1.45753333333333
"300","AURORA","Runaway",9,"night",1,4.18933333333333
"301","AURORA","The Devil Is Human",11,"day",1,3.01021666666667
"302","Autoerotique","The Sound (feat. Major Lazer)",4,"day",1,1.6605
"303","Avicii","For A Better Day",6,"day",1,3.43443333333333
"304","Avicii","For A Better Day",7,"day",1,3.43443333333333
"305","Avicii","Hey Brother",7,"day",1,0.955433333333333
"306","Avicii","Levels - Radio Edit",7,"day",1,3.33176666666667
"307","Avicii","The Nights",5,"day",2,5.8886
"308","Avicii","The Nights",6,"day",1,1.72371666666667
"309","Avicii","The Nights",11,"day",1,1.43711666666667
"310","Avicii","Waiting For Love",6,"day",1,3.84355
"311","Avicii","Waiting For Love",7,"day",1,3.84355
"312","Avicii","Waiting For Love",8,"day",1,3.84355
"313","Avicii","Waiting For Love",11,"day",1,2.96463333333333
"314","Avicii","Waiting For Love",11,"night",1,3.84355
"315","Avicii","Wake Me Up",4,"day",1,4.12376666666667
"316","Avicii","Wake Me Up",5,"day",1,4.12376666666667
"317","B.J. Thomas","Raindrops Keep Fallin' on My Head - Rerecorded",6,"night",1,2.9691
"318","B.R.O","Mówiła mi",5,"day",1,3.39533333333333
"319","Baciary","Jak się bawią ludzie",5,"day",1,3.38438333333333
"320","Baciary","Siedem Czerwonych Róż",5,"day",1,3.5171
"321","Backstreet Boys","Everybody (Backstreet's Back) - Radio Edit",5,"day",1,2.0102
"322","Baimine","A Moment",4,"night",1,2.16666666666667
"323","Bajeranci","Suknie Kolorowe",10,"day",1,4.56021666666667
"324","Baltimora","Tarzan Boy",9,"day",8,34.8883166666667
"325","Bambo the Smuggler","Plata o Plomo II",1,"day",1,3.43775
"326","Bambo the Smuggler","Plata o Plomo II",7,"day",1,3.43775
"327","Bambo the Smuggler","Plata o Plomo II",8,"day",2,6.8755
"328","Bambo the Smuggler","Plata o Plomo II",10,"day",1,3.43775
"329","Band of Horses","Feud",5,"day",1,2.94688333333333
"330","Band of Horses","The Funeral",7,"night",1,5.36955
"331","Banes World","The Upper East",9,"night",1,2.76935
"332","Barbara Dunin","Cicha woda",3,"day",1,2.41155
"333","Barbara Gąsienica Giewont","Czy Pan To Wie?",3,"night",1,2.6971
"334","Barto Katt","Hardcore",1,"day",1,3.02221666666667
"335","Bastille","Oblivion",5,"day",1,3.27243333333333
"336","Bastille","Pompeii",6,"day",1,3.56911666666667
"337","Bastille","Weight Of Living, Pt. II",5,"day",1,2.914
"338","Bayer Full","Hej sokoly",5,"day",1,4.30473333333333
"339","beabadoobee","Coffee",6,"day",2,3.72573333333333
"340","Beach House","Space Song",2,"day",2,10.1837
"341","Beach House","Space Song",2,"night",2,10.6822
"342","Beach House","Space Song",3,"day",1,5.3411
"343","Beata Bednarz","Krąg życia",3,"day",2,7.96933333333334
"344","Beata Bednarz","Krąg życia",4,"day",4,15.9386666666667
"345","Beata Bednarz","Krąg życia",4,"night",2,7.96933333333334
"346","Beata Bednarz","Krąg życia",8,"day",1,3.98466666666667
"347","Beata Bednarz","Krąg życia",9,"day",1,3.98466666666667
"348","BeCeKa","90's",2,"day",1,2.7782
"349","BeCeKa","90's",3,"day",2,5.5564
"350","BeCeKa","90's",3,"night",1,2.7782
"351","BeCeKa","90's",7,"day",2,5.5564
"352","BeCeKa","90's",8,"day",1,2.7782
"353","BeCeKa","Bragga Stilo",3,"day",1,2.52395
"354","BeCeKa","Golden Boy",3,"day",2,2.99196666666667
"355","BeCeKa","Golden Boy",3,"night",1,1.19441666666667
"356","BeCeKa","Golden Boy",7,"day",1,2.99195
"357","BeCeKa","Medium Rare",3,"day",1,2.8707
"358","BeCeKa","Pergamin",3,"day",1,3.02678333333333
"359","BeCeKa","WHAT",3,"day",1,2.72275
"360","BeCeKa","WTF",3,"day",1,2.75566666666667
"361","BeCeKa","Zryta Głowa",3,"day",1,2.7651
"362","Becky G","MAMIII",3,"day",1,0.578766666666667
"363","Bedoes 2115","1998 (mam to we krwi)",9,"night",1,3.86888333333333
"364","Bedoes 2115","Chłopaki nie płaczą",8,"day",1,3.53
"365","Bedoes 2115","Chłopaki nie płaczą",9,"night",1,3.53
"366","Bedoes 2115","Chłopaki nie płaczą",12,"day",1,3.53
"367","Bedoes 2115","VOGUE",9,"day",3,10.90665
"368","Bedoes 2115","VOGUE",12,"day",1,3.63555
"369","Bedoes 2115","Wschód (lubię zapierdalać)",9,"day",1,2.33578333333333
"370","Bee Gees","Stayin Alive",12,"day",1,4.75621666666667
"371","Belmondawg","Aglio E Olio",1,"day",1,1.95
"372","Belmondawg","Aglio E Olio",3,"day",1,1.69773333333333
"373","Belmondawg","Followup",4,"day",1,2.61676666666667
"374","Belmondawg","Pappardelle all'arrabbiata",1,"day",4,7.75373333333333
"375","Belmondawg","Pappardelle all'arrabbiata",1,"night",2,4.54706666666666
"376","Belmondawg","Pappardelle all'arrabbiata",2,"day",2,4.52721666666666
"377","Belmondawg","Pappardelle all'arrabbiata",2,"night",1,2.27353333333333
"378","Belmondawg","Pappardelle all'arrabbiata",3,"day",2,4.54706666666666
"379","Belmondawg","Pappardelle all'arrabbiata",4,"day",6,12.1640166666666
"380","Belmondawg","Pappardelle all'arrabbiata",7,"day",2,4.54706666666666
"381","Belmondawg","Pappardelle all'arrabbiata",8,"day",2,4.54706666666666
"382","Belmondawg","Pappardelle all'arrabbiata",10,"day",1,2.27353333333333
"383","Belmondawg","Pappardelle all'arrabbiata",12,"day",1,2.27353333333333
"384","Belmondawg","Sto Lat",4,"day",6,11.3728166666667
"385","Belmondawg","Sto Lat",4,"night",1,2.12766666666667
"386","Belmondawg","Sto Lat",5,"day",1,1.89868333333333
"387","Belmondawg","Sto Lat",7,"day",1,2.12766666666667
"388","Belmondawg","Sto Lat",9,"day",1,1.62133333333333
"389","Belmondawg","Sto Lat",12,"day",1,1.92938333333333
"390","Belmondo","Dzień dobry",4,"day",1,1.89171666666667
"391","Belmondo","Dzień dobry",7,"day",1,2.306
"392","Belmondo","Dzień dobry",8,"day",2,4.612
"393","Belmondo","Dzień dobry",9,"night",1,2.306
"394","Belmondo","Dzień dobry",10,"day",1,2.306
"395","Belmondo","Dzień dobry",11,"day",1,1.0597
"396","Belmondo","Mobbyn.com",9,"night",1,1.06916666666667
"397","Ben E. King","Stand by Me",6,"day",3,9.00275000000001
"398","Ben E. King","Stand by Me",6,"night",2,6.00183333333334
"399","Ben E. King","Stand by Me",8,"day",1,3.00091666666667
"400","Ben E. King","Stand by Me",8,"night",1,2.92488333333333
"401","Benjin Blund","Cadeau",4,"night",1,3.15
"402","Benny Benassi","Satisfaction - Isak Original Extended",4,"day",1,4.7595
"403","Benny Benassi","Satisfaction - Isak Original Extended",4,"night",1,4.7595
"404","Benny Benassi","Satisfaction - Isak Original Extended",5,"day",2,3.45735
"405","Benny Benassi","Satisfaction - Isak Original Extended",5,"night",1,4.7595
"406","Benny Benassi","Satisfaction - Isak Original Extended",7,"day",1,4.7595
"407","Benny Benassi","Satisfaction - Uk Radio Edit",6,"day",1,1.28361666666667
"408","Benson Boone","In The Stars",4,"day",1,3.60683333333333
"409","Benzz","Je M'appelle",10,"day",2,4.65246666666666
"410","Benzz","Je M'appelle",10,"night",1,2.32623333333333
"411","Berlin Symphonic Orchestra","1812 Overture Op.49 - Finale",9,"day",1,3.8671
"412","Bérurier Noir","Commando Pernod",10,"day",2,3.28803333333333
"413","Bérurier Noir","Porcherie - Live",10,"day",1,3.816
"414","Bérurier Noir","Vive le feu",9,"day",1,4.37066666666667
"415","Bérurier Noir","Vive le feu",10,"day",3,13.112
"416","Bérurier Noir","Vive le feu",12,"day",1,4.37066666666667
"417","Beyoncé","Crazy In Love (feat. Jay-Z)",4,"day",1,3.93221666666667
"418","Białas","Drift",1,"night",2,5.55593333333334
"419","Białas","Drift",4,"night",1,2.77796666666667
