Unnamed: 0,title,titleUrl,channel,channelUrl,time,id,duration,views,likes,favorites,comments,channelSubscribers
5011,iPhone 14 - Apple is Creating an EPIC iPhone,https://www.youtube.com/watch?v=hhWwgNBCTeg,TechDroider,https://www.youtube.com/channel/UCdqs-ItofPRWvLm3mM1dNlg,2022-01-09T01:29:07.518Z,hhWwgNBCTeg,0 days 00:03:03,507195,5676,0,262,571000
5012,"S20+ 5G, but there's no 5G Antennas? #Shorts",https://www.youtube.com/watch?v=Znvz5CnwoCM,Phone Repair Guru,https://www.youtube.com/channel/UCCOrp7GPgZA8EGrbOcIAsyQ,2022-01-08T22:43:06.886Z,Znvz5CnwoCM,0 days 00:00:56,4710059,312214,0,12054,3580000
5013,muchas gracias aficion esto es para vosotros siuuuuuu con diferentes efectos,https://www.youtube.com/watch?v=74F2LR84pwc,Tino el pro,https://www.youtube.com/channel/UCgQIm8x8tykNUgmFjkepJzA,2022-01-08T22:42:30.617Z,74F2LR84pwc,0 days 00:00:35,749861,12652,0,229,2710
5014,"Idiota w BMW, drift i letnie opony w zimę XD dr",https://www.youtube.com/watch?v=2J-YAcIFtEc,KUDLATY,https://www.youtube.com/channel/UCNIkEY7qYQGXWGZA5-UD9OQ,2022-01-08T21:07:24.733Z,2J-YAcIFtEc,0 days 00:00:21,144799,1561,0,292,331
5015,Ice Climbers Nearly Killed When Massive Iceberg Rolls Over On Them,https://www.youtube.com/watch?v=n3k5QlQvdio,22 ShotGun,https://www.youtube.com/channel/UCFKA9Zu-Wn3GiBjjiMHBaBg,2022-01-08T21:06:30.564Z,n3k5QlQvdio,0 days 00:00:59,6577505,41391,0,10365,2210
5016,"Samsung Galaxy S22 - YES, THIS IS MIND BLOWING!",https://www.youtube.com/watch?v=nd6PJ2SjfL0,XEETECHCARE,https://www.youtube.com/channel/UCTqMx8l2TtdZ7_1A40qrFiQ,2022-01-08T21:00:33.332Z,nd6PJ2SjfL0,0 days 00:03:49,253126,7010,0,444,1690000
5017,iPhone 13 Pro Max Sierra Blue (256GB) ☁️ Unboxing + accessories ☁️ | ASMR,https://www.youtube.com/watch?v=A47FsmO14wo,Sis Knows,https://www.youtube.com/channel/UCXCJaAIhFwNxYdJNuuhOoNg,2022-01-08T20:59:59.781Z,A47FsmO14wo,0 days 00:11:25,1726425,30963,0,1103,7000
5018,ZoMbie Loot ONLY,https://www.youtube.com/watch?v=Wik7eJt2XQc,Ceeday,https://www.youtube.com/channel/UCZyxY8Q7xgUCXfFViWkjrSw,2022-01-08T20:58:03.295Z,Wik7eJt2XQc,0 days 00:07:54,11342511,269200,0,32128,7380000
5019,"iPhone 14 Pro, iPhone 14 Pro Max",https://www.youtube.com/watch?v=xqKLGbRO5Dc,#ios beta news,https://www.youtube.com/channel/UCHf-gtq00N5T-gV2D1Vu61w,2022-01-08T20:57:37.245Z,xqKLGbRO5Dc,0 days 00:01:13,1461820,25578,0,656,370000
5020,✨🌱 macbook air m1 (space gray) unboxing | accessories + case decoration 💻,https://www.youtube.com/watch?v=00Zghbf4fwE,shin,https://www.youtube.com/channel/UCNrkWccLIwV-sBdtkn0B05Q,2022-01-08T20:56:01.124Z,00Zghbf4fwE,0 days 00:10:13,1478529,41370,0,1321,883000
5021,"Gra, która zawładnęła życiem wielu seniorów. „To nie nałóg, to pasja” (UWAGA! TVN)",https://www.youtube.com/watch?v=Fj43xxRU-cs,Uwaga! TVN,https://www.youtube.com/channel/UCjv2XfvIlsdjKal8jxzgY5g,2022-01-08T20:54:45.383Z,Fj43xxRU-cs,0 days 00:05:14,569043,16470,0,1578,409000
5022,Office Impersonations - The Office US,https://www.youtube.com/watch?v=Bmu1n40bA4Y,The Office,https://www.youtube.com/channel/UCa90xqK2odw1KV5wHU9WRhg,2022-01-08T20:53:04.445Z,Bmu1n40bA4Y,0 days 00:08:11,3439688,66590,0,1193,2990000
5023,"Apple - Ok,  Now This Is Just Getting RIDICULOUS",https://www.youtube.com/watch?v=WaYqy1UFsDM,TechTalkTV,https://www.youtube.com/channel/UCst-PM5gRep0iCpCbGMf9LA,2022-01-08T20:48:06.573Z,WaYqy1UFsDM,0 days 00:03:54,574240,17664,0,2652,768000
5024,John Mayer - The Heart of Life - Intro and Solo - TAB's (Patreon),https://www.youtube.com/watch?v=aDGBwIjzL9E,Alex Berlakov,https://www.youtube.com/channel/UCUnEN_ngjyetx70TRynkPBQ,2022-01-08T19:24:30.681Z,aDGBwIjzL9E,0 days 00:00:44,34612,747,0,18,708
5025,Playing drums and bass on electric guitar? What a Wicked Game!,https://www.youtube.com/watch?v=7hiftZIbpC0,Feng E,https://www.youtube.com/channel/UCrD_XR5v2OlAC7uAbI-dLwA,2022-01-08T19:23:25.620Z,7hiftZIbpC0,0 days 00:04:49,48694,2023,0,74,759000
5026,How I Maintain 100% iPhone Battery Health,https://www.youtube.com/watch?v=oCLWutvG8T4,Brandon Butch,https://www.youtube.com/channel/UCpZy-Hfqcxf-R7nQzlv9Bvw,2022-01-08T19:21:02.242Z,oCLWutvG8T4,0 days 00:11:35,2171774,47493,0,4393,1000000
5027,Joyless Laughing Guy,https://www.youtube.com/watch?v=FFBRa8uqiHQ,Curly Jefferson,https://www.youtube.com/channel/UCEi3qg0HATi_J96UIFInZtw,2022-01-08T19:20:50.650Z,FFBRa8uqiHQ,0 days 00:00:12,1269021,89843,0,606,362
5028,Bonfire. Too much gas...oops,https://www.youtube.com/watch?v=o9qivobKE_c,tmort2,https://www.youtube.com/channel/UCdyUT1gm_a-Sdt0aN8O4IbA,2022-01-08T19:19:57.490Z,,,,,,,
5029,NIE PATRZ NA TE ZDJĘCIA! #shorts,https://www.youtube.com/watch?v=52CtxlamNjI,czvjnik,https://www.youtube.com/channel/UCvliEppWibW6wjerKuBXViA,2022-01-08T19:10:30.694Z,52CtxlamNjI,0 days 00:00:58,2435665,129478,0,427,1530000
5030,When you outsmart your boss...,https://www.youtube.com/watch?v=e3-sX8T-djk,Mansoor Codes,https://www.youtube.com/channel/UCdtys5fMiaI_NJPeshNzxMQ,2022-01-08T19:09:50.773Z,e3-sX8T-djk,0 days 00:00:40,6898097,299731,0,1657,244000
5031,Most Satisfying Trick Shot EVER! #trickshot,https://www.youtube.com/watch?v=nMpVDjT8Lx4,That'll Work,https://www.youtube.com/channel/UCja3KvshI_GvYMf9XjIwF4g,2022-01-08T19:09:30.061Z,nMpVDjT8Lx4,0 days 00:00:45,44860304,2791839,0,3827,2460000
5032,Ile trwa podróż Teslą Model 3 z CHORWACJI do POLSKI?🤔,https://www.youtube.com/watch?v=utyDKfqSp-I,Daniel Grzyb,https://www.youtube.com/channel/UCJoL0WKiqT_jrjuTIrLRRHg,2022-01-08T19:08:54.897Z,utyDKfqSp-I,0 days 00:00:36,2103789,50801,0,1051,52400
5033,Pentatonic Power Licks #shorts,https://www.youtube.com/watch?v=kNihwljNR0Q,Rick Beato,https://www.youtube.com/channel/UCJquYOG5EL82sKTfH9aMA9Q,2022-01-08T19:08:30.846Z,kNihwljNR0Q,0 days 00:00:37,391527,20035,0,326,3320000
5034,iPhone 13 Charge Test: 20W vs 12W vs 5W (Apple),https://www.youtube.com/watch?v=UXBKtpsbXlk,UltimateiDeviceVids,https://www.youtube.com/channel/UCS6spT8VqG6iXxi7ZUXFSLA,2022-01-08T16:27:45.546Z,UXBKtpsbXlk,0 days 00:07:21,775450,14088,0,1059,94600
5035,Myślał że zajechał mi drogę i przeprosił - bardzo miłe zachowanie!,https://www.youtube.com/watch?v=QCG6OYVnFJk,Warszawscy Kierowcy,https://www.youtube.com/channel/UCmayn4ievlpDOHgRSIA6w9g,2022-01-08T16:26:15.782Z,QCG6OYVnFJk,0 days 00:00:36,431567,2981,0,203,202
5036,What is a rotationplasty?,https://www.youtube.com/watch?v=zuMH3u0OLhA,MD Anderson Cancer Center,https://www.youtube.com/channel/UCMla9EyQDlPXUBsWOwmMqZg,2022-01-08T16:24:40.359Z,zuMH3u0OLhA,0 days 00:01:41,19681230,249167,0,10612,166000
5037,iPhone 13 PRO MOTION: Can People Tell The Difference?? (120Hz vs 60Hz),https://www.youtube.com/watch?v=17bjQQWXE44,Joshua Chang,https://www.youtube.com/channel/UCklLqgV4VVXZyM3lXITC-Fw,2022-01-08T16:21:21.641Z,17bjQQWXE44,0 days 00:08:02,584031,22626,0,2316,130000
5038,My Minimalist Everyday Carry | EDC 2021,https://www.youtube.com/watch?v=gcDBHIo4sf4,Nubelson Fernandes,https://www.youtube.com/channel/UC0kP3MzeS1re1XqQ7ebKIrA,2022-01-08T16:08:29.013Z,gcDBHIo4sf4,0 days 00:05:58,20365,657,0,44,483
5039,iPhone 13 vs iPhone 6s Speed Test,https://www.youtube.com/watch?v=QaFXzyJgM7w,UltimateiDeviceVids,https://www.youtube.com/channel/UCS6spT8VqG6iXxi7ZUXFSLA,2022-01-08T16:02:25.831Z,QaFXzyJgM7w,0 days 00:06:50,3042739,33084,0,2609,94600
5040,Trzydaniowy obiad dla czterech osób za 50 złotych [WYZWANIE] | 'Ni mom pojęcia co robię',https://www.youtube.com/watch?v=Sqo1GKUNJ4k,mietczynski,https://www.youtube.com/channel/UCZP_DXnKgfs_ZX3RHVmu6qQ,2022-01-08T15:52:24.297Z,Sqo1GKUNJ4k,0 days 00:27:16,352657,16543,0,855,879000
5041,Samsung's Genius Galaxy S22 Ultra Strategy - Goodbye iPhone,https://www.youtube.com/watch?v=Wj2hki4mDMU,sakitech,https://www.youtube.com/channel/UCKlOmM_eB0nzTNiDFZibSSA,2022-01-08T15:47:25Z,Wj2hki4mDMU,0 days 00:06:16,148750,4599,0,682,1270000
5042,Realme GT 2 Pro - The Record-Breaking 2022 Flagship⚡️,https://www.youtube.com/watch?v=MKbIHOvtVJg,Mrwhosetheboss,https://www.youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA,2022-01-08T15:41:24.532Z,MKbIHOvtVJg,0 days 00:10:27,4277302,184760,0,9655,13100000
5043,Autobahn Crash (fast) [windows XP meme],https://www.youtube.com/watch?v=YxH7jG8Gi68,BMW - Racer,https://www.youtube.com/channel/UC0vgrn0tPOWyyBjNxrq3Mbw,2022-01-08T15:40:52.776Z,YxH7jG8Gi68,0 days 00:00:11,212094,3555,0,222,335
5044,Adrian Solano - Worst cross country skier ever?,https://www.youtube.com/watch?v=AVcsaDha2m4,Sopel,https://www.youtube.com/channel/UChey1jSuZOtF_omql2aMQ5A,2022-01-08T15:40:13.482Z,AVcsaDha2m4,0 days 00:02:21,6456263,45256,0,5870,5420
5045,Jokes That Will Get You Cancelled In 2022 - How I Met Your Mother,https://www.youtube.com/watch?v=q0ytQP14l1Y,Oscar Stinson,https://www.youtube.com/channel/UCqj-7XzxhgL14RKORG1UIrw,2022-01-08T15:39:17.495Z,q0ytQP14l1Y,0 days 00:05:20,2451340,54885,0,3418,190000
5046,"""Africa"" Harmony Breakdown! 🌍 🎶 #shorts",https://www.youtube.com/watch?v=tDxTtE3wBy8,Chase Holfelder,https://www.youtube.com/channel/UCS1qGIA0306vV8aisea4BLQ,2022-01-08T15:38:28.457Z,tDxTtE3wBy8,0 days 00:00:52,2935367,113686,0,1868,795000
5047,Czy tylko mnie to przeraża? #shorts,https://www.youtube.com/watch?v=uMV0_tjy-Q0,Simon Losik,https://www.youtube.com/channel/UCnPL0ZZ3GKcrvn92AudEKSA,2022-01-08T15:38:24.444Z,uMV0_tjy-Q0,0 days 00:00:20,1921863,74019,0,485,409000
5048,Dlaczego Na Produktach Apple Jest Zawsze 9:41?,https://www.youtube.com/watch?v=-xy-ODNIAGw,Mateusz Krawczyk,https://www.youtube.com/channel/UCvb_3WrGri7dqKP2j-EvcDA,2022-01-08T15:36:58.234Z,#NAME?,0 days 00:00:50,752670,26970,0,109,391000
5049,When Airlines Start Weighing People #Shorts,https://www.youtube.com/watch?v=yE6m2N_oJQY,Chewkz,https://www.youtube.com/channel/UC2z8HLrUbudYX_fTyLzpptw,2022-01-08T15:36:43.622Z,yE6m2N_oJQY,0 days 00:00:46,34258176,2173320,0,5419,2600000
5050,Lindt Chocolate factory in Switzerland hands out chocolate samples in a very cool way!,https://www.youtube.com/watch?v=6yMpoOA9W1c,BVIRAL,https://www.youtube.com/channel/UCBsL0f1FZylqqhuKs5jhXCQ,2022-01-08T15:36:38.478Z,6yMpoOA9W1c,0 days 00:00:40,24914650,1440159,0,5156,1490000
5051,the FASTEST keyboard ever made (better than apex pro),https://www.youtube.com/watch?v=kA1EyKSYiQA,boardzy,https://www.youtube.com/channel/UCEU0crveYv09WSOu5oHVhFg,2022-01-08T15:35:53.570Z,kA1EyKSYiQA,0 days 00:00:25,5578306,195008,0,2539,181000
5052,Strangers basketball fail compilation 🏀 !,https://www.youtube.com/watch?v=4jcEl-ArRqs,Tuvok12,https://www.youtube.com/channel/UCeJQ-3Bs7AAN5m8HUbHG4-g,2022-01-08T15:35:00.405Z,4jcEl-ArRqs,0 days 00:00:29,199155375,13222703,0,30863,4600000
5053,Tej Ciekawostki o Apple Pewnie Nie Znaliście 🤭,https://www.youtube.com/watch?v=j_Fn7j-XaOk,Mateusz Krawczyk,https://www.youtube.com/channel/UCvb_3WrGri7dqKP2j-EvcDA,2022-01-08T15:34:25.855Z,j_Fn7j-XaOk,0 days 00:00:35,593410,22705,0,58,391000
5054,TELEWIZJA ZAWSZE,https://www.youtube.com/watch?v=NYC28nlybSI,AbstrachujeTV,https://www.youtube.com/channel/UCTISYi9ABujrrI1Slg3ZDBA,2022-01-08T15:33:49.676Z,NYC28nlybSI,0 days 00:00:14,248927,11548,0,115,3390000
5055,Gordon Ramsay Gets Egged by Tilly,https://www.youtube.com/watch?v=p3szeghJNA8,Gordon Ramsay,https://www.youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ,2022-01-08T15:33:41.037Z,p3szeghJNA8,0 days 00:00:18,12663535,422063,0,13985,19700000
5056,The Double Standard #shorts,https://www.youtube.com/watch?v=UgvoHbV_0Mg,Kallmekris,https://www.youtube.com/channel/UCiciOsypkXcqSFqSPd-NRVA,2022-01-08T15:32:44.446Z,UgvoHbV_0Mg,0 days 00:00:44,34404402,2190957,0,21147,8280000
5057,Do Triangles Have Four Sides? #shorts,https://www.youtube.com/watch?v=cFd2c5txIvo,Vsauce,https://www.youtube.com/channel/UC6nSFpj9HTCZ5t-N3Rm3-HA,2022-01-08T15:31:45.469Z,cFd2c5txIvo,0 days 00:00:59,12670013,644586,0,12513,18400000
5058,iPhone SE 3: INTERESTING!,https://www.youtube.com/watch?v=4_Qe0zdclX0,Simple Alpaca,https://www.youtube.com/channel/UCy1PnKNVtEG-SfSzyIfnvrA,2022-01-08T15:30:37.629Z,4_Qe0zdclX0,0 days 00:03:01,25899,720,0,84,443000
5059,My Everyday Tech: 2022!,https://www.youtube.com/watch?v=-pTGc7cIBIA,Marques Brownlee,https://www.youtube.com/channel/UCBJycsmduvYEL83R_U4JriQ,2022-01-08T15:11:41.378Z,#NAME?,0 days 00:14:20,4718125,143370,0,5929,16600000
5060,Co mam na moim MacBooku Air M1,https://www.youtube.com/watch?v=IN9sbmYwd8A,PuszkaTech,https://www.youtube.com/channel/UCJdzLgomDYH6_tZpxRKUMQw,2022-01-08T15:10:49.959Z,IN9sbmYwd8A,0 days 00:19:40,23382,675,0,262,6150
5061,Don't ever use THIS PRESET😡,https://www.youtube.com/watch?v=CwtGhG1PFAA,Ceeday,https://www.youtube.com/channel/UCZyxY8Q7xgUCXfFViWkjrSw,2022-01-08T15:08:14.347Z,CwtGhG1PFAA,0 days 00:09:21,6154404,116643,0,5185,7380000
5062,Czym jest “Czarna Kropka” w iPhone’ie i Jak Ją Wykorzystać?📲,https://www.youtube.com/watch?v=n5YAuLo3XVg,Mateusz Krawczyk,https://www.youtube.com/channel/UCvb_3WrGri7dqKP2j-EvcDA,2022-01-08T15:07:31.230Z,n5YAuLo3XVg,0 days 00:00:38,25577,706,0,9,391000
5063,$500 To The First Stranger To Obey My Simon Says 😂 #shorts,https://www.youtube.com/watch?v=Pm6YueySGOU,Jimmy Darts,https://www.youtube.com/channel/UC2BoMmoR5HSmz5-oS8_1ENw,2022-01-07T18:51:20.637Z,Pm6YueySGOU,0 days 00:00:59,20419654,1692441,0,5991,2360000
5064,If Fallout Was Real Life...,https://www.youtube.com/watch?v=7GMVOA6Ov4I,NicsNite,https://www.youtube.com/channel/UCoWliOvugpnkRXzjHXWiO3w,2022-01-07T18:50:59.922Z,7GMVOA6Ov4I,0 days 00:00:20,22768050,1211409,0,9325,941000
5065,VENDING MACHINE ONLY RAGE,https://www.youtube.com/watch?v=xoQpW-a578o,Ceeday,https://www.youtube.com/channel/UCZyxY8Q7xgUCXfFViWkjrSw,2022-01-07T18:41:21.211Z,xoQpW-a578o,0 days 00:13:47,10383467,127439,0,6008,7380000
5066,14. Długość odcinka [matura poprawkowa z matematyki 2011],https://www.youtube.com/watch?v=SY0hKxW7fZ0,Matemaks,https://www.youtube.com/channel/UCxwq89z7GG6aWh29cUFF81A,2022-01-07T11:08:38.200Z,SY0hKxW7fZ0,0 days 00:02:18,125736,346,0,6,376000
5067,Jak wymienić baterie w pilocie Seat Leon 5f,https://www.youtube.com/watch?v=65jggaF8TrQ,rtwcw,https://www.youtube.com/channel/UCyS89y7arQHCKQRHlb3hEqA,2022-01-07T09:07:09.792Z,65jggaF8TrQ,0 days 00:01:09,13548,81,0,20,2510
5068,iPhone 13 - Complete Beginners Guide,https://www.youtube.com/watch?v=lEKfxCeBJP0,AppFind,https://www.youtube.com/channel/UCw185nSrRQ8kW1uFO4l0CFg,2022-01-07T08:19:23.410Z,lEKfxCeBJP0,0 days 00:52:41,981256,13176,0,384,558000
5069,"Google Pixel 6 Pro ""Real Review""",https://www.youtube.com/watch?v=3FfbXHeWcH0,Flossy Carter,https://www.youtube.com/channel/UCFfCqe7b9YiDk2ZiAG8UIGA,2022-01-07T01:52:01.476Z,3FfbXHeWcH0,0 days 01:34:58,823293,24211,0,5208,1880000
5070,They said NO BUILDING challenge was hard...,https://www.youtube.com/watch?v=LO4CyEPy53I,Ceeday,https://www.youtube.com/channel/UCZyxY8Q7xgUCXfFViWkjrSw,2022-01-07T01:50:56.104Z,LO4CyEPy53I,0 days 00:10:36,17617224,307055,0,44743,7380000
5071,The Grammy Song of the Year List…Are These REALLY The Best? (Rant),https://www.youtube.com/watch?v=fLB2FSLp4Ec,Rick Beato,https://www.youtube.com/channel/UCJquYOG5EL82sKTfH9aMA9Q,2022-01-07T01:48:01.806Z,fLB2FSLp4Ec,0 days 00:19:52,1268600,56132,0,14219,3320000
5072,BEST OF THE DOOO 2021!,https://www.youtube.com/watch?v=JoQP37KYiG8,TheDooo,https://www.youtube.com/channel/UCPKgIhTC3BdkAwMw6s-GEug,2022-01-07T01:47:42.637Z,JoQP37KYiG8,0 days 01:55:27,6377575,162257,0,7570,6100000
5073,pov IPHONE 13 PRO night PHOTOGRAPHY  - LONDON streets,https://www.youtube.com/watch?v=XMiX8so4U1Q,OpticalWander,https://www.youtube.com/channel/UC7o64rkXin-ZS_gU6_pBDvA,2022-01-07T01:38:49.975Z,XMiX8so4U1Q,0 days 00:13:12,257518,7202,0,271,122000
5074,Joyless Laughing Guy,https://www.youtube.com/watch?v=FFBRa8uqiHQ,Curly Jefferson,https://www.youtube.com/channel/UCEi3qg0HATi_J96UIFInZtw,2022-01-07T01:38:02.613Z,FFBRa8uqiHQ,0 days 00:00:12,1269021,89843,0,606,362
5075,Jędrzejczyk sprawdziła Dawida w oktagonie! #Ciężarówką_przez_Stany,https://www.youtube.com/watch?v=0TrBY_aXFhc,TVN Turbo,https://www.youtube.com/channel/UCfsSoUSQzUimrjKhAKmshDQ,2022-01-07T01:35:40.418Z,0TrBY_aXFhc,0 days 00:03:16,96293,1376,0,52,595000
5076,Madison beer makes fun of David Dobrik,https://www.youtube.com/watch?v=YiCAZv_9lq4,DD SHORTS,https://www.youtube.com/channel/UC8ae2Fgdzvmrg-IxQrA9GOQ,2022-01-07T01:33:53.480Z,YiCAZv_9lq4,0 days 00:00:06,3425586,198262,0,867,4650
5077,Kanye West will buy the entire Earth,https://www.youtube.com/watch?v=D6Pf55CjDos,zerodeaths,https://www.youtube.com/channel/UCjZVd6P6v_mHm7dP4UfjTLg,2022-01-07T00:49:18.782Z,D6Pf55CjDos,0 days 00:01:04,173230,4991,0,210,4240
5078,Playing the FORBIDDEN RIFF in guitar center,https://www.youtube.com/watch?v=0Fy0ojDCrow,Aidan James,https://www.youtube.com/channel/UCTO_Q_AXPGbDzvGrcVXnleQ,2022-01-06T23:45:00.430Z,0Fy0ojDCrow,0 days 00:00:49,26522270,1496103,0,9125,246000
5079,I LOOK LIKE A CRACKHEAD BUT I DID IT,https://www.youtube.com/watch?v=vQU_XEaBnZ8,Chaz Smith,https://www.youtube.com/channel/UCYtkAd9sMy7rafLtUdQ1drg,2022-01-06T23:44:10.996Z,vQU_XEaBnZ8,0 days 00:00:50,59031993,3583467,0,13710,932000
5080,Has A Battery Ever Exploded On Me?💥 #Shorts,https://www.youtube.com/watch?v=QeZfyErmng0,Phone Repair Guru,https://www.youtube.com/channel/UCCOrp7GPgZA8EGrbOcIAsyQ,2022-01-06T23:43:46.739Z,QeZfyErmng0,0 days 00:00:24,1281118,88868,0,752,3580000
5081,The Office Goodbye My Lover,https://www.youtube.com/watch?v=kCERKkirTxg,FilleHockey,https://www.youtube.com/channel/UCgnGqMGKGaf639uTqKOfFaA,2022-01-06T23:39:47.705Z,kCERKkirTxg,0 days 00:01:21,161149,2008,0,69,1790
5082,Goodbye My Lover- Michael Scott (The Office),https://www.youtube.com/watch?v=HMuv1Z_kCUY,MrOmBest,https://www.youtube.com/channel/UChEtVl8USm2m7ZHwMCPBIMQ,2022-01-06T23:39:15.826Z,HMuv1Z_kCUY,0 days 00:00:28,463698,4016,0,114,58
5083,Naprawa MacBook Gdynia Wrocław Warszawa Gdzie naprawić Maca Poznań po zalaniu Gdańsk Rzeszów Łódź,https://www.youtube.com/watch?v=ydqCl4Bekrw,ZbitaSzybka,https://www.youtube.com/channel/UC7DM9X8muwfbtqQLGvkcHTQ,2022-01-06T20:45:53.447Z,ydqCl4Bekrw,0 days 00:00:57,5080570,242622,0,501,140000
5084,Who Sent Me This Unexpected Mail-In ? #Shorts,https://www.youtube.com/watch?v=HkhFTag9-Cc,Phone Repair Guru,https://www.youtube.com/channel/UCCOrp7GPgZA8EGrbOcIAsyQ,2022-01-06T20:44:55.221Z,HkhFTag9-Cc,0 days 00:00:57,2279798,192908,0,1255,3580000
5085,TAC on CRAC,https://www.youtube.com/watch?v=PQasx-9ixbI,Ceeday,https://www.youtube.com/channel/UCZyxY8Q7xgUCXfFViWkjrSw,2022-01-06T20:11:44.568Z,PQasx-9ixbI,0 days 00:11:03,12670276,575050,0,48338,7380000
5086,iPhone 13 mini Pink vs iPhone SE first generation Rose gold,https://www.youtube.com/watch?v=eq_ijhMe8KI,Emma Sharp,https://www.youtube.com/channel/UCtjL5M8SHI__e89KIPIDI8A,2022-01-06T20:07:00.971Z,eq_ijhMe8KI,0 days 00:00:50,102292,1513,0,72,103
5087,Apple CarPlay: Co potrafi i jak go używać ?,https://www.youtube.com/watch?v=SzCcvVWG5Lw,PC World,https://www.youtube.com/channel/UCzwx8RKHLGTUTF617k2h1bg,2022-01-06T19:12:25.308Z,SzCcvVWG5Lw,0 days 00:10:55,58916,281,0,18,9150
5088,"Jak działa Android Auto? Co potrzebujesz, by go używać? KŚ wyjaśnia",https://www.youtube.com/watch?v=P2nl2OHmvx0,Komputer Świat,https://www.youtube.com/channel/UC90BoNcD4sBLNr6isweUExQ,2022-01-06T19:09:53.213Z,P2nl2OHmvx0,0 days 00:08:03,64544,641,0,44,111000
5089,Siri vs Bixby vs Google Assistant - Accuracy and Speed Test,https://www.youtube.com/watch?v=-zGSW05pOto,TechNick,https://www.youtube.com/channel/UCK81mcGq-hLp3oqYG6dOcaw,2022-01-06T18:39:16.833Z,#NAME?,0 days 00:10:43,222218,8696,0,976,412000
5090,How to get a girlfriend 101,https://www.youtube.com/watch?v=4tzwFGLrno0,Captain Cuber,https://www.youtube.com/channel/UCo5DLltLZGE5NbkEbu_sgBg,2022-01-06T18:26:37.682Z,4tzwFGLrno0,0 days 00:00:55,94713597,5589007,0,7607,1120000
