title;titleUrl;channel;channelUrl;time;id;duration;views;likes;favorites;comments;channelSubscribers
Benzema to parodysta, Real jest trzeciorzędny, a Mbippi...;https://www.youtube.com/watch?v=_kXWbqWEmII;Footroll;https://www.youtube.com/channel/UCxmalaHMEL83ixpIwWfRZjg;2022-10-20T15:29:11.864Z;_kXWbqWEmII;0 days 00:10:18;67713;4690;0;308;512000
Benzema to parodysta, Real jest trzeciorzędny, a Mbippi...;https://www.youtube.com/watch?v=_kXWbqWEmII;Footroll;https://www.youtube.com/channel/UCxmalaHMEL83ixpIwWfRZjg;2022-10-19T17:06:09.021Z;_kXWbqWEmII;0 days 00:10:18;67713;4690;0;308;512000
Far too young to be a widow forever! | Daenerys Targaryen & Xaro Xhoan Daxos | Game of Thrones;https://www.youtube.com/watch?v=CBOVnVpuzsQ;One Perfect Moment;https://www.youtube.com/channel/UCYZqtziEeN3xW1LMCJMHPCw;2022-10-19T17:05:48.296Z;CBOVnVpuzsQ;0 days 00:00:31;1284842;65005;0;233;318000
Joffrey, Arya, Sansa Direwolf and Butcher Boy Scene - Game of Thrones 1x02 (HD);https://www.youtube.com/watch?v=d7YYu3ANyh0;ExploreWesteros;https://www.youtube.com/channel/UCwIYrGnB-cOMdfvheTUgIuA;2022-10-19T10:31:45.974Z;d7YYu3ANyh0;0 days 00:02:29;3163740;10408;0;1671;53200
FAILS & Mistakes Moments;https://www.youtube.com/watch?v=UC7tF0b98Xo;Sir Alex;https://www.youtube.com/channel/UC1NaxAHgXHhkjqHn9zXSeMw;2022-10-19T07:16:26.012Z;UC7tF0b98Xo;0 days 00:11:09;863284;6399;0;77;1110000
LA HORA DE LOS GUAPOS 🤷🏻;https://www.youtube.com/watch?v=lDvaYd0Y2aw;Erick Barker;https://www.youtube.com/channel/UCTXoHbnIolPITu0eQZMOphg;2022-10-18T21:49:26.225Z;lDvaYd0Y2aw;0 days 00:00:46;48781;3469;0;302;85100
(No) Todo son banderas rojas. #gotitasdepoliamor #amemoseticamente #redflags #greenflags;https://www.youtube.com/watch?v=-U0zXhILvgk;Gotitas de Poliamor;https://www.youtube.com/channel/UCnHsHwhMvNVFvjEo6_EodPg;2022-10-18T21:49:24.784Z;-U0zXhILvgk;0 days 00:00:56;569;60;0;0;9990
Single Mom Expert PROVES why you should NEVER Date a Single Mom!;https://www.youtube.com/watch?v=u_PagduZwTE;21 Studios;https://www.youtube.com/channel/UCuErSr7xeR763BzTJL7yJ7A;2022-10-18T21:49:11.987Z;u_PagduZwTE;0 days 00:01:00;305657;14123;0;1563;517000
In A Relationship The Red Flags You Initially Ignore Only Become A Bigger Problem Later On |Mgtow;https://www.youtube.com/watch?v=2utdviuCQLo;Brutally Honest Goodbread;https://www.youtube.com/channel/UCxHpCyBoYy94huWMOVlMpag;2022-10-18T21:49:10.968Z;2utdviuCQLo;0 days 00:00:27;241;3;0;1;5420
Worst date in NYC;https://www.youtube.com/watch?v=sbNacAs_FZQ;Pitch Social;https://www.youtube.com/channel/UC26gysdyOjzemNovV5kVFIw;2022-10-18T21:48:50.305Z;sbNacAs_FZQ;0 days 00:00:25;1536;19;0;0;651
*Girls 101 🍑 #shorts #playgirl #toxic #toxicrelationships #relatable #redflags #datingcoach #dating;https://www.youtube.com/watch?v=dhvBb7WBuQs;Confidence Chris;https://www.youtube.com/channel/UCIN_CyvX84bn18D_RgEn0Yw;2022-10-18T21:48:25.314Z;dhvBb7WBuQs;0 days 00:01:00;2539;107;0;12;2540
Common Dating Red Flags and How To Not Waste Your Time;https://www.youtube.com/watch?v=djlf3GivHm4;Allana Pratt;https://www.youtube.com/channel/UCW3uEuYXrUpM5ayx-xYzq-g;2022-10-18T21:48:23.875Z;djlf3GivHm4;0 days 00:00:31;320;17;0;0;28800
I Hate Cats #toxicmasculinity #redflags #datingadvice;https://www.youtube.com/watch?v=qcnnk1H8mbg;The Speech Prof;https://www.youtube.com/channel/UCWGRQoP72M-Mq2gO73K7Y7Q;2022-10-18T21:46:55.554Z;qcnnk1H8mbg;0 days 00:00:18;15321;1344;0;123;200000
"""𝙄𝘾𝙃 𝙁𝙇𝙄𝙋 𝘼𝙐𝙎"" 🙄😜😂";https://www.youtube.com/watch?v=BBHDqa5oUxY;Tiktoksophi;https://www.youtube.com/channel/UCM2IUWT-96O6eaVoMP0C8eQ;2022-10-18T21:46:44.904Z;BBHDqa5oUxY;0 days 00:00:19;53808;3420;0;16;29800
Red flags of a Toxic VC;https://www.youtube.com/watch?v=B6K7C5kND2o;Venture Capital;https://www.youtube.com/channel/UCtPaub_8VrJ8gWj5RXcdYkw;2022-10-18T21:46:43.381Z;B6K7C5kND2o;0 days 00:00:33;593;7;0;4;1480
#redflags u kobiet;https://www.youtube.com/watch?v=4u9kknDxR7Y;Druga Strona Medalu;https://www.youtube.com/channel/UCwye-GdtjPVDX39-hKqvflg;2022-10-18T21:39:45.009Z;4u9kknDxR7Y;0 days 00:00:26;354522;6468;0;746;69200
SIDEMEN BEST MOMENTS | LOGAN'S BEST CONVERSATION;https://www.youtube.com/watch?v=4ZWOj--8iiE;AMILYFUY EDITZ;https://www.youtube.com/channel/UCdZI_oHv4xvNfCAZ1lO2Hsw;2022-10-18T21:39:19.039Z;;;;;;;
F.R.I.E.N.D.S || Ross: This Back In My Pocket, Pretend That Didn’t Happen. #shorts #friends #funny;https://www.youtube.com/watch?v=8zwE7hA-gFA;Sitcom hub;https://www.youtube.com/channel/UCcwFMBgoVDFe7_qNwXv-J9A;2022-10-18T21:38:27.667Z;8zwE7hA-gFA;0 days 00:00:53;3579903;215419;0;881;87800
"Samwell ""SIGMA"" Blackwood";https://www.youtube.com/watch?v=EZO8ldwx3pA;Flaccid Phoenix;https://www.youtube.com/channel/UCk8jX-i6zD2P92kHVcO0qhg;2022-10-18T21:37:29.444Z;EZO8ldwx3pA;0 days 00:00:24;3771959;192293;0;1932;7430
$2000 NYC apartment #shorts #nyc;https://www.youtube.com/watch?v=ot6Y3IQa4Dc;CALEB SIMPSON;https://www.youtube.com/channel/UCOrE6g6E4HwdUWaZeITOAaQ;2022-10-18T21:36:58.944Z;ot6Y3IQa4Dc;0 days 00:00:55;27734758;1549842;0;9205;1720000
Varys coming to visit Ned Stark in Kingslandings dungeon #gameofthrones #shorts #nedstark PART 2;https://www.youtube.com/watch?v=eNf4sIzc4Os;SeriesFilm Shorts;https://www.youtube.com/channel/UCTPvgol2w5AIC_FMCmDZDTg;2022-10-18T21:36:57.794Z;eNf4sIzc4Os;0 days 00:00:59;252337;12228;0;60;42600
DON'T Make This Same Mistake While Dating!;https://www.youtube.com/watch?v=XbmDGNaJQeo;Connect Perfectly;https://www.youtube.com/channel/UCybnGrgBKhwd1Jk11o82dNw;2022-10-18T21:36:42.845Z;XbmDGNaJQeo;0 days 00:00:07;6601;110;0;1;10000
There Will Be No Bedding Ceremony - Tyrion Lannister;https://www.youtube.com/watch?v=LCzW96yHF5E;Psycho Legends;https://www.youtube.com/channel/UCXwN4a6SZNuZMRX8RjsJ6fw;2022-10-18T21:35:52.809Z;LCzW96yHF5E;0 days 00:00:52;5034630;433582;0;1528;87100
"Matt Walsh Fierce debate with ""non-binary"" couple..When your 4 year old comes and says am a girl..🤔";https://www.youtube.com/watch?v=XcrMgO1hdaI;The Psychologist;https://www.youtube.com/channel/UCgaQTZNWEA_Li8PLnsQUHKw;2022-10-18T21:34:16.591Z;;;;;;;
What did Jon want the night before he died? | Eddard Ned Stark and Grand Maester | Game of Thrones;https://www.youtube.com/watch?v=8_UPJl9c8Os;One Perfect Moment;https://www.youtube.com/channel/UCYZqtziEeN3xW1LMCJMHPCw;2022-10-18T21:34:15.801Z;8_UPJl9c8Os;0 days 00:00:57;610973;22479;0;151;318000
Mike 🥶 | Better Call Saul #Shorts;https://www.youtube.com/watch?v=rvyda0DThu0;NQ Films;https://www.youtube.com/channel/UCbnSOGRJuBa4Vn0aNknqIMw;2022-10-18T21:32:00.265Z;rvyda0DThu0;0 days 00:00:54;73398884;4124162;0;17766;426000
How Rich People Don't Pay Taxes | Robert Kiyosaki;https://www.youtube.com/watch?v=HWDgLyaYHyM;Financian;https://www.youtube.com/channel/UC0Cyf-sOPE0AGY41I6andkQ;2022-10-18T21:31:57.573Z;HWDgLyaYHyM;0 days 00:00:49;10347702;356726;0;9810;581000
F.R.I.E.N.D.S || Chandler: Oh, We Could Do This All Day. #shorts #friends #funny #sitcom #comedy;https://www.youtube.com/watch?v=kZhjzAS2Tvw;Sitcom hub;https://www.youtube.com/channel/UCcwFMBgoVDFe7_qNwXv-J9A;2022-10-18T21:31:00.948Z;kZhjzAS2Tvw;0 days 00:00:56;9269987;742295;0;1000;87800
$48,000 NYC apartment #shorts #nyc;https://www.youtube.com/watch?v=SRcU1swz7MQ;CALEB SIMPSON;https://www.youtube.com/channel/UCOrE6g6E4HwdUWaZeITOAaQ;2022-10-18T21:30:07.235Z;SRcU1swz7MQ;0 days 00:00:52;59439623;3829966;0;24825;1720000
Big Boy 🍔 | TBBT #Shorts;https://www.youtube.com/watch?v=LIFzAZ-9PX0;The Moment Shorts;https://www.youtube.com/channel/UCduFWz7skWJZ00TZ-gJFHPA;2022-10-18T21:30:04.920Z;LIFzAZ-9PX0;0 days 00:00:58;17180268;1179773;0;1112;148000
Jaime Lannister and Ser Brynden Tully face each other| GAME OF THRONES|;https://www.youtube.com/watch?v=7IwXuDjbqbw;Saldo;https://www.youtube.com/channel/UCfMnh2SEWym0DJsWq4pY0mA;2022-10-18T21:29:14.836Z;;;;;;;
Pleasure to meet you #Sherlock #Shorts;https://www.youtube.com/watch?v=3hSd_uY7ZyU;The Moment Shorts;https://www.youtube.com/channel/UCduFWz7skWJZ00TZ-gJFHPA;2022-10-18T21:28:24.760Z;3hSd_uY7ZyU;0 days 00:00:31;1908538;143423;0;271;148000
kobieta niszczy feministki;https://www.youtube.com/watch?v=GLFAI7g1Ir4;Druga Strona Medalu;https://www.youtube.com/channel/UCwye-GdtjPVDX39-hKqvflg;2022-10-18T21:26:59.730Z;GLFAI7g1Ir4;0 days 00:01:01;584552;13645;0;1060;69200
$3100 NYC apartment #shorts #nyc;https://www.youtube.com/watch?v=PAT_QGMPxgY;CALEB SIMPSON;https://www.youtube.com/channel/UCOrE6g6E4HwdUWaZeITOAaQ;2022-10-18T21:25:14.782Z;PAT_QGMPxgY;0 days 00:00:58;29836641;2294833;0;23228;1720000
She Is No Longer Yours To Torment - Tyrion Lannister;https://www.youtube.com/watch?v=iR0vy45tvjc;Psycho Legends;https://www.youtube.com/channel/UCXwN4a6SZNuZMRX8RjsJ6fw;2022-10-18T21:24:32.211Z;iR0vy45tvjc;0 days 00:00:40;4180490;260882;0;796;87100
Family guy - weight limit on this coaster;https://www.youtube.com/watch?v=sEmWgOCwKG0;Family guy daily clips;https://www.youtube.com/channel/UCOcSe_6uMZ8kpGVg0Z7sJ3g;2022-10-18T21:24:13.135Z;sEmWgOCwKG0;0 days 00:00:13;33895;1546;0;5;18000
What issue is never being talked about? Jordan Peterson #shorts #jordanpeterson;https://www.youtube.com/watch?v=YDSAXPaGFTA;Up Your Knowledge;https://www.youtube.com/channel/UCO1aavHrk2REHKVEemiEfYg;2022-10-18T21:24:05.993Z;YDSAXPaGFTA;0 days 00:00:53;1705344;67088;0;1665;59900
She owns the building 😎😎 #shorts;https://www.youtube.com/watch?v=SWxyTILnDOI;Hustle With Yash;https://www.youtube.com/channel/UCTjFxEdR5h_YSC1R0HWHPaw;2022-10-18T21:23:30.320Z;SWxyTILnDOI;0 days 00:00:33;62212252;2483631;0;23017;443000
DID YOU KNOW in Breaking Bad.....;https://www.youtube.com/watch?v=i5a1B3wjnmY;Luciano Films;https://www.youtube.com/channel/UCbGhqnye_faI1rSrCGtYxmg;2022-10-18T21:22:52.350Z;i5a1B3wjnmY;0 days 00:00:17;4120219;234123;0;589;433000
Which one is your favourite #modernfamily #shorts;https://www.youtube.com/watch?v=s2Ou4I4oC6w;modernfamillyshow;https://www.youtube.com/channel/UCNcVZnrAoWo6QzqP8nbnYOA;2022-10-18T21:22:06.253Z;s2Ou4I4oC6w;0 days 00:00:48;7543280;495425;0;1051;53100
Ben Shapiro Shuts down a Libertarian Girl! #shorts;https://www.youtube.com/watch?v=z7tFlQdGnW0;Profound Thoughts;https://www.youtube.com/channel/UCv4VbLvMlon2u2HcZyr5Bng;2022-10-18T21:20:45.680Z;z7tFlQdGnW0;0 days 00:01:00;4868647;231136;0;6855;128000
The moment Podrick Payne became Pod the Rod #shorts #viral #gameofthrones;https://www.youtube.com/watch?v=ymHdKp1KVkw;Game of Thrones Clips;https://www.youtube.com/channel/UCqVwOPLGqm_EoPnXyxuK5ZA;2022-10-18T21:20:42.889Z;ymHdKp1KVkw;0 days 00:01:01;2916594;219323;0;1442;146000
FOOTBALL vs. SOCCER;https://www.youtube.com/watch?v=_zMK3XIbA3M;Loic Suberville;https://www.youtube.com/channel/UCywGsTdh_qqZUYmA2Gro2CA;2022-10-18T21:20:41.763Z;_zMK3XIbA3M;0 days 00:00:59;21136574;1321022;0;12269;2580000
KUCHNIA- URZĄDZANIE I REMONT! ❌ CZEGO NIE WARTO ROBIĆ W  KUCHNI? 🤔JAK UNIKNĄĆ NAJCZĘSTSZYCH BŁĘDÓW?;https://www.youtube.com/watch?v=744yUGmTcHo;gadamy tv;https://www.youtube.com/channel/UCnVho7Wt25nB9wtvaDkZJ0A;2022-10-18T21:16:42.039Z;744yUGmTcHo;0 days 00:10:11;93822;2312;0;297;41000
FAILS & Mistakes Moments;https://www.youtube.com/watch?v=UC7tF0b98Xo;Sir Alex;https://www.youtube.com/channel/UC1NaxAHgXHhkjqHn9zXSeMw;2022-10-18T21:16:19.956Z;UC7tF0b98Xo;0 days 00:11:09;863284;6399;0;77;1110000
Horology;https://www.youtube.com/watch?v=dclm0RovRjQ;peacecop kalmer: piiskop;https://www.youtube.com/channel/UCs-e11RkKNNIG4LYRHTZsag;2022-10-18T21:14:50.631Z;dclm0RovRjQ;0 days 00:00:36;1999276;42620;0;1207;591
GOT 8x05 Euron Death Scene and Hound meets Arya before Confronting Mountain Scene;https://www.youtube.com/watch?v=h1Spg6ZIB2o;Multiverse Heroes;https://www.youtube.com/channel/UC3ty-vMWrQbmgT7bvSgTEDg;2022-10-18T21:14:24.569Z;h1Spg6ZIB2o;0 days 00:03:23;2308209;10149;0;693;13600
Dr. Dre, Snoop Dogg, Eminem, Mary J. Blige, Kendrick Lamar & 50 Cent FULL Pepsi SB LVI Halftime Show;https://www.youtube.com/watch?v=gdsUKphmB3Y;NFL;https://www.youtube.com/channel/UCDVYQ4Zhbm3S2dlz7P1GBDg;2022-10-18T21:04:46.407Z;gdsUKphmB3Y;0 days 00:14:41;152824639;3379966;0;177212;10400000
Jak urządzić kuchnię? Porady architekta wnętrz. 👀;https://www.youtube.com/watch?v=GU_clmnaoo4;Homebook.pl;https://www.youtube.com/channel/UCbKOjCF4o7K9x8txIyM_z1g;2022-10-18T20:55:26.771Z;;;;;;;
GoT's Abandoned Plot Lines;https://www.youtube.com/watch?v=b794gvv7cWY;Supercuts Delight;https://www.youtube.com/channel/UCg_s1VNrLoV4cFsH9TKXnuw;2022-10-18T20:54:17.431Z;b794gvv7cWY;0 days 00:13:46;4660392;96000;0;11801;361000
She knows.....🤔🤔🤔;https://www.youtube.com/watch?v=W6URPmygahM;elisa;https://www.youtube.com/channel/UCRtuz5iSRDFOgvqarIOtzAQ;2022-10-18T20:53:57.328Z;W6URPmygahM;0 days 00:02:19;453549;10139;0;427;6240
JAK ŁATWO I TANIO URZĄDZIĆ ELEGANCKĄ SYPIALNIĘ 🔥🛏ARANŻACJA SYPIALNI. TRIKI WNĘTRZARSKIE;https://www.youtube.com/watch?v=efazu-8c94o;Aranżacja Wnętrz;https://www.youtube.com/channel/UCHragCHJ9_45BCavAb74BFw;2022-10-18T20:41:10.415Z;efazu-8c94o;0 days 00:12:35;163180;5099;0;266;165000
Kit harington a.k.a jon snow Sharing a true funny story #shorts;https://www.youtube.com/watch?v=8HmLQMumyME;Hulk haryy;https://www.youtube.com/channel/UCJYC1b1ElOb2d8wBvfGwD1A;2022-10-18T19:58:50.704Z;8HmLQMumyME;0 days 00:00:57;29594080;2013708;0;6023;40800
Jon Snow Targaryen?;https://www.youtube.com/watch?v=rLBsU2lZAg8;Sharath Sai;https://www.youtube.com/channel/UC06Q-FCTZpyw-mJ4-yeOhsA;2022-10-18T19:58:08.457Z;rLBsU2lZAg8;0 days 00:00:52;189465;1749;0;98;41
You wear a crown| House of the dragon|;https://www.youtube.com/watch?v=Vq3fI-KMgWQ;Saldo;https://www.youtube.com/channel/UCfMnh2SEWym0DJsWq4pY0mA;2022-10-18T19:54:00.203Z;Vq3fI-KMgWQ;0 days 00:00:58;5610486;240607;0;947;50900
The Dangerous Man Is A Good Man | Jordan Peterson;https://www.youtube.com/watch?v=6RMFNqE1Er0;Money Mates;https://www.youtube.com/channel/UCP4M3Q-WSeJVT79PqSCf-hw;2022-10-18T19:53:50.656Z;6RMFNqE1Er0;0 days 00:00:59;4714038;373676;0;2448;52700
Shagga Son Of Dolf - Tyrion Lannister;https://www.youtube.com/watch?v=mN-CVo8In5Y;Psycho Legends;https://www.youtube.com/channel/UCXwN4a6SZNuZMRX8RjsJ6fw;2022-10-18T19:53:04.044Z;mN-CVo8In5Y;0 days 00:00:39;1990310;142599;0;414;87100
Does Jordan Peterson provoke people on purpose? #shorts #jordanpeterson;https://www.youtube.com/watch?v=E0mSS6xFZWI;Up Your Knowledge;https://www.youtube.com/channel/UCO1aavHrk2REHKVEemiEfYg;2022-10-18T19:52:18.572Z;E0mSS6xFZWI;0 days 00:00:43;2628422;117472;0;2956;59900
PART 3 | “Tell them the North remembers” #shorts #viral #gameofthrones;https://www.youtube.com/watch?v=pbl4pe8ENsM;Game of Thrones Clips;https://www.youtube.com/channel/UCqVwOPLGqm_EoPnXyxuK5ZA;2022-10-18T19:51:22.706Z;pbl4pe8ENsM;0 days 00:00:56;1330169;93050;0;826;146000
Burned them all! 🔥🔥🔥| Jaime Lannister X Brienne of Tarth | Game of Thrones;https://www.youtube.com/watch?v=26WcVC5JgCE;One Perfect Moment;https://www.youtube.com/channel/UCYZqtziEeN3xW1LMCJMHPCw;2022-10-18T19:50:38.705Z;26WcVC5JgCE;0 days 00:00:44;49063;2759;0;20;318000
BEHIND THE SCENES AT LIVERPOOL V MAN CITY?! **SALAH IS SELFISH**;https://www.youtube.com/watch?v=ywPAejEpqlw;Augeyboyz;https://www.youtube.com/channel/UCNl1ow8Z3UwGgPGyRq6hs3A;2022-10-18T19:50:17.078Z;ywPAejEpqlw;0 days 00:00:38;3570821;127508;0;297;303000
If The Big Six Was a Team😈 | Part 1 Defence😮‍💨;https://www.youtube.com/watch?v=h6qs_gie1M4;Futebol;https://www.youtube.com/channel/UC83nceD7PAICWnFYGoD6hHw;2022-10-18T19:50:02.601Z;h6qs_gie1M4;0 days 00:00:26;2146064;76788;0;2930;65100
Bad person?;https://www.youtube.com/watch?v=xfvHbH5eenY;Sleep Awake;https://www.youtube.com/channel/UCrUkLsVVHRbkch5SY7LB7mg;2022-10-18T19:49:37.177Z;xfvHbH5eenY;0 days 00:00:25;36173920;2684092;0;19842;347000
Let's pull out our cooking utensils #shorts #jimmyfallon #charlieputh;https://www.youtube.com/watch?v=rNt2RFQTXoA;Bests of TV Shows;https://www.youtube.com/channel/UCppMxZZ3lIJV2AXQaN5gOPw;2022-10-18T19:48:01.625Z;rNt2RFQTXoA;0 days 00:01:00;116197796;8453716;0;30490;759000
The differences between men and women? #shorts #jordanpeterson;https://www.youtube.com/watch?v=FDHFnxFfqrI;Up Your Knowledge;https://www.youtube.com/channel/UCO1aavHrk2REHKVEemiEfYg;2022-10-18T19:47:02.577Z;FDHFnxFfqrI;0 days 00:00:51;8303777;265845;0;3923;59900
Jamie offering himself to Tywin as his heir to save Tyrions life #gameofthrones #shorts PART 2;https://www.youtube.com/watch?v=B1GhHRFPgSA;SeriesFilm Shorts;https://www.youtube.com/channel/UCTPvgol2w5AIC_FMCmDZDTg;2022-10-18T19:46:09.816Z;B1GhHRFPgSA;0 days 00:00:48;1076364;62925;0;413;42600
One-night stand? | House M. D. #Shorts;https://www.youtube.com/watch?v=JjJVBaDaQcw;The Moment Shorts;https://www.youtube.com/channel/UCduFWz7skWJZ00TZ-gJFHPA;2022-10-18T19:45:31.354Z;JjJVBaDaQcw;0 days 00:00:37;4760503;246277;0;2314;148000
This is why I don't lend you money! 🤑🤑🤑 | Tyrion Lannister & Petyr Baelish | Game of Thrones;https://www.youtube.com/watch?v=t4OnDPSvc40;One Perfect Moment;https://www.youtube.com/channel/UCYZqtziEeN3xW1LMCJMHPCw;2022-10-18T19:45:05.392Z;t4OnDPSvc40;0 days 00:00:19;469717;20472;0;132;318000
Bear Island knows no king but the King in the North, whose name is STARK;https://www.youtube.com/watch?v=Rt4_qHVpk88;KING ROBERT BARATHEON;https://www.youtube.com/channel/UCdeQa1D3siTEDWGanf7EJYA;2022-10-18T18:41:27.975Z;Rt4_qHVpk88;0 days 00:02:19;2260458;15838;0;1450;636
Don't mess up with Jordan peterson;https://www.youtube.com/watch?v=lABuy88WYAg;Therichslap;https://www.youtube.com/channel/UCzKUTbSyPEDKbGFMcB8S4Qw;2022-10-18T13:36:32.196Z;;;;;;;
Even Einstein’s chauffeur is a genius🔥(wait for the end);https://www.youtube.com/watch?v=l7a5L7RfRT8;Sleep Awake;https://www.youtube.com/channel/UCrUkLsVVHRbkch5SY7LB7mg;2022-10-18T13:35:39.856Z;l7a5L7RfRT8;0 days 00:00:52;30852398;3180568;0;7515;347000
Ted 2 movie scene;https://www.youtube.com/watch?v=oY7w47nIDtA;Viral Business;https://www.youtube.com/channel/UCmznMjfRsHBq5Eu7pp7vkwA;2022-10-18T13:34:45.756Z;oY7w47nIDtA;0 days 00:00:54;11987214;934170;0;5057;538000
Jordan Peterson Thoughts On Joker;https://www.youtube.com/watch?v=WioE-NPmgoA;ValuedEdits;https://www.youtube.com/channel/UCnwRyY0N8BJpxCPKTHvtITA;2022-10-18T13:10:55.620Z;WioE-NPmgoA;0 days 00:00:54;6046822;360468;0;2125;90500
Girls VS Men on Andrew Tate;https://www.youtube.com/watch?v=0hxMQ8mHc_c;TheCobraMind;https://www.youtube.com/channel/UCKWZ8N9yPKBvvcY5I1CjvXA;2022-10-18T13:10:11.681Z;0hxMQ8mHc_c;0 days 00:00:40;8510493;507130;0;8457;161000
F.R.I.E.N.D.S || Ross: I Am Like Indiana Jones. #shorts #friends #funny;https://www.youtube.com/watch?v=CcWKfcEdD0o;Sitcom hub;https://www.youtube.com/channel/UCcwFMBgoVDFe7_qNwXv-J9A;2022-10-18T13:09:54.519Z;CcWKfcEdD0o;0 days 00:00:59;9467387;682333;0;3279;87800
Killing is the thing you love| Bronn vs The Hound| Game of thrones|;https://www.youtube.com/watch?v=89a8Mtr5OTM;Saldo;https://www.youtube.com/channel/UCfMnh2SEWym0DJsWq4pY0mA;2022-10-18T13:08:53.777Z;;;;;;;
Interesting facts about cigarettes 🚬 | House M. D. #Shorts;https://www.youtube.com/watch?v=DFJExB_Y9lM;The Moment Shorts;https://www.youtube.com/channel/UCduFWz7skWJZ00TZ-gJFHPA;2022-10-18T13:08:21.581Z;DFJExB_Y9lM;0 days 00:00:30;3584461;225697;0;1091;148000
