title;titleUrl;channel;channelUrl;time;id;duration;views;likes;favorites;comments;channelSubscribers
The Office #shorts;https://www.youtube.com/watch?v=KzupX6LVuLw;Quotes With Intent;https://www.youtube.com/channel/UCcno7M49W0doL7An8Sj3jFw;2023-01-03T12:35:54.166Z;;;;;;;
The Most Valuable Oldies In Football 👴🏼🤑;https://www.youtube.com/watch?v=57klWaQ8aIs;Fiago;https://www.youtube.com/channel/UCxFXLJd86JC7KstPffy9BCQ;2023-01-03T12:35:47.967Z;57klWaQ8aIs;0 days 00:00:58;794149;68118;0;321;259000
"Tom Holland Performs Rihanna's ""Umbrella"" | Lip Sync Battle";https://www.youtube.com/watch?v=b0nNTklOKRA;Comedy Central UK;https://www.youtube.com/channel/UCsv4YOF2RBYh0NQ1vuHQ-hg;2023-01-03T11:22:51.969Z;b0nNTklOKRA;0 days 00:02:23;35049438;1115950;0;34285;2000000
Resumen de Atlético de Madrid vs Elche CF (2-0);https://www.youtube.com/watch?v=KlDOq5uVP3o;LaLiga Santander;https://www.youtube.com/channel/UCTv-XvfzLX3i4IGWAm4sbmA;2023-01-03T11:20:50.176Z;KlDOq5uVP3o;0 days 00:03:22;853460;13911;0;363;8730000
Ronaldo przechodzi do Arabii! xD | FC Barcelona i inni niszczyciele;https://www.youtube.com/watch?v=VmY9hHpfGDI;Footroll;https://www.youtube.com/channel/UCxmalaHMEL83ixpIwWfRZjg;2023-01-03T10:34:18.062Z;VmY9hHpfGDI;0 days 00:21:11;78924;4528;0;264;512000
This Club played a UEL Final and now doesn‘t exist anymore;https://www.youtube.com/watch?v=ixUkKBJP984;Fiago;https://www.youtube.com/channel/UCxFXLJd86JC7KstPffy9BCQ;2023-01-01T23:50:27.375Z;ixUkKBJP984;0 days 00:01:00;198790;12935;0;124;259000
ANGRY DROGON l DAENERYS AND JON SONW l  GAME OF THRONES 4K 60FPS l WHATSAPP STATUS l GOT;https://www.youtube.com/watch?v=8za8DTps2Do;HyperMaddy;https://www.youtube.com/channel/UChGHnmO5koY7T6GT42YexKg;2023-01-01T23:18:51.170Z;;;;;;;
Niezły bigos... 🍽️ #FootTruck #Michniewicz #trener #piłkanożna #shorts;https://www.youtube.com/watch?v=g4ifsBc4BRQ;Foot Truck;https://www.youtube.com/channel/UCLfyph6Lt4hj8ER-0uPBS5g;2023-01-01T23:18:32.785Z;g4ifsBc4BRQ;0 days 00:00:14;234812;1787;0;167;202000
| Mike showing off his Memory to Rachel pt.2 | Suits Best Moments #shorts;https://www.youtube.com/watch?v=ZC-lUKuLvns;Suits101;https://www.youtube.com/channel/UC4jx47H4kN0y6HgxXfH6ydQ;2023-01-01T23:18:14Z;ZC-lUKuLvns;0 days 00:00:22;1569035;75916;0;89;116000
Matt Damon Turned Down $290 Million;https://www.youtube.com/watch?v=CLnSdWe8wC0;The Business Palace;https://www.youtube.com/channel/UCyA8VhCQJXWWiAt_W_QKX6w;2023-01-01T23:18:12.984Z;CLnSdWe8wC0;0 days 00:00:37;5089530;69590;0;925;6570
Shooting Challenge vs Darwin Nuñéz - how GOOD is he?! 🔥🔥🔥 #shorts;https://www.youtube.com/watch?v=1NPDvkUQBgc;Pro:Direct Soccer;https://www.youtube.com/channel/UCofdn4dfNSBIubU62D7Hf7Q;2023-01-01T23:18:09.364Z;1NPDvkUQBgc;0 days 00:00:50;3594591;211478;0;1135;554000
GORTAT NIE DOCENIA LEWEGO I ŚWIĄTEK? #shorts;https://www.youtube.com/watch?v=HeUHNyJA5LY;eWinner PL;https://www.youtube.com/channel/UCJ56kWRAkyqqXByiqa1EhQw;2023-01-01T23:18:08.533Z;HeUHNyJA5LY;0 days 00:01:00;224588;2247;0;327;8860
Mr Wonderful Fails To Scam Well Informed Entrepreneur | SharkTank;https://www.youtube.com/watch?v=Yb86sBm8lDg;Moneytips;https://www.youtube.com/channel/UC4ukq--KwuB31q3VyNs_BdA;2023-01-01T23:17:58.889Z;Yb86sBm8lDg;0 days 00:01:01;3954161;274759;0;434;1480000
that's a king👑;https://www.youtube.com/watch?v=w-rI1X8yxmg;Quốc Việt;https://www.youtube.com/channel/UCFjINR46bn-nWWRJLLnlQDg;2023-01-01T23:17:38.415Z;w-rI1X8yxmg;0 days 00:00:20;12432431;266449;0;1190;18800
Tate spends $10,000 on a LUXURY CINEMA;https://www.youtube.com/watch?v=lsP_VXR_Nvo;The Real World;https://www.youtube.com/channel/UCbh7OWkDITIGm_HsOdrzMZw;2023-01-01T23:17:10.779Z;lsP_VXR_Nvo;0 days 00:00:27;3641354;152546;0;2733;50900
The Big Bang Theory | Sheldon: A Lot More Rich Old Ladies Out There, and.. #shorts #thebigbangtheory;https://www.youtube.com/watch?v=PdoPBRyIrxg;Sitcom Hub;https://www.youtube.com/channel/UC5CYHexPHhBavBtAnVWLQag;2023-01-01T23:16:10.230Z;PdoPBRyIrxg;0 days 00:01:00;4881143;398147;0;446;117000
Spain - Smart off the ball movement 🧠;https://www.youtube.com/watch?v=vs8k43_Wlkg;Be Your Best Pro;https://www.youtube.com/channel/UCEG-Y4_BMyEHaLFmG4FcIyg;2023-01-01T23:15:58.897Z;vs8k43_Wlkg;0 days 00:00:33;1779291;53327;0;195;33500
Has Cristiano Ronaldo RUINED His Legacy? 🥶🇸🇦;https://www.youtube.com/watch?v=dcX1X-NiaJc;Fiago;https://www.youtube.com/channel/UCxFXLJd86JC7KstPffy9BCQ;2023-01-01T23:04:47.808Z;dcX1X-NiaJc;0 days 00:01:00;3473904;217407;0;6293;259000
TOP 10 GOLES LaLiga Santander 2022;https://www.youtube.com/watch?v=xDGTglte_4I;LaLiga Santander;https://www.youtube.com/channel/UCTv-XvfzLX3i4IGWAm4sbmA;2023-01-01T15:16:00.569Z;xDGTglte_4I;0 days 00:05:01;333249;8206;0;287;8730000
Resumen de FC Barcelona vs RCD Espanyol (1-1);https://www.youtube.com/watch?v=FFYs7oBGQSU;LaLiga Santander;https://www.youtube.com/channel/UCTv-XvfzLX3i4IGWAm4sbmA;2023-01-01T14:19:01.297Z;FFYs7oBGQSU;0 days 00:03:04;1281673;19563;0;1346;8730000
Akshat Jain has the confidence we all want 🔥;https://www.youtube.com/watch?v=xeDiJ94W2Ng;Learn with Jaspal;https://www.youtube.com/channel/UCU5eV0c0SE0TMXrV8P94jAQ;2023-01-01T14:18:13.958Z;xeDiJ94W2Ng;0 days 00:00:20;16841168;667193;0;1587;2380000
Jordan Peterson reacts to MESSI winning the World Cup!  #shorts;https://www.youtube.com/watch?v=XlAWjvBYKn4;AI Jordan Peterson;https://www.youtube.com/channel/UCXW0U5e1fTabV47CsSZ4cDQ;2023-01-01T14:17:58.358Z;XlAWjvBYKn4;0 days 00:00:08;4779951;58558;0;3941;5520
Does Tom Holland think he's hotter than Timothée Chalamet? 😜;https://www.youtube.com/watch?v=gH96b2U293Y;LADbible TV;https://www.youtube.com/channel/UC4oVjJptcsvtgIMrdIUQYlQ;2023-01-01T14:17:16.924Z;gH96b2U293Y;0 days 00:00:35;11463135;710142;0;887;2270000
Andre Agassi's Tennis Hack #shorts;https://www.youtube.com/watch?v=FHsL4DeKvQs;Sporting Sensations;https://www.youtube.com/channel/UCnyA8AVtDKZcNuve9m9NFvA;2023-01-01T14:17:16.024Z;FHsL4DeKvQs;0 days 00:00:58;16039918;974252;0;3471;60500
he is too hot  #thebigbangtheory #tbbt #fyp;https://www.youtube.com/watch?v=mVNhdPgnfSw;THE SITCOM TOWN;https://www.youtube.com/channel/UCyJ-rnaX5tM97ETps-xw4WA;2023-01-01T14:16:09.720Z;mVNhdPgnfSw;0 days 00:00:20;2532469;133411;0;123;28100
Bart buys a factory😂 #thesimpsons #shorts;https://www.youtube.com/watch?v=3FBCD_PhM7U;LifeEthics;https://www.youtube.com/channel/UCDPGPzhbT0V2TYulBuRGo0A;2023-01-01T14:15:27.514Z;3FBCD_PhM7U;0 days 00:01:00;11549633;1083538;0;895;527000
When you’re an assist king 😳 Would you cross?;https://www.youtube.com/watch?v=x45N8Ar-0hA;Premier League;https://www.youtube.com/channel/UCG5qGWdu8nIRZqJ_GgDwQ-w;2023-01-01T14:15:14.859Z;x45N8Ar-0hA;0 days 00:00:10;12542262;158969;0;707;3590000
How Fernando Torres Ruined His Career To Win The World Cup #shorts;https://www.youtube.com/watch?v=vs25V6z4C14;Football Is Life;https://www.youtube.com/channel/UCSC6N_cg8PpOzXoKD_gWLoQ;2023-01-01T14:15:10.949Z;vs25V6z4C14;0 days 00:00:58;1795242;91926;0;831;9370
Emilia Clarke is not getting recognized in real life.;https://www.youtube.com/watch?v=gN9JZzhZRiY;Second Dose;https://www.youtube.com/channel/UCTdwDlIGcxqTkjYPM1RU0pQ;2023-01-01T14:15:01.352Z;gN9JZzhZRiY;0 days 00:00:54;9363179;572412;0;1791;23100
The Most Valuable Teenagers In Football 🤑;https://www.youtube.com/watch?v=kP8IOl0Q2F8;Fiago;https://www.youtube.com/channel/UCxFXLJd86JC7KstPffy9BCQ;2023-01-01T14:14:54.447Z;kP8IOl0Q2F8;0 days 00:01:00;742293;50086;0;585;259000
How Tristan Tate will raise his daughter #shorts;https://www.youtube.com/watch?v=JWJxvUHU7us;Talisman's Lessons;https://www.youtube.com/channel/UCwpX7c-Kc8aTH31fEqLp92Q;2023-01-01T14:14:53.388Z;JWJxvUHU7us;0 days 00:00:32;7423018;322267;0;4290;17400
Dembélé chose not to pass to Messi 🔥💥 #fcbarcelona;https://www.youtube.com/watch?v=AR4nMl5QrzQ;BarcelonaNewsFeed;https://www.youtube.com/channel/UCfvyk8IZGbQL_mMKrMthGPQ;2023-01-01T14:14:41.854Z;AR4nMl5QrzQ;0 days 00:00:15;5873024;203102;0;1186;18300
From the cradle to the grave;https://www.youtube.com/watch?v=3NryD0kKhQQ;SporStar;https://www.youtube.com/channel/UCy_Q2wjmwFjukk4Gz4kC7_w;2023-01-01T14:14:32.385Z;3NryD0kKhQQ;0 days 00:00:09;18555915;406952;0;720;218000
"""We don't want people to start wondering about you right?"" | Breaking Bad #shorts";https://www.youtube.com/watch?v=f1aNh26QaKI;MovieMafia;https://www.youtube.com/channel/UCyckraqWxtMOZKrqrfmhI0A;2023-01-01T14:14:31.413Z;f1aNh26QaKI;0 days 00:00:59;5198038;393354;0;904;18600
Rachel Being Toxic to Ross | #rachel #shorts;https://www.youtube.com/watch?v=Bx7bGGOUT3g;My Favourite Scenes;https://www.youtube.com/channel/UCIG4pZZjqdX9QQnoeMmWmPA;2023-01-01T14:13:31.322Z;Bx7bGGOUT3g;0 days 00:00:49;905090;82518;0;1049;26400
2014 vs 2022 #messi #argentina #worldcup;https://www.youtube.com/watch?v=sSi3cs8VK48;LIGHT_edits;https://www.youtube.com/channel/UCyywZB_U5mVMEMc_-P3Ubyw;2023-01-01T14:13:10.846Z;sSi3cs8VK48;0 days 00:01:00;2178695;163195;0;568;3310
The BEST Team Outside The Top 5 Leagues;https://www.youtube.com/watch?v=8aYk7Lpzgt4;Fiago;https://www.youtube.com/channel/UCxFXLJd86JC7KstPffy9BCQ;2022-12-28T12:59:35.985Z;8aYk7Lpzgt4;0 days 00:01:00;77555;6067;0;212;259000
Madelyn Cline LEAKS Outer Banks S3 release date #shorts30 #madelyncline #outerbanks;https://www.youtube.com/watch?v=iQGSxr52yz0;Young Hollywood;https://www.youtube.com/channel/UC93DEJOBeet3XXZlJy2uJuA;2022-12-28T12:59:30.744Z;iQGSxr52yz0;0 days 00:00:21;597632;35710;0;123;513000
Bartomeu czy PSG? Co sądzę o Kanale Sportowym? | Q&A;https://www.youtube.com/watch?v=U8iQ-9aOzAU;Footroll;https://www.youtube.com/channel/UCxmalaHMEL83ixpIwWfRZjg;2022-12-28T01:56:45.817Z;U8iQ-9aOzAU;0 days 00:25:59;66732;4399;0;156;512000
We are your friends - Desire;https://www.youtube.com/watch?v=tsi6_gMhJbY;musicismydrug;https://www.youtube.com/channel/UCB6wLGU0exrD0Rcw5vXXIwg;2022-12-28T01:56:16.603Z;tsi6_gMhJbY;0 days 00:03:15;13203256;116712;0;2107;9350
MOC FUTBOLU - KTO PO MICHNIEWICZU? NA KOGO POSTAWI KULESZA? - BOREK, POL, SMOKOWSKI, LIPIŃSKI, PIELA;https://www.youtube.com/watch?v=CcsHmBGbuEM;Kanał Sportowy;https://www.youtube.com/channel/UCIfI7Yo22SMKp5PraztHM6w;2022-12-28T00:11:24.364Z;CcsHmBGbuEM;0 days 01:49:15;383530;6842;0;743;933000
WE ARE YOUR FRIENDS | Emily Ratajkowski Dance Scene;https://www.youtube.com/watch?v=jvQg000CGJ8;Studiocanal Cinema Club;https://www.youtube.com/channel/UCZa9XJiwfLVP52ZbrRRepZg;2022-12-27T15:25:59.489Z;jvQg000CGJ8;0 days 00:03:19;7254498;51331;0;1330;10000
Bartomeu czy PSG? Co sądzę o Kanale Sportowym? | Q&A;https://www.youtube.com/watch?v=U8iQ-9aOzAU;Footroll;https://www.youtube.com/channel/UCxmalaHMEL83ixpIwWfRZjg;2022-12-27T15:04:15.956Z;U8iQ-9aOzAU;0 days 00:25:59;66732;4399;0;156;512000
Don’t Mess With My Partner;https://www.youtube.com/watch?v=Wn1fw22vALU;Breaking Dead;https://www.youtube.com/channel/UC82T-E0aKWgHqc3lwtktiFg;2022-12-27T14:54:01.472Z;Wn1fw22vALU;0 days 00:00:45;119842;5816;0;56;3840
Andrew On Ronaldo And Messi;https://www.youtube.com/watch?v=AVVZNfJm_W8;Kwasa Genesis;https://www.youtube.com/channel/UCBCTx3fUKXnoOh4AZ1aoEcg;2022-12-27T14:54:00.450Z;AVVZNfJm_W8;0 days 00:00:31;4227192;221811;0;2010;122000
This £120m midfield duo is better than most top 6 clubs 🤯 *Crazy Transfer*;https://www.youtube.com/watch?v=7VKSSZI7d8U;Pêche Football;https://www.youtube.com/channel/UC6F8qNdFapfoprCOQmhD2KA;2022-12-27T12:59:39.117Z;7VKSSZI7d8U;0 days 00:00:53;1394022;77048;0;609;164000
