Unnamed: 0,title,titleUrl,channel,channelUrl,time,id,duration,views,likes,favorites,comments,channelSubscribers
4537,Zobacz jak poprawnie używać G klasy 4x4 ² !,https://www.youtube.com/watch?v=UcLW6aCa1ak,Hi_5,https://www.youtube.com/channel/UCFATLmdasfbXIPh9q_4fscQ,2022-01-17T17:18:28.796Z,UcLW6aCa1ak,0 days 00:13:50,159784,5050,0,130,475000
4538,Dawno temu piesi na pasach...,https://www.youtube.com/watch?v=IetCRFokFmU,Miasto Kraków,https://www.youtube.com/channel/UCSWJ_TokDQ7maIW97CgX2kA,2022-01-17T17:16:53.865Z,IetCRFokFmU,0 days 00:02:23,8301,156,0,36,18400
4539,Tego iPhone'a Już NIE KUPUJ w 2022! ❌,https://www.youtube.com/watch?v=OpRb3ljSqEA,Mateusz Krawczyk,https://www.youtube.com/channel/UCvb_3WrGri7dqKP2j-EvcDA,2022-01-17T17:15:18.977Z,OpRb3ljSqEA,0 days 00:09:59,166554,4356,0,567,391000
4540,Equivalence Classes,https://www.youtube.com/watch?v=TbCk79SoCYw,Neso Academy,https://www.youtube.com/channel/UCQYMhOMi_Cdj1CEAU-fv80A,2022-01-17T17:11:00.569Z,TbCk79SoCYw,0 days 00:07:19,90663,2244,0,56,1950000
4541,"Relacja równoważności, klasy abstrakcji cz.1",https://www.youtube.com/watch?v=_kGKNCZ28nY,Matematyka Na Plus,https://www.youtube.com/channel/UCsGOOTLKmmcxgiKQ66_yYag,2022-01-17T16:52:20.050Z,,,,,,,
4542,TOP 5 IPHONE 13/13 PRO (MAX) CASES,https://www.youtube.com/watch?v=NQvr6Nv7dvg,Unfilterd,https://www.youtube.com/channel/UC4FoXEHxRR_nrll5bM-TsGA,2022-01-17T16:49:12.623Z,NQvr6Nv7dvg,0 days 00:04:13,408728,2995,0,145,4400
4543,Ślepnąc od świateł  - Depresja,https://www.youtube.com/watch?v=j1ZCwzvCxjA,moncu5,https://www.youtube.com/channel/UCzSRoh-tng1IoDZ73msT6JQ,2022-01-17T16:33:30.797Z,j1ZCwzvCxjA,0 days 00:03:40,2654483,15521,0,785,11100
4544,Adele - Oh My God (Official Video),https://www.youtube.com/watch?v=niG3YMU6jFk,AdeleVEVO,https://www.youtube.com/channel/UComP_epzeKzvBX156r6pm1Q,2022-01-17T16:30:41.637Z,niG3YMU6jFk,0 days 00:03:53,88721959,1387783,0,38831,15100000
4545,PSYCHIATRA: 15 proc. pacjentów z DEPRESJĄ popełni samobójstwo | 7 metrów pod ziemią,https://www.youtube.com/watch?v=wwlk0h4Q328,7 metrów pod ziemią,https://www.youtube.com/channel/UCwz-vpQaawff1CxXKpU-FAw,2022-01-17T16:29:41.884Z,wwlk0h4Q328,0 days 00:45:40,1347790,40629,0,3838,1200000
4546,Kubańczyk x Ewelina Lisowska x DJ Slavic - Wartości,https://www.youtube.com/watch?v=f_V0ZHcaRGo,Kubańczyk,https://www.youtube.com/channel/UCQnBCGToIkPP6ccdbAXy-JA,2022-01-17T16:28:40.404Z,f_V0ZHcaRGo,0 days 00:03:49,2968982,38672,0,1214,768000
4547,Beka z Galaxy S21 FE?,https://www.youtube.com/watch?v=gstNjO4posY,Michał Pisarski Tech,https://www.youtube.com/channel/UC6SrsSzzvLH2zJSJXP2dCmQ,2022-01-17T16:27:23.804Z,gstNjO4posY,0 days 00:11:22,117499,4372,0,349,143000
4548,6G's for 30 seconds,https://www.youtube.com/watch?v=kg6DzMyESsU,joneskm225,https://www.youtube.com/channel/UCsgWqG3TJY3qyxatSbFyRQA,2022-01-17T16:26:20.525Z,kg6DzMyESsU,0 days 00:01:40,6063944,102267,0,4614,4180
4549,Aleksandra Król wygrała zawody Pucharu Świata w Simonhoehe!,https://www.youtube.com/watch?v=kVa3fOL2u4Y,Eurosport Polska,https://www.youtube.com/channel/UC_pkfygi0DKht_Cc0Ca42Fw,2022-01-17T16:24:48.259Z,kVa3fOL2u4Y,0 days 00:02:58,32601,701,0,57,115000
4550,Kulisy Sławy Macieja Zakościelnego (UWAGA! TVN),https://www.youtube.com/watch?v=tLuPsf_0tus,Uwaga! TVN,https://www.youtube.com/channel/UCjv2XfvIlsdjKal8jxzgY5g,2022-01-17T16:23:22.756Z,tLuPsf_0tus,0 days 00:04:41,26252,291,0,34,409000
