title;titleUrl;channel;channelUrl;time;id;duration;views;likes;favorites;comments;channelSubscribers
Because Dr.Strange didn't learn from his mistakes #shorts;https://www.youtube.com/watch?v=swl6ENPZvSc;Fact Film;https://www.youtube.com/channel/UCQttlkCk8BNhK_DmE9D6hZw;2022-05-17T21:38:42.192Z;swl6ENPZvSc;0 days 00:00:16;7466218;417701;0;3942;59300
Nikola Jokic Gave Markieff Morris What He Deserved After Morris Fouled Him At Halfcourt;https://www.youtube.com/watch?v=wWbWMOam8Vs;Kaze;https://www.youtube.com/channel/UCsl4muTzmRR0AnV3MKj2Pgw;2022-05-17T21:38:24.955Z;wWbWMOam8Vs;0 days 00:00:13;1891033;56304;0;1243;44500
Ace speed 25 mph | Tennis player;https://www.youtube.com/watch?v=hzrOO19vFpU;Simply Tennis;https://www.youtube.com/channel/UCJI5OW9QTqLfTeNwvFPf35w;2022-05-17T21:38:15.038Z;hzrOO19vFpU;0 days 00:00:10;3898673;45995;0;162;12600
If cleaning was a timed sport 😅 #shorts;https://www.youtube.com/watch?v=j6qHHDYUFZs;SportsNation;https://www.youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag;2022-05-17T21:37:42.146Z;j6qHHDYUFZs;0 days 00:00:32;87740144;2492793;0;5193;9100000
Steph Curry misses 10 STRAIGHT 3's...;https://www.youtube.com/watch?v=UCjlVUBPVgs;StrictlyBBall;https://www.youtube.com/channel/UCkP5qfuBhxYLae1srpj-hiw;2022-05-17T21:37:10.866Z;UCjlVUBPVgs;0 days 00:00:30;2760897;163326;0;500;272000
DRY ICE VS. REGULAR ICE - MELT OFF!!;https://www.youtube.com/watch?v=oyjjBsUBIm8;JaDropping Science;https://www.youtube.com/channel/UCK70H_67YRgeA513ZHA2TIg;2022-05-17T21:36:43.367Z;oyjjBsUBIm8;0 days 00:00:27;24033341;969965;0;3813;827000
Steve Found Answer Before Snoop Said;https://www.youtube.com/watch?v=kO6LFKIHIUk;Businessunlock;https://www.youtube.com/channel/UC5_MQjUnU6PGQfrXn4AeZsw;2022-05-17T21:36:02.732Z;kO6LFKIHIUk;0 days 00:00:24;7808665;449607;0;653;957000
Respect Bayern Munich !!;https://www.youtube.com/watch?v=8PKPM0llmiU;Sportify;https://www.youtube.com/channel/UCz4-Kqe62uA6_IDUcX_yNmg;2022-05-17T21:35:46.835Z;8PKPM0llmiU;0 days 00:00:21;6877624;316848;0;1218;38700
This NBA commercial from 2013 is still a classic 🔔 #shorts;https://www.youtube.com/watch?v=izz9A4eJ0vg;ESPN Throwback;https://www.youtube.com/channel/UCOHkdM3tnl-50d_rdt6H5dQ;2022-05-17T21:35:19.065Z;izz9A4eJ0vg;0 days 00:00:27;10687699;733723;0;2983;246000
Do You Have Too Much Homework?;https://www.youtube.com/watch?v=qs3kmVHkchk;Gohar Khan;https://www.youtube.com/channel/UCPk2s5c4R_d-EUUNvFFODoA;2022-05-17T21:34:45.319Z;qs3kmVHkchk;0 days 00:00:29;3137328;236228;0;978;1960000
The greatest drift of all-time 😱 (via sbr_eric/IG) #cars #drifting;https://www.youtube.com/watch?v=Rn1Mmvq3wMs;Dylan Anderson;https://www.youtube.com/channel/UCpuT8AlP9P9EgW_pZ0_xInQ;2022-05-17T21:34:30.461Z;Rn1Mmvq3wMs;0 days 00:00:14;7190278;273941;0;3117;4150000
The funniest fails in sports history (via @tennistv @jackktierney);https://www.youtube.com/watch?v=SibSv3xD0F0;Omar Raja - ESPN;https://www.youtube.com/channel/UCx18ywTcohtS9lpNXt8noWQ;2022-05-17T21:33:53.365Z;SibSv3xD0F0;0 days 00:00:36;5220939;338869;0;957;5490000
The big bang theory 💔;https://www.youtube.com/watch?v=rgOl-1Qs4T4;Cooper;https://www.youtube.com/channel/UCgJWKpBhh9gAYO-SARDeacw;2022-05-17T21:33:25.523Z;rgOl-1Qs4T4;0 days 00:00:27;2522971;200625;0;327;451000
PROPHET RANTS TOLD YOU MAN 5 YEARS AGO ABOUT ARSENAL??? #shorts #wenger;https://www.youtube.com/watch?v=Uj3ZJn9kRf4;Rants N Bants;https://www.youtube.com/channel/UCPrE6gozaMoAn6Woevwdi7A;2022-05-17T21:33:23.886Z;Uj3ZJn9kRf4;0 days 00:00:29;140248;5065;0;126;70500
Insane long padel really with INSANE finish #shorts;https://www.youtube.com/watch?v=5W6G9xrKE_0;Padel Tribe;https://www.youtube.com/channel/UCyPEVr5AWr-hXwRoC0KIkeA;2022-05-17T21:33:07.356Z;5W6G9xrKE_0;0 days 00:00:54;81139;1963;0;8;2100
Jose Alvarado hid in the corner and forced a travel #NBA#shorts#explorepage #subscribe;https://www.youtube.com/watch?v=tZyy2wucEi4;JoJo’s Paradise;https://www.youtube.com/channel/UCXUYeRSsa_KbCJWyjN5VbQw;2022-05-17T21:32:50.621Z;tZyy2wucEi4;0 days 00:00:09;3670243;147848;0;640;1720
One Where Rachel’s Sister Calls Monica “Crazy Plate Lady”😂😂;https://www.youtube.com/watch?v=vbWUvzR896I;Friends 1994 Show;https://www.youtube.com/channel/UCIumFxYJx6MroUU-aF8fYpw;2022-05-17T21:32:47.115Z;vbWUvzR896I;0 days 00:00:32;1204500;47882;0;113;13100
He’s so relaxed😂;https://www.youtube.com/watch?v=S9JA3DtOMDY;InvestEarnSave;https://www.youtube.com/channel/UCNPdPaIapCJky1keiApXRSg;2022-05-17T21:32:40.339Z;S9JA3DtOMDY;0 days 00:00:49;16934602;780178;0;2901;247000
