"App name","Date","Time","Duration"
"Messenger","14.01.2023",14:35:05,00:00:10
"Messenger","14.01.2023",14:33:42,00:01:20
"YouTube","14.01.2023",14:29:08,00:04:33
"Messenger","14.01.2023",14:28:02,00:01:06
"YouTube","14.01.2023",14:27:56,00:00:04
"Teams","14.01.2023",14:27:05,00:00:49
"YouTube","14.01.2023",14:26:51,00:00:10
"Screen on (unlocked)","14.01.2023",14:26:51,00:00:01
"Screen off (locked)","14.01.2023",14:19:08,00:07:43
"YouTube","14.01.2023",14:19:01,00:00:07
"Teams","14.01.2023",14:18:17,00:00:43
"Teams","14.01.2023",14:09:06,00:09:08
"Chrome","14.01.2023",14:08:25,00:00:05
"Chrome","14.01.2023",14:08:03,00:00:17
"Chrome","14.01.2023",14:07:56,00:00:02
"Dysk","14.01.2023",14:02:21,00:05:35
"Chrome","14.01.2023",14:02:16,00:00:03
"Messenger","14.01.2023",14:02:10,00:00:07
"Chrome","14.01.2023",14:02:07,00:00:02
"Dysk","14.01.2023",14:00:45,00:01:22
"Chrome","14.01.2023",14:00:41,00:00:03
"Messenger","14.01.2023",14:00:33,00:00:07
"Chrome","14.01.2023",14:00:28,00:00:04
"Dysk","14.01.2023",13:59:21,00:01:07
"Chrome","14.01.2023",13:59:15,00:00:04
"Messenger","14.01.2023",13:59:10,00:00:06
"Dysk","14.01.2023",13:59:04,00:00:05
"Messenger","14.01.2023",13:56:58,00:02:05
"Dysk","14.01.2023",13:55:44,00:01:15
"Messenger","14.01.2023",13:55:39,00:00:04
"Dysk","14.01.2023",13:55:37,00:00:02
"Screen on (unlocked)","14.01.2023",13:55:37,00:00:01
"Screen off (locked)","14.01.2023",13:54:35,00:01:02
"Dysk","14.01.2023",13:51:48,00:02:46
"Chrome","14.01.2023",13:51:37,00:00:10
"Dysk","14.01.2023",13:50:58,00:00:38
"Screen on (unlocked)","14.01.2023",13:50:58,00:00:01
"Screen off (locked)","14.01.2023",13:50:08,00:00:50
"Dysk","14.01.2023",13:49:13,00:00:55
"Chrome","14.01.2023",13:49:07,00:00:04
"Chrome","14.01.2023",13:48:50,00:00:17
"Screen on (unlocked)","14.01.2023",13:48:49,00:00:01
"Screen off (locked)","14.01.2023",13:47:39,00:01:10
"Chrome","14.01.2023",13:47:20,00:00:20
"Dysk","14.01.2023",13:45:47,00:01:30
"Messenger","14.01.2023",13:45:22,00:00:25
"Dysk","14.01.2023",13:42:13,00:03:07
"Chrome","14.01.2023",13:41:40,00:00:33
"YouTube","14.01.2023",13:41:38,00:00:01
"Screen on (unlocked)","14.01.2023",13:41:37,00:00:01
"Screen off (locked)","14.01.2023",13:41:16,00:00:21
"YouTube","14.01.2023",13:33:58,00:07:18
"Screen on (unlocked)","14.01.2023",13:33:58,00:00:01
"Screen off (locked)","14.01.2023",13:32:15,00:01:43
"YouTube","14.01.2023",13:30:11,00:02:04
"Screen on (unlocked)","14.01.2023",13:30:11,00:00:01
"Screen off (locked)","14.01.2023",13:29:39,00:00:32
"YouTube","14.01.2023",13:28:51,00:00:48
"Screen on (unlocked)","14.01.2023",13:28:50,00:00:01
"Screen off (locked)","14.01.2023",13:27:36,00:01:14
"YouTube","14.01.2023",13:23:21,00:04:15
"Messenger","14.01.2023",13:23:15,00:00:05
"YouTube","14.01.2023",13:22:01,00:01:14
"Messenger","14.01.2023",13:21:19,00:00:41
"Messenger","14.01.2023",13:19:59,00:01:18
"YouTube","14.01.2023",13:15:44,00:04:13
"Screen on (unlocked)","14.01.2023",13:15:42,00:00:01
"Screen off (locked)","14.01.2023",13:13:23,00:02:20
"YouTube","14.01.2023",13:02:27,00:10:53
"Screen on (unlocked)","14.01.2023",13:02:27,00:00:01
"Screen off (locked)","14.01.2023",13:01:17,00:01:10
"YouTube","14.01.2023",12:56:29,00:04:48
"Chrome","14.01.2023",12:50:37,00:05:51
"Messenger","14.01.2023",12:50:31,00:00:06
"Dysk","14.01.2023",12:50:26,00:00:04
"Screen on (unlocked)","14.01.2023",12:50:25,00:00:01
"Screen off (locked)","14.01.2023",12:30:03,00:20:22
"Dysk","14.01.2023",12:28:26,00:01:37
"Screen on (unlocked)","14.01.2023",12:28:25,00:00:01
"Screen off (locked)","14.01.2023",12:00:11,00:28:14
"Dysk","14.01.2023",12:00:07,00:00:04
"Screen on (unlocked)","14.01.2023",12:00:06,00:00:01
"Screen off (locked)","14.01.2023",11:59:24,00:00:42
"Dysk","14.01.2023",11:59:12,00:00:12
"Teams","14.01.2023",11:59:02,00:00:10
"Dysk","14.01.2023",11:58:51,00:00:03
"Mened?er plik?w","14.01.2023",11:58:42,00:00:08
"Gmail","14.01.2023",11:58:27,00:00:08
"Pliki","14.01.2023",11:58:01,00:00:26
"Gmail","14.01.2023",11:57:49,00:00:12
"YouTube","14.01.2023",11:57:46,00:00:02
"Screen on (unlocked)","14.01.2023",11:57:45,00:00:01
"Screen off (locked)","14.01.2023",11:49:50,00:07:55
"YouTube","14.01.2023",11:47:52,00:01:58
"Outlook","14.01.2023",11:47:26,00:00:25
"Chrome","14.01.2023",11:47:19,00:00:04
"Dysk","14.01.2023",11:46:47,00:00:02
"Screen on (unlocked)","14.01.2023",11:46:46,00:00:01
"Screen off (locked)","14.01.2023",11:43:19,00:03:27
"Dysk","14.01.2023",11:43:07,00:00:12
"Screen on (unlocked)","14.01.2023",11:43:06,00:00:01
"Screen off (locked)","14.01.2023",11:38:53,00:04:13
"Dysk","14.01.2023",11:38:38,00:00:16
"Gmail","14.01.2023",11:38:28,00:00:09
"Projekcja","14.01.2023",11:38:23,00:00:02
"Kontroler uprawnie?","14.01.2023",11:38:23,00:00:00
"Projekcja","14.01.2023",11:38:23,00:00:00
"Dysk","14.01.2023",11:38:16,00:00:03
"WhatsApp","14.01.2023",11:38:10,00:00:05
"Dysk","14.01.2023",11:38:01,00:00:04
"Screen on (unlocked)","14.01.2023",11:38:00,00:00:01
"Screen off (locked)","14.01.2023",11:32:17,00:05:43
"Dysk","14.01.2023",11:32:15,00:00:02
"Chrome","14.01.2023",11:20:50,00:11:23
"Dysk","14.01.2023",11:20:24,00:00:26
"Mened?er plik?w","14.01.2023",11:20:15,00:00:07
"Chrome","14.01.2023",11:18:13,00:02:01
"Messenger","14.01.2023",11:18:10,00:00:02
"Messenger","14.01.2023",11:18:07,00:00:02
"Screen on (unlocked)","14.01.2023",11:18:06,00:00:01
"Screen off (locked)","14.01.2023",10:37:55,00:40:10
"Messenger","14.01.2023",10:37:42,00:00:12
"Chrome","14.01.2023",10:36:37,00:01:02
"Chrome","14.01.2023",10:36:17,00:00:15
"YouTube","14.01.2023",10:36:13,00:00:03
"Chrome","14.01.2023",10:36:12,00:00:01
"Galeria","14.01.2023",10:36:04,00:00:07
"Mened?er plik?w","14.01.2023",10:35:57,00:00:06
"Chrome","14.01.2023",10:35:55,00:00:01
"Screen on (unlocked)","14.01.2023",10:35:54,00:00:01
"Screen off (locked)","14.01.2023",10:17:42,00:18:12
"Chrome","14.01.2023",10:17:22,00:00:20
"Screen on (unlocked)","14.01.2023",10:17:20,00:00:01
"Screen off (locked)","14.01.2023",09:43:05,00:34:15
"YouTube","14.01.2023",09:38:16,00:04:46
"Chrome","14.01.2023",09:32:06,00:06:10
"Screen on (unlocked)","14.01.2023",09:32:06,00:00:00
"Ekran w??czony (zablokowany)","14.01.2023",09:32:06,00:00:01
"Screen off (locked)","14.01.2023",09:30:05,00:02:01
"Chrome","14.01.2023",09:26:54,00:03:11
"Screen on (unlocked)","14.01.2023",09:26:49,00:00:05
"Ekran w??czony (zablokowany)","14.01.2023",09:26:48,00:00:00
"Screen off (locked)","14.01.2023",09:17:46,00:09:02
"YouTube","14.01.2023",09:04:38,00:13:05
"Chrome","14.01.2023",08:27:04,00:37:34
"Screen on (unlocked)","14.01.2023",08:27:04,00:00:00
"Ekran w??czony (zablokowany)","14.01.2023",08:27:02,00:00:02
"Screen off (locked)","14.01.2023",08:26:11,00:00:51
"Chrome","14.01.2023",08:15:56,00:10:16
"YouTube","14.01.2023",08:15:42,00:00:03
"Screen on (unlocked)","14.01.2023",08:15:42,00:00:00
"Ekran wy??czony","14.01.2023",08:15:41,00:00:01
"Screen off (locked)","14.01.2023",08:11:07,00:04:33
"YouTube","14.01.2023",07:17:29,00:53:39
"Screen on (unlocked)","14.01.2023",07:17:29,00:00:00
"Ekran w??czony (zablokowany)","14.01.2023",07:17:26,00:00:03
"Screen off (locked)","14.01.2023",07:16:53,00:00:33
"YouTube","14.01.2023",07:16:13,00:00:40
"Messenger","14.01.2023",07:16:11,00:00:01
"Outlook","14.01.2023",07:15:49,00:00:22
"Messenger","14.01.2023",07:14:25,00:01:24
"Screen on (unlocked)","14.01.2023",07:14:23,00:00:00
"Ekran w??czony (zablokowany)","14.01.2023",07:14:18,00:00:05
"YouTube","13.01.2023",23:36:33,00:05:45
"Screen on (unlocked)","13.01.2023",23:36:32,00:00:01
"Screen off (locked)","13.01.2023",23:35:00,00:01:32
"YouTube","13.01.2023",23:28:16,00:06:44
"Sklep Google Play","13.01.2023",23:28:14,00:00:02
"YouTube","13.01.2023",23:09:52,00:18:21
"Messenger","13.01.2023",23:09:36,00:00:16
"Moje ING","13.01.2023",23:09:31,00:00:04
"Messenger","13.01.2023",23:09:28,00:00:01
"Arkusze","13.01.2023",23:09:09,00:00:17
"Moje ING","13.01.2023",23:08:46,00:00:17
"Messenger","13.01.2023",23:08:44,00:00:02
"Moje ING","13.01.2023",23:08:40,00:00:04
"YouTube","13.01.2023",23:08:37,00:00:02
"Messenger","13.01.2023",23:08:05,00:00:27
"Moje ING","13.01.2023",23:07:47,00:00:17
"Messenger","13.01.2023",23:07:31,00:00:16
"Moje ING","13.01.2023",23:07:24,00:00:07
"Messenger","13.01.2023",23:07:02,00:00:21
"YouTube","13.01.2023",22:50:50,00:16:10
"Messenger","13.01.2023",22:50:36,00:00:12
"YouTube","13.01.2023",22:46:17,00:04:18
"Screen on (unlocked)","13.01.2023",22:46:17,00:00:01
"Screen off (locked)","13.01.2023",22:39:46,00:06:31
"YouTube","13.01.2023",22:38:28,00:01:17
"Screen on (unlocked)","13.01.2023",22:38:28,00:00:01
"Screen off (locked)","13.01.2023",21:39:35,00:58:53
"YouTube","13.01.2023",21:39:00,00:00:35
"Screen on (unlocked)","13.01.2023",21:38:58,00:00:01
"Screen off (locked)","13.01.2023",21:37:02,00:01:57
"YouTube","13.01.2023",21:36:45,00:00:15
"Screen on (unlocked)","13.01.2023",21:36:45,00:00:01
"Screen off (locked)","13.01.2023",21:35:33,00:01:12
"YouTube","13.01.2023",21:34:47,00:00:46
"Screen on (unlocked)","13.01.2023",21:34:45,00:00:01
"Screen off (locked)","13.01.2023",21:34:31,00:00:14
"Chrome","13.01.2023",21:34:13,00:00:17
"Chrome","13.01.2023",21:33:55,00:00:10
"Screen on (unlocked)","13.01.2023",21:33:49,00:00:01
"Screen off (locked)","13.01.2023",21:19:23,00:14:26
"Biedronka","13.01.2023",21:18:57,00:00:24
"Biedronka","13.01.2023",21:18:47,00:00:09
"Biedronka","13.01.2023",21:18:39,00:00:03
"Screen on (unlocked)","13.01.2023",21:18:37,00:00:01
"Screen off (locked)","13.01.2023",21:06:28,00:12:09
"Biedronka","13.01.2023",21:05:42,00:00:45
"Biedronka","13.01.2023",21:05:37,00:00:03
"Biedronka","13.01.2023",21:05:03,00:00:26
"Chrome","13.01.2023",21:04:58,00:00:03
"Screen on (unlocked)","13.01.2023",21:04:57,00:00:01
"Screen off (locked)","13.01.2023",20:42:39,00:22:18
"Chrome","13.01.2023",20:42:10,00:00:29
"Galeria","13.01.2023",20:41:53,00:00:15
"Chrome","13.01.2023",20:41:32,00:00:17
"Galeria","13.01.2023",20:40:44,00:00:47
"Chrome","13.01.2023",20:39:56,00:00:47
"Galeria","13.01.2023",20:39:39,00:00:16
"Chrome","13.01.2023",20:39:11,00:00:27
"Galeria","13.01.2023",20:38:50,00:00:21
"YouTube","13.01.2023",20:38:46,00:00:01
"Screen on (unlocked)","13.01.2023",20:38:45,00:00:01
"Screen off (locked)","13.01.2023",20:37:13,00:01:32
"YouTube","13.01.2023",20:07:56,00:29:17
"Zegar","13.01.2023",20:07:50,00:00:06
"YouTube","13.01.2023",20:07:02,00:00:46
"Chrome","13.01.2023",20:06:16,00:00:44
"Teams","13.01.2023",20:05:27,00:00:48
"YouTube","13.01.2023",19:57:53,00:07:31
"Chrome","13.01.2023",19:57:51,00:00:01
"Screen on (unlocked)","13.01.2023",19:57:51,00:00:01
"Screen off (locked)","13.01.2023",19:57:29,00:00:21
"Chrome","13.01.2023",19:55:17,00:02:12
"Teams","13.01.2023",19:46:56,00:08:20
"Screen on (unlocked)","13.01.2023",19:46:56,00:00:01
"Screen off (locked)","13.01.2023",19:46:52,00:00:04
"Teams","13.01.2023",19:45:20,00:01:32
"Chrome","13.01.2023",19:45:15,00:00:04
"Teams","13.01.2023",19:43:42,00:01:32
"Screen on (unlocked)","13.01.2023",19:43:42,00:00:01
"Screen off (locked)","13.01.2023",19:40:37,00:03:04
"Teams","13.01.2023",19:28:05,00:12:32
"Messenger","13.01.2023",19:26:29,00:01:35
"Teams","13.01.2023",19:26:21,00:00:07
"Messenger","13.01.2023",19:25:32,00:00:48
"Teams","13.01.2023",19:22:37,00:02:54
"Messenger","13.01.2023",19:22:04,00:00:33
"Teams","13.01.2023",19:17:40,00:04:23
"Messenger","13.01.2023",19:17:24,00:00:15
"Teams","13.01.2023",19:17:09,00:00:16
"Messenger","13.01.2023",19:15:49,00:01:19
"Teams","13.01.2023",19:15:21,00:00:29
"Messenger","13.01.2023",19:14:43,00:00:37
"Teams","13.01.2023",19:14:23,00:00:19
"Messenger","13.01.2023",19:14:15,00:00:08
"Teams","13.01.2023",19:14:01,00:00:13
"YouTube","13.01.2023",19:13:55,00:00:05
"Messenger","13.01.2023",19:09:12,00:04:41
"Mapy","13.01.2023",19:09:09,00:00:01
"Messenger","13.01.2023",19:08:56,00:00:13
"Screen on (unlocked)","13.01.2023",19:08:55,00:00:01
"Screen off (locked)","13.01.2023",18:58:04,00:10:51
"Messenger","13.01.2023",18:55:55,00:02:09
"Kalendarz","13.01.2023",18:55:49,00:00:06
"Dysk","13.01.2023",18:55:17,00:00:31
"Chrome","13.01.2023",18:54:25,00:00:50
"Kalendarz","13.01.2023",18:54:17,00:00:06
"Messenger","13.01.2023",18:53:57,00:00:18
"Teams","13.01.2023",18:53:46,00:00:10
"Messenger","13.01.2023",18:52:52,00:00:54
"Teams","13.01.2023",18:51:29,00:01:22
"Screen on (unlocked)","13.01.2023",18:51:25,00:00:01
"Screen off (locked)","13.01.2023",18:51:12,00:00:13
"YouTube","13.01.2023",18:51:09,00:00:02
"Screen on (unlocked)","13.01.2023",18:51:09,00:00:01
"Screen off (locked)","13.01.2023",18:50:25,00:00:44
"YouTube","13.01.2023",18:50:12,00:00:13
"YouTube","13.01.2023",18:49:49,00:00:22
"Chrome","13.01.2023",18:45:53,00:03:56
"Screen on (unlocked)","13.01.2023",18:45:52,00:00:01
"Screen off (locked)","13.01.2023",18:45:38,00:00:14
"Chrome","13.01.2023",18:44:46,00:00:52
"Screen on (unlocked)","13.01.2023",18:44:45,00:00:01
"Screen off (locked)","13.01.2023",18:27:35,00:17:10
"Chrome","13.01.2023",18:22:29,00:05:05
"Screen on (unlocked)","13.01.2023",18:22:27,00:00:01
"Screen off (locked)","13.01.2023",17:21:57,01:00:31
"YouTube","13.01.2023",17:19:46,00:02:08
"Messenger","13.01.2023",17:19:41,00:00:03
"Chrome","13.01.2023",17:19:34,00:00:06
"Screen on (unlocked)","13.01.2023",17:19:33,00:00:01
"Screen off (locked)","13.01.2023",17:10:17,00:09:17
"Chrome","13.01.2023",17:09:28,00:00:49
"Screen on (unlocked)","13.01.2023",17:09:27,00:00:01
"Screen off (locked)","13.01.2023",17:08:15,00:01:12
